word,hiragana,katakana,NETFLIX_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_ANIME_V2,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
サプライズ,サプライズ,サプライズ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,3,3,4,4,1,1,1,1,1,2,3,4,3,3,3,2,3,2,1,3,3,1,3,3,3,3,1,2,3,3,3,3,4,1,1,1,1,1,1,1,1,1,3,2,1,2,3,3,2,3,3
警備員,けいびいん,ケイビイン,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,4,4,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,3,2,3,1,3,3,2,3,2,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2
おもい,おもい,オモイ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,5,5,5,4,4,2,5,3,5,5,5,5,5,2,2,4,4,3,5,1,5,5,5,4,5,5,4,5,5,5,2,5,5,3,3,5,4,5,4,4,4,4,4,4,4,5,4,2,3,5,3,3,3
ホイッスル,ホイッスル,ホイッスル,4,2,1,3,3,4,3,3,3,2,2,2,3,3,2,1,2,1,1,1,1,2,4,2,1,1,1,1,1,1,1,4,1,2,2,1,1,1,1,2,3,1,2,1,1,2,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
わい,わい,ワイ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,1,4,1,1,1,1,1,1,3,1,1,3,1,1,4,2,4,1,3,4,4,4,1,3,4,3,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1
署長,しょちょう,ショチョウ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,2,1,4,4,4,4,3,3,1,2,3,3,1,2,3,3,2,1,1,3,2,2,1,3,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,1
おーい,おーい,オーイ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,4,4,1,2,1,1,1,4,4,4,4,3,3,2,1,1,3,4,5,4,4,4,5,5,1,3,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,4,4
制服,せいふく,セイフク,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,3,4,3,3,3,3,4,4,4,4,4,3,4,4,3,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,1,3,2,3,3,3,2,3,3,3,4,4,1,4,4,5,3,3,3
問う,とう,トウ,4,3,3,3,4,4,3,3,3,3,2,2,4,3,3,3,3,1,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,3,3,3,5,3,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4
士郎,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,1,1,3,1,1,1,2,2,1,4,1,1,2,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,2
電車,でんしゃ,デンシャ,4,5,5,4,4,4,4,3,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,3,4,4,1,5,4,5,4,5,4,5,4,5,4,2,1,4,4,4,5,4,4
コール,コール,コール,4,4,4,3,4,4,3,3,5,4,2,2,3,3,4,4,4,1,2,3,3,3,4,4,1,3,1,1,3,3,3,3,3,4,4,3,1,4,3,3,3,1,3,3,3,3,2,3,3,3,1,3,4,3,3,3,3,3,3,3,3,3,3,3,1,3,4,3,3,3,3
店長,てんちょう,テンチョウ,4,4,4,4,3,4,3,3,4,4,2,4,4,4,4,2,4,1,3,3,3,4,4,3,3,3,3,4,2,3,3,4,4,2,2,3,4,1,3,3,3,4,4,3,3,4,3,2,3,3,2,4,1,3,2,4,3,3,2,3,3,3,4,3,1,3,3,4,3,3,5
ビリー,ビリー,ビリー,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,1,2,4,1,1,2,1,1,2,1,1,1,1,4,4,2,1,5,3,1,1,1,1,1,2,1,1,1,2,1,1,1,3,2,1,2,5,2,2,2,2,2,3,1,1,2,3,1,3,2,2
蔵,ぞう,ゾウ,4,3,3,4,4,4,4,3,4,3,4,3,3,4,3,4,4,4,3,3,2,4,4,3,3,4,4,4,3,4,4,4,3,1,1,3,1,2,4,3,2,1,3,2,3,3,2,2,3,2,2,4,4,2,3,3,2,2,3,2,2,2,3,2,1,4,3,3,4,2,3
パーセント,パーセント,パーセント,4,4,4,4,5,4,4,4,4,4,4,4,5,5,4,3,4,1,3,5,5,3,4,4,1,4,1,1,4,3,3,4,2,3,3,3,3,1,4,3,3,1,3,3,2,3,3,3,2,2,2,1,4,5,5,5,5,5,5,4,4,4,5,4,1,3,3,4,3,4,4
メシ,メシ,メシ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,4,1,2,1,1,1,4,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,2
戦場,せんじょう,センジョウ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,3,3,3,3,4,4,4,4,4,3,4,4,4,3,4,4,4,3,3,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,1,2,1,2,2,2,2,2,2,2,3,4,5,4,3,4,3,3,3
珊瑚,さんご,サンゴ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,2,1,4,3,3,2,4,2,2,4,4,2,1,1,1,1,1,1,2,1,2,1,3,2,2,3,2,1,1,1,1,2,3,3,2,3,3,3,3,3,3,3,3,2,1,3,1,2,2,1,1
企業,きぎょう,キギョウ,4,4,4,5,4,4,4,4,3,5,4,3,4,4,4,5,4,2,5,5,5,4,4,4,4,4,3,3,4,3,3,3,3,4,4,5,2,5,3,3,3,4,4,3,3,4,4,3,3,3,2,3,1,5,4,5,5,4,3,5,4,5,5,3,1,4,5,3,5,5,5
サイ,サイ,サイ,4,2,2,2,3,4,3,3,3,2,2,3,2,2,2,3,4,1,1,2,2,1,4,2,1,2,2,1,2,3,3,3,2,3,3,3,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,1,2,2,2,2,2,2,3,2,5,2,3,1,3,2,2
今や,いまや,イマヤ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,4,4,1,1,4,1,1,1,1,1,1,3,1,1,3,3,1,4,4,4,1,4,4,4,4,4,4,4,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,4,1
対象,たいしょう,タイショウ,4,4,4,4,4,4,3,3,4,3,4,3,4,4,3,5,4,4,5,5,5,3,4,4,4,4,4,3,4,4,4,3,4,4,4,5,4,3,4,4,4,4,4,4,4,3,5,4,4,4,4,4,1,5,5,4,4,5,5,4,4,4,5,4,5,4,5,4,5,4,5
あまりに,あまりに,アマリニ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,4,1,1,4,1,1,1,1,1,1,4,1,1,4,4,1,4,3,3,3,3,4,3,3,4,4,4,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,4,1
オヤジ,オヤジ,オヤジ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,4,1,3,1,1,1,3,3,4,3,3,3,3,1,1,1,3,3,1,3,3,3,4,1,2,4,3,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,3,2
区,く,ク,4,5,5,5,5,4,5,5,5,5,4,4,5,5,4,5,4,4,3,5,3,5,3,4,4,4,4,3,4,4,4,3,2,4,4,5,2,2,5,3,3,1,3,3,4,3,3,2,3,2,2,5,1,5,4,5,4,4,4,4,5,4,5,4,3,4,5,3,5,5,4
一定,いってい,イッテイ,4,4,4,4,4,4,3,4,4,4,3,3,4,4,3,4,2,4,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,1,4,3,3,3,3,3,3,2,4,4,4,4,4,3,2,4,5,4,5,5,4,4,4,4,4,4,5,3,4,4,4,4,4
腐る,くさる,クサル,4,3,4,3,3,4,3,3,3,3,4,4,3,3,3,1,4,1,3,3,3,1,4,4,4,3,4,4,4,4,4,4,4,1,1,1,4,1,1,4,4,1,4,4,4,4,3,4,4,3,4,4,3,3,2,3,3,3,4,3,4,3,3,4,3,3,2,4,2,4,3
仙人,せんにん,センニン,4,2,2,2,4,4,3,4,3,2,2,2,3,3,2,2,4,3,2,2,2,2,4,3,3,3,4,2,2,4,5,2,1,1,1,2,2,1,3,2,2,1,1,2,2,2,3,1,2,1,2,3,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2
そのもの,そのもの,ソノモノ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,1,4,1,1,1,1,1,1,4,1,1,4,4,1,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,1
砂糖,さとう,サトウ,4,5,4,5,3,4,5,3,3,4,5,5,4,4,5,3,3,4,4,4,3,3,4,4,4,3,3,4,4,3,3,4,3,4,4,3,3,4,3,3,3,1,3,3,3,3,3,3,3,3,3,3,2,4,3,4,4,4,3,4,4,4,4,4,1,3,3,4,3,3,4
権力,けんりょく,ケンリョク,4,3,3,3,3,4,4,3,3,3,2,3,3,3,3,4,3,4,4,4,3,3,4,4,4,4,3,3,4,3,3,3,3,4,4,4,2,1,3,3,3,3,3,3,3,3,4,3,3,3,3,4,1,3,3,3,3,3,4,3,3,3,3,4,3,4,4,3,4,3,3
見つめる,みつめる,ミツメル,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,4,4,1,5,1,1,5,4,4,4,5,1,1,3,5,1,3,3,4,4,4,4,4,4,4,5,4,5,5,3,3,1,1,1,1,1,1,1,1,1,1,1,3,5,2,1,2,3,3
儀式,ぎしき,ギシキ,4,2,2,3,3,4,3,3,3,3,2,2,2,2,3,3,3,4,3,3,3,3,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,2,4,3,4,1,3,3,3,3,4,4,4,4,4,4,1,3,3,3,3,3,4,3,3,3,2,4,3,4,3,4,3,3,3
店主,てんしゅ,テンシュ,4,2,2,2,3,4,3,3,3,2,2,2,2,2,2,2,3,2,2,2,3,4,4,3,3,3,2,4,3,2,2,4,3,2,2,3,3,1,2,3,3,1,3,3,2,3,1,3,3,2,3,4,1,2,1,2,2,2,2,2,2,2,3,4,3,3,3,3,3,1,2
かつ,かつ,カツ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5,4,3,5,4,5,5,5,3,3,3,4,3,3,4,4,5,2,5,5,3,5,2,2,5,5,2,2,2,5,4,5,4,4,5,4,4,4,4,4,5,4,5,2,4,4,5,4,4,4
クリア,クリア,クリア,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,3,4,3,4,4,1,2,1,1,2,4,4,4,3,4,4,4,1,2,2,4,4,3,3,4,4,3,4,3,4,4,4,4,4,3,3,4,3,3,4,4,3,3,4,4,5,3,4,3,4,4,4
において,において,ニオイテ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,1,4,4,1,1,5,1,1,1,1,1,1,4,1,1,5,3,5,5,2,3,1,3,3,3,3,5,3,3,3,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,1
ヒゲ,ヒゲ,ヒゲ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,4,4,1,2,1,1,1,3,3,2,2,3,3,2,1,1,1,3,3,1,3,2,3,3,2,2,3,2,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,3
移す,うつす,ウツス,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,3,3,1,4,4,4,3,4,4,4,4,3,3,4,3,3,3,4,1,1,3,3,1,4,3,3,1,4,4,3,3,4,4,3,4,3,3,3,3,3,4,3,3,4,3,4,4,3,4,3,4,2,4,4,4,4
メス,メス,メス,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,2,1,4,4,1,3,1,1,1,2,2,3,3,4,4,3,1,2,1,3,3,1,3,3,3,3,2,2,3,3,2,3,4,2,2,3,2,2,2,2,2,2,2,2,1,3,3,2,3,3,3
沙,すな,スナ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,1,1,1,2,3,2,1,3,1,1,1,2,2,3,4,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,4,1,2
正式,せいしき,セイシキ,4,3,3,3,4,4,4,3,4,3,3,2,4,4,3,5,4,3,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,4,4,4,3,1,3,4,4,3,4,4,4,4,4,4,4,4,4,4,1,3,3,4,3,3,3,3,3,3,4,4,4,4,4,4,5,3,4
課長,かちょう,カチョウ,4,3,3,3,4,4,3,4,4,4,2,2,4,4,3,2,4,3,3,3,2,5,4,4,4,4,2,2,3,2,2,2,1,3,3,4,2,1,4,2,2,1,4,3,2,4,3,2,2,1,1,4,1,3,3,3,3,3,4,3,3,3,3,2,1,4,3,1,4,3,2
ってな,ってな,ッテナ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,3,1,1,1,1,1,1,4,1,1,3,1,1,1,4,4,4,4,4,4,4,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1
手伝い,てつだい,テツダイ,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,2,4,1,3,3,4,1,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,1,1,4,4,5,4,4,4,4,3,4,4,4,4,4,1,4,2,4,4,4,3,4,3,3,3,4,4,4,3,4,2,3,3
翼,つばさ,ツバサ,4,2,2,2,3,4,3,3,4,2,2,2,2,2,2,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,1,3,3,3,3,3,4,4,3,4,4,2,2,3,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4
調整,ちょうせい,チョウセイ,4,4,4,4,5,4,3,4,3,4,4,4,4,4,4,4,3,2,4,5,4,3,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,2,3,4,4,1,4,4,3,3,4,4,4,4,4,4,1,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,5,5
けども,けども,ケドモ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,5,1
ゆり,ゆり,ユリ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,2,4,4,2,3,3,3,3,3,2,2,3,4,2,2,2,3,3,3,2,2,1,2,2,2,2,2,2,1,2,1,4,3,2,1,2,2,2,2,2,2,2,3,3,1,2,3,3,3,2,2
菜緒,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
修行,しゅぎょう,シュギョウ,4,4,4,3,3,4,3,4,3,4,3,5,2,4,4,3,4,3,3,3,3,3,4,4,4,3,5,4,4,5,5,4,4,2,2,3,3,1,3,4,4,3,3,3,3,3,3,3,4,3,3,4,1,2,1,2,2,2,3,2,2,2,3,4,5,4,3,4,3,3,4
ローマ,ローマ,ローマ,4,3,4,2,3,4,3,3,3,4,4,3,2,3,3,5,2,3,4,4,3,2,4,1,1,4,1,1,4,3,3,2,1,4,4,4,1,4,4,2,2,1,2,2,2,2,4,2,2,1,1,2,4,4,4,4,4,3,5,3,4,3,3,1,1,4,3,1,4,4,4
面会,めんかい,メンカイ,4,2,1,3,3,4,3,3,3,2,2,2,3,2,2,3,3,4,3,3,3,3,4,4,4,3,3,2,4,3,3,2,2,4,4,2,2,1,3,2,3,1,3,3,2,4,2,3,3,2,2,3,1,2,1,2,2,2,2,2,2,2,2,3,1,3,2,3,2,2,2
ごらん,ごらん,ゴラン,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,1,2,4,4,4,4,4,3,4,2,3,4,3,2,3,4,5,5,4,4,5,5,4,4,4,5,4,1,3,2,4,1,2,3
含む,ふくむ,フクム,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,5,3,1,5,5,5,3,4,4,4,4,3,3,4,3,3,3,4,1,1,4,4,1,4,3,3,3,3,4,4,3,5,4,3,4,4,3,3,5,5,4,4,5,5,4,4,4,5,4,4,4,4,4,5,4,5
目玉,めだま,メダマ,4,3,4,4,3,4,3,3,3,3,4,4,2,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,2,1,3,3,3,1,3,3,3,3,2,3,3,3,3,3,1,3,2,3,3,3,2,3,3,3,3,3,1,3,2,3,2,3,3
詳細,しょうさい,ショウサイ,4,3,3,3,4,4,3,3,3,3,3,2,4,4,2,4,3,4,4,4,5,3,4,4,4,3,3,2,3,3,3,2,3,4,4,5,3,4,3,3,3,4,4,4,4,3,4,4,4,3,4,3,1,4,4,3,4,4,3,4,4,4,5,4,4,3,5,4,5,4,4
集団,しゅうだん,シュウダン,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,4,4,4,3,2,4,4,4,1,3,4,4,3,4,4,4,3,3,4,1,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
チビ,チビ,チビ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,4,1,1,1,1,1,4,4,4,2,4,4,2,1,1,1,3,4,1,3,3,3,3,1,2,4,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2
己,おのれ,オノレ,4,4,4,4,3,4,4,3,4,2,5,4,2,4,4,2,4,4,4,4,3,4,4,4,4,4,5,3,4,5,5,4,5,3,3,3,3,1,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,3,4,4,4,3,5,3,4,3
もたらす,もたらす,モタラス,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,5,4,3,2,4,4,4,4,4,3,4,4,4,3,4,1,1,4,4,1,3,4,4,3,3,4,3,3,5,4,5,4,4,4,5,4,4,4,4,3,3,3,3,3,3,4,4,4,3,4,4,3,4
困難,こんなん,コンナン,4,3,3,2,3,4,3,3,3,3,3,2,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,3,4,4,4,3,1,4,4,4,3,3,4,3,3,4,4,4,4,3,4,1,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4
縛る,しばる,シバル,4,3,4,3,3,4,4,3,3,4,3,3,3,3,3,1,3,1,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,1,1,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,3,3,4,3,4,2,4,2,3,3
合図,あいず,アイズ,4,3,2,3,3,4,4,3,3,2,3,2,3,3,2,2,3,4,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,1,4,3,4,3,3,4,3,3,3,4,3,4,4,4,1,3,3,3,3,3,2,3,3,3,2,4,1,4,2,4,2,3,2
挑む,いどむ,イドム,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,3,3,3,3,4,4,4,3,4,3,3,4,4,3,4,1,1,3,3,1,3,4,4,3,3,4,4,3,3,4,4,4,4,4,2,2,1,2,2,2,2,2,2,2,3,4,4,3,3,4,3,3,3
ドット,ドット,ドット,4,3,4,2,4,4,3,3,3,2,3,3,4,3,3,3,1,1,1,2,3,1,4,3,1,1,1,1,2,1,2,2,1,2,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,3,2,2,2,2,2,4,2,1,2,3,1,3,2,3
今週,こんしゅう,コンシュウ,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,1,4,1,3,4,4,4,4,4,4,2,3,3,2,3,3,3,3,4,4,4,2,1,2,3,3,3,4,3,4,3,3,2,3,3,2,4,1,2,1,3,2,4,2,2,2,2,4,2,1,2,4,3,2,4,4
あい,あい,アイ,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,3,4,5,2,2,2,5,4,4,4,4,4,4,4,4,4,4,4,3,3,4,5,3,5,3,4,4,4,4,4,4,3,4,4,4,2,4,3,2,2,4,2,2,2,2,2,2,3,4,4,4,4,5,3,3,4
じい,じい,ジイ,4,2,2,2,3,4,3,3,3,2,3,2,3,2,2,2,4,2,2,2,3,3,4,5,4,3,2,3,4,5,5,5,3,4,4,2,4,1,3,4,2,1,2,2,3,3,1,1,2,3,1,4,4,1,2,1,1,1,1,1,1,1,2,2,1,4,2,3,2,1,4
経営,けいえい,ケイエイ,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,5,4,4,4,5,5,4,4,4,4,4,3,3,4,3,3,3,3,4,4,5,2,3,4,3,3,3,4,4,3,4,4,3,3,3,2,3,1,4,4,5,4,4,4,4,5,4,4,4,1,4,4,3,5,4,4
保安官,ほあんかん,ホアンカン,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
殺る,やる,ヤル,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,5,2,4,2,1,3,1,1,5,4,4,5,4,1,1,5,3,1,2,3,3,5,2,3,4,3,5,2,3,2,3,4,5,1,1,1,1,1,1,1,1,1,1,1,3,2,5,1,3,2,2
警察官,けいさつかん,ケイサツカン,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,1,3,4,4,1,1,3,1,1,1,1,1,1,2,1,1,3,2,2,3,2,3,4,4,3,2,4,2,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,2
鳴子,なるこ,ナルコ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4,2,2,1,1,2,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
女神,めがみ,メガミ,4,2,2,2,3,4,3,3,3,2,2,3,2,2,2,3,4,3,3,3,3,3,4,4,4,4,4,3,3,4,4,3,4,3,3,3,4,2,4,3,4,1,3,3,3,2,3,3,4,3,3,4,1,2,3,2,2,2,2,2,2,2,3,4,1,4,3,4,4,2,3
実家,じっか,ジッカ,4,5,5,4,3,4,5,4,4,5,4,5,4,5,5,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,3,3,4,4,1,4,3,4,3,4,4,4,4,4,4,3,4,4,4,1,4,2,5,4,4,4,4,4,5,4,4,1,4,4,4,3,3,3
燃やす,もやす,モヤス,4,3,3,4,3,4,4,3,3,3,4,3,3,4,3,1,3,1,3,3,3,3,4,4,4,3,4,3,4,4,4,3,3,1,1,2,3,1,3,3,4,1,4,4,3,4,3,4,4,3,4,4,2,3,2,4,3,3,3,3,3,3,3,4,3,3,2,4,2,3,3
実行,じっこう,ジッコウ,4,2,2,3,3,4,3,3,3,2,3,2,2,2,2,4,3,4,3,4,5,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,3,4,4,3,4,4,3,5,4,4,4,4,4,1,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4
火事,かじ,カジ,4,3,3,4,3,4,3,3,4,3,4,4,3,4,3,2,4,4,3,3,3,4,4,4,4,3,4,3,4,4,4,3,3,4,4,3,2,1,3,3,3,3,4,3,3,4,3,3,3,2,2,4,2,3,3,4,3,3,4,3,3,3,2,3,1,3,3,3,2,3,3
ズボン,ズボン,ズボン,4,4,4,3,3,4,4,3,4,4,4,5,2,4,4,2,3,1,3,3,3,3,4,4,1,4,1,1,4,3,3,3,4,4,3,3,1,1,4,2,3,1,3,3,3,3,3,4,3,4,3,3,4,3,2,3,3,3,2,3,3,3,3,3,1,4,3,4,2,3,3
拍,はく,ハク,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,2,2,1,2,2,2,2,1,1,3,3,3,2,2,1,2,2,2,1,1,1,2,1,2,2,3,2,3,1,2,2,1,3,4,4,5,2,4,4,3,4,4,4,2,3,1,2,2,3,2,2,2
源,みなもと,ミナモト,4,3,2,3,4,4,3,3,3,2,2,2,4,3,3,4,4,4,3,4,3,3,3,4,4,4,3,2,4,3,3,3,3,4,4,4,3,3,3,3,3,1,3,3,3,3,4,3,4,3,3,3,2,4,4,4,4,4,3,4,4,4,3,3,4,4,4,3,4,3,3
