word,hiragana,katakana,NETFLIX_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,KOKUGOJITEN,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,MONODICTS,NAROU,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
教室,きょうしつ,キョウシツ,4,5,5,5,4,4,3,5,5,5,5,4,4,5,5,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,5,3,3,4,4,1,4,4,4,1,2,4,4,5,4,4,4,4,5,4,4,2,4,1,4,4,5,4,4,4
線,せん,セン,4,5,5,5,4,4,3,4,5,5,5,5,4,5,5,5,4,4,4,4,4,4,4,5,4,5,4,4,5,4,4,4,4,5,5,4,4,3,4,4,3,4,5,5,5,5,4,5,4,4,4,5,5,5,4,3,5,5,4,5,5,5
勝者,しょうしゃ,ショウシャ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,2,2,4,4,1,4,2,4,3,2,4,4,3,3,3,3,2,2,1,2,3,3,2,2,1,2,1,1,1,1,1,1,1,2,2,3,3,2,2,3,3,3,3
六,ろく,ロク,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,3,4,2,1,1,5,1,1,5,2,3,3,4,3,3,5,4,3,5,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,4
医療,いりょう,イリョウ,4,4,4,3,4,4,4,4,3,3,3,4,4,4,4,4,4,2,4,5,4,4,4,1,4,3,4,2,3,4,4,2,2,4,4,5,3,4,2,2,3,1,3,4,4,4,4,4,4,4,4,4,4,4,3,1,4,4,3,5,4,5
片,かた,カタ,4,2,2,2,3,4,3,3,3,3,3,2,2,2,2,3,3,5,2,2,2,3,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3,1,2,2,3,4,4,3,3,3,3,3,4,3,3,3,2,4,3,4,3,3,3,3,3,2
世の中,よのなか,ヨノナカ,4,4,4,3,4,5,4,3,3,4,4,4,4,4,4,2,4,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4
作り,つくり,ツクリ,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,4,4,3,3,4,1,3,3,4,4,3,3,4,4,1,1,4,2,3,4,4,4,4,4,4,4,4,5,4,4,4,4,3,3,5,4,3,4,4
映る,うつる,ウツル,4,4,4,5,4,4,5,5,5,4,5,4,4,4,4,2,4,1,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,1,1,3,4,1,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,4,1,4,2,4,3,4,4
合格,ごうかく,ゴウカク,4,4,4,4,3,4,4,4,3,4,3,4,3,4,4,4,4,2,3,4,4,4,4,1,4,3,4,4,3,4,4,4,3,3,3,4,4,2,3,4,4,2,3,4,3,4,5,4,3,4,4,4,4,3,4,1,3,4,4,4,3,4
地図,ちず,チズ,4,4,4,4,5,4,4,3,5,4,4,4,4,4,4,4,4,4,3,4,3,4,4,1,4,4,4,3,4,4,4,3,4,4,4,4,3,3,4,4,4,1,3,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4
追跡,ついせき,ツイセキ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,3,3,4,4,1,4,3,4,1,3,4,4,1,2,5,5,3,1,2,3,3,3,1,2,2,3,2,2,2,3,2,2,2,3,2,3,4,3,3,3,3,2,3
真面目,まじめ,マジメ,4,4,4,4,4,4,5,3,3,4,4,2,4,4,4,2,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,1,4,4,4,4,2,4,3,4,4,3,3,4,5,5,4,2,4,4,4,4,5,3,4,4
クール,クール,クール,4,3,3,3,3,4,3,4,3,3,3,2,2,2,3,3,3,1,2,3,3,4,4,4,1,2,1,1,3,4,4,4,3,4,4,3,1,4,2,3,3,4,2,2,3,2,2,2,2,4,2,2,4,1,3,5,3,4,4,3,3,3
痛,つう,ツウ,4,3,3,3,3,4,3,3,3,3,2,3,3,2,3,2,4,5,2,2,1,3,3,3,3,2,2,3,4,2,2,3,3,5,5,3,3,1,1,4,4,4,3,2,2,3,2,2,2,2,2,2,4,3,3,4,3,4,3,2,3,3
やす,やす,ヤス,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,2,2,1,4,3,4,2,4,1,2,3,4,4,3,4,5,5,3,2,2,1,2,2,1,4,2,2,2,2,2,2,2,2,2,2,4,1,3,2,4,1,3,3,2
そら,そら,ソラ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,2,2,5,4,4,1,4,3,2,5,5,3,4,3,3,4,4,2,4,2,5,3,3,4,4,4,3,4,4,3,4,4,4,4,2,3,5,5,3,3,5,2,3,3
使,し,シ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,5,2,2,4,3,3,4,3,4,2,4,3,2,2,4,2,5,5,2,2,5,4,3,2,5,4,2,2,2,2,2,2,2,2,2,2,4,3,4,3,2,2,3,2,2
果たす,はたす,ハタス,4,2,2,2,3,4,3,3,3,3,2,2,3,2,2,4,4,1,4,4,4,4,4,5,4,4,4,3,4,4,4,4,4,1,1,3,3,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,4
発言,はつげん,ハツゲン,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,3,3,4,4,4,4,4,1,4,4,3,3,4,3,3,3,4,4,4,5,3,3,4,3,4,1,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4
サンタ,サンタ,サンタ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,3,4,4,1,1,2,2,1,1,3,3,4,4,4,4,3,1,4,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,1,3
手下,てした,テシタ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,3,4,4,1,4,3,3,3,3,3,3,3,2,4,4,1,4,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,2,2,2,1
見張る,みはる,ミハル,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,2,4,4,4,5,4,4,4,3,4,4,4,3,3,1,1,2,3,1,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,1,4,1,2,2
ご覧,ごらん,ゴラン,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,4,4,1,1,3,1,1,4,4,4,4,3,4,4,4,4,1,2,4,4,4,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,4,1,1,5,5
救急車,きゅうきゅうしゃ,キュウキュウシャ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,3,4,4,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3
ただし,ただし,タダシ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,4,2,5,4,4,4,5,3,5,5,4,4,5,5,4,4,4,5,3,1,4,4,4,1,5,4,4
ウー,うー,ウー,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,4,4,3,1,2,2,2,2,1,2,2,2,2,3,3,2,1,3,3,4,3,3,2,2,3,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,1,2
王妃,おうひ,オウヒ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,2,4,4,1,4,3,3,1,2,3,3,1,1,4,4,2,2,1,3,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,4,3,3,3,2,3,1,2
ふさわしい,ふさわしい,フサワシイ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,3,4,1,4,4,4,5,3,3,4,3,5,3,4,3,3,3,3,3,4,4,4,3,4,2,3,3
自由に,じゆうに,ジユウニ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,1
ナ,ナ,ナ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,4,4,1,1,3,3,1,1,4,4,4,4,3,3,4,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,3,1,5,4,4,1,2,2,3
スコット,スコット,スコット,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,2,4,1,1,1,2,1,1,2,3,3,1,1,4,4,2,1,5,2,1,1,2,1,2,3,2,2,2,2,2,2,2,2,1,1,1,2,3,1,3,3,2
殺し,ころし,コロシ,4,2,2,2,3,4,3,3,3,3,2,2,2,2,2,4,4,1,2,2,1,4,4,1,4,4,4,2,1,4,4,2,3,4,4,4,3,1,1,4,3,1,2,1,1,1,1,1,1,1,1,1,2,2,4,3,3,4,3,3,3,2
今でも,いまでも,イマデモ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,4,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1
どんなに,どんなに,ドンナニ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,4,1,1,1,4,1,1,1,1,1,1,4,1,1,4,5,1,4,3,4,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,2,4,1
変態,へんたい,ヘンタイ,4,3,3,2,3,4,3,3,3,3,3,3,3,3,2,2,3,2,2,2,4,4,4,1,4,3,4,4,3,4,4,4,4,3,3,2,5,1,3,3,4,2,2,1,1,1,1,1,1,1,1,1,4,2,4,1,4,4,4,3,3,3
思いつく,おもいつく,オモイツク,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,4,4,4,1,1,4,1,1,4,4,4,4,4,1,1,2,4,1,4,4,4,1,2,1,1,1,1,1,1,1,1,1,1,2,1,4,4,2,1,2,4,4
騎士,きし,キシ,4,3,3,2,3,4,3,3,3,3,2,4,2,4,2,4,4,3,2,3,4,4,4,1,4,4,5,2,3,5,5,2,4,4,4,3,3,2,4,3,4,2,2,2,1,2,2,2,2,2,2,2,3,2,5,1,5,4,3,4,4,3
魔力,まりょく,マリョク,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,1,2,3,4,4,1,4,4,5,4,3,5,5,4,5,3,3,2,4,1,4,3,4,2,1,2,1,2,2,2,2,2,2,2,2,1,5,1,4,3,4,3,2,2
別れ,わかれ,ワカレ,4,2,2,2,3,4,3,3,3,2,2,3,3,2,2,3,3,1,3,3,1,4,4,1,4,4,4,4,1,4,4,4,4,5,5,4,4,1,1,3,3,2,4,4,2,4,5,4,4,3,3,3,3,3,4,3,4,4,4,3,3,3
校長,こうちょう,コウチョウ,4,4,4,3,4,4,3,3,4,4,3,4,4,4,4,4,4,3,3,3,4,4,4,1,4,3,3,4,3,3,3,4,2,4,4,3,2,3,3,3,4,1,2,3,3,4,3,3,4,3,5,3,3,2,2,1,3,3,2,4,4,3
無実,むじつ,ムジツ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,4,4,4,1,4,3,2,2,3,2,2,2,2,4,4,2,3,1,2,2,3,1,2,2,1,2,2,2,2,2,2,2,1,1,3,1,2,2,3,2,1,2
ダニー,ダニー,ダニー,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,4,4,2,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1
はん,はん,ハン,4,4,4,4,4,4,5,3,3,4,4,3,4,3,4,2,4,5,4,4,4,4,3,4,3,4,3,2,4,3,3,2,4,3,2,3,4,2,4,2,4,1,5,4,4,5,5,4,4,4,4,4,4,5,4,4,3,3,4,3,2,2
恐竜,きょうりゅう,キョウリュウ,4,3,3,3,3,4,3,3,3,2,3,4,4,3,3,3,3,1,2,3,2,4,4,1,4,2,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,2,4,2,3,2,3,4,3
展開,てんかい,テンカイ,4,4,4,4,4,4,3,3,5,3,4,3,4,4,3,5,4,4,4,5,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,5,3,3,4,4,4,1,4,4,5,4,5,4,4,4,5,4,5,4,4,4,4,5,4,5,4,4
暮らし,くらし,クラシ,4,3,3,4,3,4,4,3,4,4,2,3,2,3,4,4,4,1,3,4,1,4,4,1,4,4,3,3,1,3,3,3,3,4,4,4,3,1,1,3,4,2,3,4,3,4,3,3,4,3,4,3,3,3,4,4,4,4,3,3,3,4
天国,てんごく,テンゴク,4,3,3,2,3,4,3,3,3,3,2,3,2,3,2,3,3,3,2,3,3,4,4,1,4,3,3,3,4,3,3,3,3,4,4,3,4,2,3,3,3,1,2,3,2,3,3,3,2,3,3,4,3,2,3,4,3,3,3,3,3,3
チキン,チキン,チキン,4,4,4,4,3,4,3,3,4,4,3,4,3,4,4,2,2,1,2,3,3,4,4,1,1,2,1,1,2,2,3,3,2,4,4,3,1,2,2,3,3,4,1,2,2,3,2,2,3,2,2,2,3,1,3,1,2,3,3,2,4,4
エリカ,エリカ,エリカ,4,2,2,2,3,4,3,3,3,2,2,3,2,3,2,2,3,1,1,2,1,4,3,1,1,3,1,1,1,1,1,3,4,4,4,1,1,2,1,2,3,4,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,3,1,2,1,1
ほんとに,ほんとに,ホントニ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,4,1,1,3,5,1,1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1
モー,モー,モー,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,2,4,3,1,1,3,1,1,2,2,2,2,4,3,3,3,1,2,3,1,3,3,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,3,3,3,3,1
各,かく,カク,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,5,4,4,5,5,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,5,3,3,4,4,4,5,5,5,5,5,5,5,4,4,4,4,5,5,4,4,4,5,4,5,5,5
魅力,みりょく,ミリョク,4,4,3,4,4,4,4,4,3,4,3,3,4,3,4,3,3,4,4,5,3,4,4,1,4,4,3,4,4,3,3,4,4,4,4,4,4,1,4,3,4,1,2,4,4,4,4,4,3,5,4,5,4,2,4,3,4,4,4,3,4,4
割れる,われる,ワレル,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,1,4,1,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,1,1,2,3,1,4,4,4,3,3,3,3,4,3,3,4,3,3,3,3,3,4,3,4,2,4,2,4,4
計算,けいさん,ケイサン,4,4,4,5,4,4,3,4,4,4,5,5,4,5,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,1,4,5,5,4,4,5,3,5,4,4,5,4,4,3,4,4,4,4,4,4
帰り,かえり,カエリ,4,5,5,4,4,4,4,4,5,5,5,5,4,5,5,3,4,1,3,4,1,4,4,1,4,4,4,4,1,4,4,4,4,4,4,4,4,1,1,4,4,3,3,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,2,3,3
休憩,きゅうけい,キュウケイ,4,4,4,4,4,4,4,3,4,4,4,2,4,4,4,3,4,3,3,4,4,4,4,1,4,3,4,4,3,4,4,4,4,4,4,4,5,1,3,4,4,1,2,3,2,4,3,3,3,3,3,4,4,2,4,5,4,4,4,3,4,4
黒子,ほくろ,ホクロ,4,3,3,2,3,4,3,3,3,2,4,2,2,3,3,1,2,2,1,2,2,4,3,1,3,2,4,3,2,4,4,3,1,1,3,1,2,1,2,1,3,3,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1
理想,りそう,リソウ,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,4,2,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4
買える,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,4,4,1,1,3,1,1,1,3,3,4,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,1,2,4,4
狭い,せまい,セマイ,4,5,5,5,4,5,4,4,5,5,4,5,4,5,5,3,4,1,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,1,1,4,4,1,4,4,4,3,5,4,4,4,4,4,5,4,4,5,4,4,4,1,4,3,4,4,4,4
誰でも,だれでも,ダレデモ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1
接触,せっしょく,セッショク,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,4,1,4,4,4,3,4,4,4,3,4,4,4,3,3,1,4,4,4,1,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4
診る,みる,ミル,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,2,5,4,4,1,1,3,1,1,1,3,3,2,3,1,1,5,2,1,5,2,3,5,2,1,1,1,1,1,1,1,1,1,1,2,1,5,2,5,1,2,3,2
食料,しょくりょう,ショクリョウ,4,3,2,3,3,4,3,3,4,3,3,2,3,3,2,3,3,3,3,3,3,4,4,1,4,3,4,3,3,4,4,3,3,4,4,3,3,3,3,3,4,1,2,4,2,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3
喜び,よろこび,ヨロコビ,4,3,2,3,3,5,3,4,3,2,3,2,4,3,3,3,4,1,4,4,1,4,4,1,4,4,4,3,4,4,4,4,4,4,4,4,4,2,1,4,3,2,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,2,3,4
おごる,おごる,オゴル,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,4,4,4,4,4,2,3,4,3,3,4,4,3,1,1,1,2,1,3,4,4,4,2,2,1,2,2,2,2,2,2,2,3,2,3,1,2,1,4,1,2,2
大志,たいし,タイシ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,3,1,3,2,1,2,2,1,1,3,1,1,1,2,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
ゆき,ゆき,ユキ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,2,4,5,4,2,1,4,4,2,5,4,2,2,5,3,4,2,3,3,3,5,3,4,4,5,2,3,2,2,2,2,2,2,2,3,4,4,1,3,4,4,4,3,2
投票,とうひょう,トウヒョウ,4,3,4,2,3,4,3,3,3,4,4,3,2,3,3,4,3,2,3,4,3,4,4,1,4,2,3,3,3,3,3,4,2,4,4,4,1,1,2,2,3,1,3,3,3,3,3,3,2,3,3,3,4,3,3,1,3,4,3,4,4,4
嬢さん,じょうさん,ジョウサン,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
本部,ほんぶ,ホンブ,4,3,3,3,3,4,3,3,4,3,2,3,3,4,2,5,4,3,4,3,4,4,4,1,4,4,4,3,4,4,4,3,3,4,4,4,3,3,4,3,4,1,4,3,3,3,5,3,3,3,4,4,3,4,4,4,4,4,3,5,3,4
勝手に,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,4
神父,しんぷ,シンプ,4,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,2,2,2,2,3,4,4,1,4,4,3,2,3,3,3,2,4,4,4,2,3,1,4,2,3,1,1,3,2,3,3,3,2,3,3,3,2,1,3,1,3,2,2,2,2,2
飲み物,のみもの,ノミモノ,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,3,1,3,4,3,4,4,1,4,3,3,4,3,3,3,4,3,4,4,3,4,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,4,1,3,3,4,2,3,4
鉄,てつ,テツ,4,4,4,4,3,4,5,3,4,3,3,4,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,3,4,4,4,4,3,5,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4
カレン,カレン,カレン,4,2,2,2,3,4,3,3,3,2,3,2,2,2,2,2,3,1,1,2,1,4,1,1,1,1,1,2,1,2,2,2,4,4,4,2,1,3,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,3,2,1,2,1,1
ライアン,ライアン,ライアン,4,2,2,2,3,4,3,3,3,2,3,3,2,2,2,3,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,4,4,2,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2
材料,ざいりょう,ザイリョウ,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,1,5,4,4,5,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4
植物,しょくぶつ,ショクブツ,4,4,4,4,3,4,4,3,3,3,3,3,4,3,4,5,4,4,4,4,4,4,4,1,4,4,3,3,4,3,4,3,3,4,3,4,4,4,3,3,3,1,5,4,3,4,4,4,5,4,4,4,4,5,4,5,4,4,4,4,4,4
登る,のぼる,ノボル,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,3,4,4,4,1,1,4,1,1,4,4,4,3,4,1,1,2,4,3,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,3,1,1,4,2,1,3,4,4
過,か,カ,4,2,2,2,3,4,3,3,3,2,2,2,2,2,2,3,2,5,3,2,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,2,4,5,2,2,2,5,4,3,3,2,3,3,2,3,3,3,3,4,3,4,3,3,3,3,2,2
湖,みずうみ,ミズウミ,4,4,4,4,4,4,3,3,5,4,4,4,4,4,4,5,4,4,3,3,3,4,4,4,4,4,3,3,4,3,3,3,3,4,4,3,3,3,4,4,3,2,4,4,3,4,4,3,4,3,4,3,4,4,4,3,4,3,3,4,3,3
たく,たく,タク,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,3,3,3,4,4,3,4,3,4,3,4,4,4,3,3,3,2,5,3,2,3,3,3,3,5,4,3,4,4,3,4,3,3,4,4,4,3,4,2,5,3,3,3,3
琴子,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
プール,プール,プール,4,4,4,4,3,4,3,3,5,4,4,4,3,4,4,4,4,1,3,4,3,4,4,1,1,3,1,1,3,3,3,4,4,4,4,3,1,4,3,3,4,4,2,4,3,4,4,4,3,4,4,4,4,2,3,1,3,4,4,4,3,4
お菓子,おかし,オカシ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,4,4,1,1,1,3,1,1,1,1,1,1,4,5,5,3,4,1,3,4,4,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,4,1,2,4,4
ソウル,ソウル,ソウル,4,3,3,2,3,4,3,4,3,3,3,2,2,3,2,4,4,1,2,3,2,4,3,1,1,2,4,2,2,4,4,2,1,3,3,3,1,4,2,2,3,3,2,2,2,2,2,2,3,2,2,2,3,2,1,1,2,3,1,4,4,4
拒否,きょひ,キョヒ,4,2,2,3,4,4,3,4,3,2,2,3,3,3,2,4,3,3,3,4,3,4,4,1,4,4,3,3,4,3,3,3,3,4,4,4,4,1,3,3,3,1,2,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,3,3
がん,がん,ガン,4,3,3,2,3,4,3,4,3,3,3,3,2,3,3,3,4,5,4,3,3,4,3,4,2,3,3,2,4,2,2,3,3,3,3,3,2,3,3,3,4,4,5,3,3,3,3,3,2,3,4,3,3,5,3,3,3,4,3,3,3,3
両方,りょうほう,リョウホウ,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,4,3,4,4,4,4,4,4,1,4,4,4,3,4,4,4,3,4,4,4,4,5,1,4,4,4,1,3,5,5,4,4,5,5,4,5,4,4,4,4,3,4,4,4,4,4,4
布,ぬの,ヌノ,4,4,3,5,3,4,3,4,3,3,4,4,3,3,4,3,4,4,3,3,3,3,3,3,3,4,3,3,4,3,3,3,4,3,3,3,4,2,4,3,3,2,5,4,3,4,4,3,4,3,3,3,3,5,4,1,4,3,4,3,3,4
折れる,おれる,オレル,4,4,4,4,4,4,5,3,3,4,4,4,4,4,4,1,4,1,3,3,5,4,4,4,4,4,4,3,4,4,4,3,4,1,1,2,4,1,5,4,4,1,3,3,3,4,3,3,3,3,3,3,3,3,4,2,4,2,4,2,4,4
救える,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,1,2,1,1,1,4,4,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,2,2
