word,hiragana,katakana,BCCWJ_SUW_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
固定,こてい,コテイ,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,2,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,5,4,1,3,3,1,3,3,3,2,4,4,3,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,3,1,4,4,4,4,4,4
島,しま,シマ,4,5,5,4,3,5,3,4,5,4,4,5,4,4,5,5,5,5,4,4,5,5,5,5,5,5,4,4,5,5,4,4,5,5,4,3,3,5,4,4,4,4,4,4,4,3,4,3,3,4,3,5,4,5,5,4,5,4,4,4,4,4,5,3,5,4,4,5,4,4
保証,ほしょう,ホショウ,4,3,3,4,3,4,3,4,3,3,4,3,4,3,3,3,3,4,3,4,3,4,4,4,4,3,3,4,3,4,3,3,4,4,4,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,3,3,4,4,3,4,4,4,1,4,4,4,3,4,3
怒る,おこる,オコル,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,1,5,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,4,4,4,5,4,5,4,5,5,4,5,3,5,3,4,4
辺,へん,ヘン,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,5,4,4,5,3,4,4,4,4,4,4,4,4,5,2,4,4,4,4,1,4,3,3,3,3,3,4,3,3,3,3,3,3,4,5,5,5,4,5,5,5,5,5,4,4,3,4,4,4,5,3,4,5
き,き,キ,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,4,3,4,5,5,4,5,1,3,3,3,3,3,4,3,3,4,4,5,5,4,4,5,5,5,5,5
文章,ぶんしょう,ブンショウ,4,4,4,4,5,5,3,5,4,4,4,3,5,4,4,3,3,4,4,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,4,3,2,4,2,4,3,3,3,3,5,4,3,3,3,3,1,5,5,4,4,4,4,5,4,4,4,3,3,3,4,4,3,3,4,4
薄い,うすい,ウスイ,4,5,5,5,4,4,4,4,3,4,5,5,4,4,5,3,3,1,4,4,4,4,4,4,4,4,4,5,4,4,4,4,1,1,3,4,2,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,1,4,3,4,3,4,4
紙,かみ,カミ,4,5,4,5,5,5,3,5,4,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4
髪,かみ,カミ,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,5,4,4,4,5,4,4,5,4,4,5,4,4,4,5,4,4,4,5,1,5,4,4,4,4,5,4,4,5,4,5,5,4,2,3,2,4,3,3,3,3,5,3,4,5,4,4,5,4,5,4,4,4
日時,にちじ,ニチジ,4,2,1,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,1,2,2,3,2,3,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,4,2,2,3,2,3,2,3,2,2
大統領,だいとうりょう,ダイトウリョウ,4,4,4,3,3,4,3,3,4,4,3,4,3,4,3,5,3,2,4,4,3,5,5,5,3,2,2,3,2,2,2,2,5,5,4,1,3,3,3,1,3,2,3,3,3,2,2,2,1,2,1,4,3,4,3,3,3,3,3,3,4,2,5,1,3,4,2,5,5,5
向こう,むこう,ムコウ,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,1,4,4,5,5,5,5,5,5,4,4,5,5,4,5,5,5,4,4,1,4,5,5,5,5,5,5,4,5,5,5,5,5,4,4,3,5,4,4,4,5,4,5,3,5,4,4,5,4,5,3,4,4
郵便,ゆうびん,ユウビン,4,4,4,4,4,4,5,3,4,4,4,4,3,4,4,4,2,3,3,4,2,2,3,3,3,2,3,4,2,2,3,1,4,4,4,2,3,2,2,1,3,2,2,3,2,2,2,2,1,2,1,4,3,4,4,3,3,4,3,3,4,2,2,1,3,3,3,5,2,3
利く,きく,キク,4,5,5,5,4,4,4,4,4,5,5,5,4,5,5,2,4,1,4,4,4,4,4,4,4,5,4,5,4,4,4,4,1,1,2,4,1,5,4,4,4,4,3,4,2,4,3,3,3,4,5,4,4,4,4,4,3,4,4,5,4,5,4,4,4,2,5,4,3,3
問う,とう,トウ,4,3,3,3,4,4,3,3,3,3,2,2,4,3,3,3,3,1,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,3,3,3,5,3,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4
化学,かがく,カガク,4,3,3,3,3,4,5,4,3,3,3,2,3,3,3,4,2,3,3,4,3,2,4,4,3,3,2,4,3,3,2,2,4,4,4,2,4,2,2,1,2,2,3,2,3,2,2,2,1,2,1,4,3,4,4,3,4,4,3,3,4,2,3,1,3,4,3,4,2,3
教師,きょうし,キョウシ,4,4,4,2,4,4,4,3,3,4,2,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,1,4,5,4,4,5,5,4,4,5,4,4,4,1,4,4,4,4,4,4
発売,はつばい,ハツバイ,4,3,3,3,3,4,4,3,3,3,2,3,4,3,3,5,3,2,3,5,3,3,3,3,3,3,4,3,3,3,4,2,2,2,4,3,4,2,3,3,3,3,5,3,3,3,2,2,3,3,1,3,3,4,3,3,3,4,3,3,5,4,3,1,3,5,3,5,4,4
重,じゅう,ジュウ,4,5,3,5,3,4,3,4,3,4,3,5,4,4,5,5,4,5,2,4,1,3,4,4,4,4,3,5,4,4,3,3,4,4,4,3,2,2,3,3,3,3,4,3,2,3,3,3,3,3,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4
設計,せっけい,セッケイ,4,4,3,4,4,4,3,4,3,3,3,4,4,4,3,5,3,3,4,4,3,3,4,4,3,3,3,4,3,3,3,2,4,4,4,3,5,3,3,1,3,3,3,3,4,3,4,2,2,3,1,4,5,4,4,4,4,4,4,4,4,3,3,4,4,4,3,5,4,4
製,せい,セイ,4,3,3,3,4,4,3,3,3,3,3,2,3,3,3,5,3,4,1,4,3,3,4,4,4,3,2,4,3,3,2,3,4,4,4,3,2,3,3,5,3,3,4,3,3,3,3,3,3,5,5,3,3,4,5,3,4,3,3,3,4,4,3,4,4,4,3,5,4,3
群,ぐん,グン,4,3,3,2,3,4,3,3,4,3,2,3,2,3,2,5,3,5,3,4,2,3,3,3,4,3,3,4,3,3,3,3,3,3,4,2,3,4,2,1,2,3,3,2,4,3,3,2,3,2,4,5,5,3,4,5,3,4,4,4,4,4,3,4,4,4,3,5,3,4
統計,とうけい,トウケイ,4,4,4,2,4,4,3,4,4,4,2,3,3,4,3,4,1,3,3,4,1,2,2,2,2,1,2,2,1,1,2,2,3,3,4,2,4,2,1,1,2,2,2,2,3,2,2,2,1,2,1,4,5,3,4,4,3,4,4,4,3,2,2,1,2,4,2,4,3,4
及ぶ,およぶ,オヨブ,4,2,1,3,3,4,3,3,3,2,3,2,2,2,2,4,4,1,4,4,4,4,4,4,4,4,3,4,4,4,3,4,1,1,3,4,1,5,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,3,3,4,3,3,4,4,4,4,3,4,4,3,3
審議,しんぎ,シンギ,4,3,2,2,4,4,3,3,3,2,2,2,4,2,3,4,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,4,1,1,1,2,1,2,1,2,2,3,1,1,1,1,2,1,3,4,2,3,3,4,3,3,3,3,2,2,1,2,3,2,4,3,4
箱,はこ,ハコ,4,4,4,5,5,4,3,4,4,4,4,5,4,4,5,4,4,5,4,4,4,4,4,4,5,4,4,5,4,4,4,4,5,4,4,4,2,5,4,1,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4
ママ,ママ,ママ,4,5,5,5,4,4,5,3,5,5,5,5,5,5,5,3,5,1,4,4,5,5,5,1,4,1,1,4,5,5,5,4,5,5,4,1,4,4,4,1,5,4,4,5,3,3,4,4,3,5,5,3,3,4,3,3,3,3,4,3,5,3,5,4,4,4,4,3,3,4
戦後,せんご,センゴ,4,3,4,3,3,4,3,3,3,4,3,4,3,3,4,5,2,3,4,3,2,2,2,2,4,2,1,4,2,2,1,2,2,2,4,1,5,4,2,1,3,2,2,3,4,2,2,2,2,2,1,4,4,4,4,4,4,4,4,4,3,3,2,1,3,4,2,4,3,3
連続,れんぞく,レンゾク,4,4,3,4,4,4,3,4,3,4,4,2,4,4,3,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,1,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4
楽しみ,たのしみ,タノシミ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,1,4,5,4,5,5,5,4,5,5,4,5,5,5,4,4,4,5,5,1,3,4,4,5,5,5,4,4,4,5,4,4,5,2,4,3,5,4,4,4,4,4,4,5,4,5,4,4,5,5,2,4,5
抱える,かかえる,カカエル,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,4,1,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,5,4,4,4,4,4,3,5,4,4,5,3,5,4,4,4
太陽,たいよう,タイヨウ,4,4,4,4,3,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4
異常,いじょう,イジョウ,4,4,3,4,3,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4
大量,たいりょう,タイリョウ,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,3,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,5,4,4,4,4,5,4,5,4,4,4,4,4,4
城,しろ,シロ,4,4,4,4,4,4,5,4,3,3,4,4,4,4,4,5,5,4,4,3,4,5,4,4,5,5,3,4,5,5,3,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,5,3,4,4,1,4,3,4,4,4,5,4,4,5,4,5,5,5,5,4,4,5,5,4
提案,ていあん,テイアン,4,4,3,4,5,4,4,3,4,4,3,3,5,4,4,4,4,3,4,5,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,5,4,1,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4
事態,じたい,ジタイ,4,3,2,4,3,4,4,3,3,3,3,2,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,5,4,2,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
保全,ほぜん,ホゼン,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,1,1,2,2,1,1,1,2,1,1,1,1,2,2,3,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,3,3,3,3,3,2,3,3,3,3,2,1,3,2,2,2,3,3,3
取り敢えず,とりあえず,トリアエズ,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,4,1,4,4,5,4,4,4,4,5,5,4,5,5,5,2,2,2,2,2,1,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,5,5,4,5,2,2,5,2,2,2
ごとし,ごとし,ゴトシ,4,3,3,3,3,4,4,4,3,3,3,3,2,3,2,1,4,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,1,1,2,3,1,3,2,1,2,1,2,2,2,1,2,1,2,4,3,3,4,3,3,3,3,3,3,3,4,1,4,3,4,1,1,3,3,3
相当,そうとう,ソウトウ,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4
戦う,たたかう,タタカウ,4,4,4,3,3,4,4,4,3,4,4,3,3,4,4,4,5,1,4,4,5,5,5,5,4,5,4,4,5,5,4,5,1,1,3,4,1,5,5,4,4,5,5,4,4,4,5,4,5,5,3,4,2,4,5,3,3,3,3,3,4,5,5,5,5,4,5,4,5,4
まい,まい,マイ,4,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,5,4,4,3,4,4,4,4,5,5,4,5,5,5,4,5,4,4,4,4,3,4,3,3,3,2,3,2,4,2,3,2,2,5,5,3,3,3,3,3,3,3,3,3,3,5,4,4,5,5,5,3,3,3
挨拶,あいさつ,アイサツ,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,5,5,4,4,4,5,4,4,4,4,5,3,4,4
タイム,タイム,タイム,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,1,3,4,3,4,4,1,3,1,1,4,4,4,4,3,4,4,4,1,5,3,4,1,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4
執行,しっこう,シッコウ,4,3,1,3,4,4,3,3,3,2,2,2,4,4,2,4,3,3,3,3,3,3,4,4,3,3,2,3,3,3,2,2,4,4,4,3,1,2,2,1,2,2,2,3,3,2,3,2,2,3,1,3,2,3,3,3,2,3,3,3,4,3,3,1,3,3,3,4,3,3
朝鮮,ちょうせん,チョウセン,4,2,2,2,3,4,3,3,3,2,2,3,2,2,2,5,2,4,4,4,2,3,2,1,4,1,1,3,1,1,1,1,2,2,4,1,4,4,1,1,2,1,2,2,3,1,1,1,1,1,1,4,3,4,4,3,4,3,3,3,4,1,3,1,4,4,1,4,3,4
出会う,であう,デアウ,4,4,4,3,3,4,4,3,4,4,3,4,4,4,4,3,4,1,4,5,5,4,4,4,4,5,4,4,5,5,4,4,1,1,3,4,1,4,4,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4
装置,そうち,ソウチ,4,3,3,3,3,4,3,4,3,3,3,2,4,3,3,5,4,3,3,4,3,4,4,4,4,4,3,4,4,4,3,3,5,5,4,4,2,4,4,1,3,3,3,3,3,3,4,3,3,4,2,4,4,4,5,5,4,4,4,4,4,4,4,5,4,4,4,5,4,4
クラス,クラス,クラス,4,5,5,5,4,4,4,4,4,5,5,5,4,5,5,5,4,1,4,4,1,4,4,1,4,1,1,4,4,4,5,4,4,4,4,1,4,1,4,4,4,4,5,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,1,4,4,5,5,4,4
条約,じょうやく,ジョウヤク,4,2,2,2,3,4,3,3,3,2,2,3,2,2,2,4,2,2,4,3,2,2,3,3,3,2,1,3,2,3,1,1,3,3,4,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,3,2,3,3,3,3,3,3,3,3,3,2,1,3,3,2,4,3,4
疲れる,つかれる,ツカレル,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,4,1,4,4,5,5,5,5,4,4,5,5,4,4,5,5,1,1,3,5,1,4,4,5,5,5,5,5,4,5,4,5,4,5,1,4,3,4,4,4,4,5,5,4,4,5,5,4,4,3,5,2,4,4
申す,もうす,モウス,4,2,2,2,3,4,3,3,3,2,3,3,2,2,3,1,5,1,4,3,5,4,4,4,5,4,4,4,4,4,4,4,1,1,2,4,1,5,4,3,5,4,4,5,4,4,4,4,3,4,4,5,5,5,4,5,5,4,5,4,3,4,4,3,5,1,4,2,4,4
主要,しゅよう,シュヨウ,4,2,2,3,3,4,3,3,3,2,2,3,3,2,2,5,2,3,4,4,2,2,3,3,3,2,2,3,2,2,2,2,3,3,4,2,1,3,2,1,2,2,2,2,4,3,3,2,2,2,1,4,4,4,5,4,3,4,4,4,3,3,3,1,3,4,2,5,3,3
鉄道,てつどう,テツドウ,4,3,4,3,3,4,3,4,3,3,4,3,2,4,3,5,3,4,4,4,3,3,3,3,4,2,2,3,2,2,2,2,3,3,4,1,5,3,2,1,2,2,2,3,3,2,3,2,1,2,1,4,3,4,4,3,3,3,3,3,4,2,3,1,3,4,2,5,4,4
現状,げんじょう,ゲンジョウ,4,4,3,4,4,4,3,3,3,3,4,2,4,4,2,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,4,3,3,3,4,4,4,3,4,4,4,4,5,4,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4
望む,のぞむ,ノゾム,4,3,3,3,3,4,3,3,4,3,3,2,2,2,3,3,4,1,4,4,4,5,5,5,4,4,4,4,4,4,4,5,1,1,3,5,1,5,4,5,5,5,4,4,5,5,5,5,5,4,3,4,4,4,5,3,3,3,4,3,4,4,5,5,4,3,5,4,4,4
高度,こうど,コウド,4,3,3,4,3,4,3,4,3,2,3,3,4,3,3,4,3,3,4,4,3,3,3,3,4,3,2,4,3,3,2,3,4,4,4,2,2,3,3,1,3,3,3,3,4,3,4,3,3,3,1,4,4,4,4,3,4,3,4,3,3,4,3,4,4,4,3,4,4,4
遂に,ついに,ツイニ,4,3,3,3,4,4,3,4,4,3,3,4,3,3,4,3,2,1,4,4,4,2,2,4,3,5,4,5,5,5,2,3,3,3,3,3,2,5,4,1,4,2,3,4,2,2,3,2,4,2,5,3,3,4,3,3,4,3,3,3,4,4,2,4,3,3,4,2,3,3
疑問,ぎもん,ギモン,4,4,3,4,5,4,3,4,4,4,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,3,4,3,3,3,4,4,4,4,3,1,4,3,3,4,4,4,3,5,5,4,4,5,4,1,5,4,4,5,4,5,4,4,4,4,5,4,5,4,4,4,3,4,4
姉,あね,アネ,4,5,5,4,3,4,5,4,5,5,5,5,4,5,5,4,5,4,4,3,4,4,5,5,5,5,5,4,5,5,5,5,5,5,4,5,3,4,4,4,4,4,4,4,4,4,4,4,5,5,3,4,3,4,4,4,3,5,4,4,4,5,4,4,5,4,5,4,3,3
勤める,つとめる,ツトメル,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,2,3,1,4,4,4,3,3,4,4,3,3,4,2,2,3,2,1,1,2,3,1,4,2,3,4,3,3,4,4,3,3,3,2,3,3,4,3,5,4,4,4,4,5,4,4,4,3,1,4,2,4,3,3,3
赤,あか,アカ,4,5,5,5,4,4,5,4,4,5,5,4,4,5,5,4,4,5,4,4,1,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,5,1,4,4,4,4,4,4,4,5,4,5,5,4,3,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4
ネットワーク,ネットワーク,ネットワーク,4,3,2,3,4,4,3,3,3,3,2,2,4,4,2,4,2,1,4,4,2,3,3,1,2,1,1,2,2,2,2,2,4,4,4,2,4,2,2,4,2,2,2,2,4,2,3,2,2,2,4,4,5,3,4,4,4,4,4,4,4,2,2,5,3,4,2,4,4,4
メンバー,メンバー,メンバー,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,5,4,1,4,5,4,4,4,1,4,1,1,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,5,4,4,3,4,5,4,5,4,5
暗い,くらい,クライ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,4,4,5,4,4,4,5,4,4,5,4,4,4,4,5,5,3,4,1,5,4,5,4,4,4,4,4,5,5,5,4,4,5,4,4,4,5,4,4,5,4,4,4,4,4,4,5,3,5,3,4,4
住所,じゅうしょ,ジュウショ,4,4,4,5,3,4,3,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,4,3,3,3,3,4,4,4,3,4,4,3,4,4,4,4,4,3,3,2,3,2,3,1,4,4,4,4,3,3,4,4,4,4,2,4,1,3,4,3,3,3,3
動かす,うごかす,ウゴカス,4,4,4,4,5,5,4,5,4,4,4,4,4,4,4,3,4,1,4,4,1,4,4,4,5,4,4,5,4,4,4,5,1,1,3,5,1,1,4,4,4,5,4,4,5,5,5,5,5,4,3,4,4,4,5,4,4,4,4,4,4,5,4,4,5,3,5,3,5,4
さっき,さっき,サッキ,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,4,5,4,5,1,5,5
肌,はだ,ハダ,4,4,4,4,3,5,3,3,4,4,3,3,4,3,4,3,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,5,1,4,4,4,4,4,4,4,4,5,4,5,5,4,2,3,2,4,3,3,4,3,3,3,5,4,4,3,4,4,5,3,3,4
戦略,せんりゃく,センリャク,4,3,3,3,3,4,3,3,3,3,3,2,3,3,2,4,3,2,4,4,3,4,4,4,3,3,3,3,3,3,3,4,4,4,4,1,2,3,3,1,3,3,3,3,4,3,3,2,3,4,1,4,4,3,4,5,3,4,4,4,4,3,3,1,4,4,3,4,4,4
ビル,ビル,ビル,4,4,4,4,4,4,4,3,5,4,4,5,4,4,4,5,4,1,4,4,1,4,4,1,4,1,1,4,4,4,4,4,5,5,4,1,5,1,4,1,4,4,4,4,4,4,4,3,2,4,5,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,5,4,4
プログラム,プログラム,プログラム,4,4,3,4,4,4,4,3,4,3,3,3,4,4,3,4,3,1,4,5,3,4,4,1,3,1,1,3,3,3,3,3,4,4,5,4,4,3,3,3,3,3,3,3,4,3,3,3,2,3,4,4,5,4,5,4,3,4,4,4,5,3,4,5,3,4,3,4,4,4
メニュー,メニュー,メニュー,4,4,4,4,4,4,3,3,4,5,4,3,4,4,4,3,4,1,4,5,4,4,4,1,3,1,1,3,3,4,4,4,3,3,4,4,2,3,3,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,3,3,4,3,4,4,4,5,3,4,4,3,4,4
順,じゅん,ジュン,4,4,4,4,5,5,5,5,3,4,3,4,4,4,4,4,3,4,4,4,3,3,3,3,4,3,3,4,3,3,3,2,2,3,4,3,4,3,3,3,3,3,3,3,4,3,3,3,2,3,3,4,4,3,4,5,3,4,5,4,4,3,3,1,3,4,3,4,3,4
項目,こうもく,コウモク,4,4,3,4,5,4,3,4,3,4,3,3,5,4,4,4,2,2,4,4,2,2,2,2,2,2,2,3,2,2,2,3,2,2,4,3,1,2,2,1,2,3,3,2,4,3,3,2,2,2,1,5,5,4,4,4,4,4,4,4,4,3,2,4,3,4,3,5,4,4
勤務,きんむ,キンム,4,3,3,4,3,4,3,3,4,3,2,2,4,4,3,4,3,3,3,4,4,3,4,4,3,2,2,4,2,2,2,2,4,4,4,3,1,3,2,1,4,3,3,4,3,3,2,2,1,3,1,4,3,4,5,3,3,3,3,4,4,3,3,1,3,4,3,4,3,4
通う,かよう,カヨウ,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,1,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,4,1,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,3,5,5,4,4,4,4,4,4,4,4,1,4,3,4,4,4,4
うん,うん,ウン,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,4,2,5,5
革命,かくめい,カクメイ,4,4,4,4,4,4,3,3,3,4,4,2,3,4,2,4,3,4,4,3,2,3,4,4,4,4,3,4,4,4,3,2,4,4,4,2,3,3,3,1,3,2,3,3,4,2,3,2,1,3,1,4,4,4,4,4,3,4,4,4,3,3,3,1,4,4,2,4,4,4
削除,さくじょ,サクジョ,4,3,3,3,4,4,3,3,3,3,3,3,4,3,3,3,3,2,3,4,3,3,3,3,2,1,2,2,1,1,2,2,3,3,4,3,2,2,2,1,3,3,2,3,4,2,3,2,2,2,1,4,4,3,4,4,3,4,4,4,4,2,3,4,2,4,2,3,4,4
普段,ふだん,フダン,4,5,5,4,5,5,4,4,4,5,5,5,5,4,5,3,3,3,4,5,4,4,4,4,4,4,4,4,3,3,4,5,4,4,4,5,1,4,4,5,4,4,5,4,4,5,4,5,5,4,4,4,4,5,4,4,4,5,4,5,4,5,4,4,4,4,5,4,4,5
受け取る,うけとる,ウケトル,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,4,1,4,4,5,5,5,4,4,5,5,5,5,5,4,3,4,4,4,5,4,4,5,4,4,4,5,4,5,4,3,5,3,4,4
自信,じしん,ジシン,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,4,4,4,1,4,4,5,5,5,5,4,5,5,5,5,5,4,2,4,4,4,5,4,4,4,4,4,4,5,4,3,4,4,5,3,4,4
