word,hiragana,katakana,BCCWJ_rank,CEJC_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,KOKUGOJITEN,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
勝ち,かち,カチ,3,4,4,4,1,4,1,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,3,4,4,4,4,4,4,4,5,4,4,4,3,4,4,1,3,4,4,4,4,4
税金,ぜいきん,ゼイキン,3,4,2,3,2,4,3,3,3,1,3,2,2,1,3,2,3,1,2,3,3,4,2,1,2,2,2,1,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,4
左手,ひだりて,ヒダリテ,3,4,3,3,4,3,3,3,3,1,3,4,4,3,4,4,4,3,4,3,3,3,4,1,4,3,4,1,3,3,2,3,3,3,4,3,3,3,3,3,4,3,1,4,3,4,3,3,4
まー,まー,マー,3,1,1,1,1,3,1,1,3,1,4,1,4,4,2,3,3,3,1,2,2,1,1,1,1,3,1,1,1,5,5,5,4,5,5,5,5,5,5,1,1,1,1,2,1,1,1,1,4
光景,こうけい,コウケイ,3,2,2,3,4,4,3,3,3,1,3,4,3,4,4,3,3,4,4,3,3,3,4,1,4,3,3,1,2,3,2,4,3,3,4,3,3,3,3,3,5,3,1,4,3,5,2,3,3
本格的,ほんかくてき,ホンカクテキ,3,1,1,3,3,4,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,4,4
舌,した,シタ,3,3,2,3,5,3,5,4,4,1,4,4,4,3,4,4,4,3,5,4,4,3,5,2,5,4,4,1,4,4,4,3,4,4,5,4,4,4,3,4,4,4,1,5,4,5,3,3,3
漂う,ただよう,タダヨウ,3,2,2,3,1,3,2,3,3,5,3,4,3,3,4,3,3,3,4,1,1,2,4,1,4,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3,4,3,1,4,2,4,2,2,3
恋人,こいびと,コイビト,3,2,3,4,4,4,4,5,5,1,5,4,4,4,4,4,4,4,4,4,4,4,5,2,4,4,4,2,3,3,2,4,3,3,3,3,3,3,4,3,4,5,4,4,4,5,4,3,3
重視,じゅうし,ジュウシ,3,3,4,2,2,4,2,3,3,1,3,2,2,3,3,2,2,3,2,2,2,4,3,1,2,2,2,1,4,4,4,4,4,4,3,5,4,4,4,4,4,3,4,3,4,3,4,4,4
売り上げ,うりあげ,ウリアゲ,3,4,4,3,1,4,4,3,3,1,3,2,3,3,2,3,3,3,3,2,2,3,2,1,2,3,3,1,2,3,2,4,3,3,3,3,3,3,4,2,3,3,1,2,3,3,3,3,3
哲学,てつがく,テツガク,3,3,4,2,4,3,2,3,3,1,3,4,2,2,4,2,2,2,2,3,3,4,1,4,3,2,2,1,4,3,4,4,3,3,4,3,3,4,3,4,2,3,4,4,3,3,4,3,3
血液,けつえき,ケツエキ,3,4,4,3,3,4,4,4,4,1,4,3,3,3,4,3,3,3,3,4,4,4,4,2,3,3,3,1,4,4,3,4,4,4,3,3,3,3,3,4,3,4,1,3,4,3,5,2,3
築く,きずく,キズク,3,2,2,3,1,4,3,4,4,4,4,3,3,2,4,3,3,2,3,1,1,2,3,1,3,3,3,2,4,3,3,3,3,3,4,3,3,4,3,4,4,4,3,4,2,3,4,3,4
二本,にほん,ニホン,3,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
油,あぶら,アブラ,3,4,3,3,4,3,3,4,4,3,4,4,4,3,4,4,4,3,3,3,3,4,3,2,4,3,3,2,5,4,3,4,4,4,3,4,4,4,4,5,4,4,5,4,4,4,3,4,4
見上げる,みあげる,ミアゲル,3,2,1,3,1,3,3,3,3,5,3,4,4,3,5,4,4,3,5,1,1,2,4,1,4,3,3,2,1,3,2,3,3,4,3,3,3,3,3,1,5,3,3,5,1,5,2,3,3
シリーズ,シリーズ,シリーズ,3,4,5,3,1,4,4,4,4,1,1,3,1,1,3,3,3,3,2,3,3,4,3,5,3,3,3,4,2,4,3,4,4,3,3,3,3,3,5,3,3,4,1,4,5,2,5,5,4
味噌,みそ,ミソ,3,5,2,3,3,3,3,2,3,1,4,2,3,4,4,3,3,3,3,2,2,3,3,2,3,2,2,3,4,4,3,4,4,4,3,3,3,3,4,4,4,2,1,3,3,4,2,3,3
車両,しゃりょう,シャリョウ,3,4,5,3,1,4,3,3,3,1,3,3,2,2,3,2,2,2,3,4,4,3,3,5,3,3,3,1,3,3,3,3,3,3,3,3,3,3,4,4,2,3,3,3,4,3,5,3,4
人類,じんるい,ジンルイ,3,3,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,1,3,4,3,4,4,4,3,4,4,4,3,3,4,4,5,4,4,4,4,5,4
名称,めいしょう,メイショウ,3,3,5,2,3,4,2,2,2,1,2,3,2,2,3,2,2,2,2,2,2,4,3,5,3,2,2,1,4,4,4,4,4,4,4,3,3,3,4,5,3,2,4,3,3,3,5,3,3
持てる,もてる,モテル,3,3,1,4,1,3,4,4,4,4,4,3,3,4,3,3,3,3,4,1,1,3,3,1,4,2,4,1,2,3,2,3,3,3,2,3,3,5,4,3,3,4,3,3,3,4,2,4,4
登記,とうき,トウキ,3,3,3,1,1,4,1,1,2,1,2,2,1,1,2,1,1,2,1,2,2,3,1,1,1,1,1,1,3,2,1,2,2,2,2,2,2,2,3,3,1,1,1,1,2,1,3,2,2
翌日,よくじつ,ヨクジツ,3,4,4,3,5,4,3,3,4,1,4,4,3,4,4,3,3,4,3,3,3,4,3,5,4,3,3,1,3,4,3,4,4,3,3,3,3,3,4,3,4,3,1,4,4,4,4,3,3
端,はし,ハシ,3,3,4,3,5,3,3,3,3,3,4,4,3,4,5,3,3,3,4,4,3,3,4,1,4,3,3,3,5,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,4,4,4,4
新規,しんき,シンキ,3,3,4,2,3,4,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,2,2,1,2,3,4,3,3,3,3,3,3,3,4,2,3,2,3,2,4,2,4,3,4
数値,すうち,スウチ,3,2,4,3,1,4,3,3,3,1,3,2,3,3,2,3,3,3,2,2,2,4,3,1,2,3,3,1,3,4,5,3,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,4
区域,くいき,クイキ,3,2,4,2,3,3,2,3,3,1,3,2,2,1,3,2,2,1,2,3,3,3,2,3,2,2,2,1,4,2,3,2,2,2,2,2,2,4,3,4,3,3,5,2,3,2,4,2,3
外国人,がいこくじん,ガイコクジン,3,1,1,3,4,4,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,3,2,3,1,3,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,3,4
引っ張る,ひっぱる,ヒッパル,3,4,1,4,1,4,4,4,4,5,4,4,4,4,4,4,4,4,4,1,1,2,5,1,4,4,4,4,3,4,4,4,4,3,4,4,5,4,4,3,4,4,4,4,2,5,2,4,4
療法,りょうほう,リョウホウ,3,3,4,2,2,4,2,2,3,1,3,2,1,2,2,1,1,2,1,4,4,4,2,1,2,1,1,1,3,3,3,4,3,3,3,3,3,3,4,3,2,2,1,3,3,2,3,2,3
文句,もんく,モンク,3,4,2,4,5,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,2,3,4,3,4,4,3,3,3,3,5,4,4,4,4,4,4,4,4,2,4,4
玉,たま,タマ,3,4,4,4,5,3,4,4,4,1,4,4,5,4,5,5,5,4,4,3,3,4,4,2,4,4,4,4,5,4,3,4,4,4,5,4,4,4,4,5,4,4,1,4,4,4,4,4,4
鳴る,なる,ナル,3,4,2,4,1,3,5,4,4,5,4,4,3,4,5,3,3,4,4,2,2,2,4,2,5,4,4,5,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,2,4,3,4,4
婦人,ふじん,フジン,3,3,3,2,5,3,2,3,3,1,3,4,2,3,4,2,2,3,2,4,4,3,2,1,4,2,2,1,4,4,4,3,3,4,3,3,3,3,3,4,3,2,1,4,3,3,3,2,2
控除,こうじょ,コウジョ,3,2,2,1,1,4,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,2,1,2,2,2
担当する,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
天気,てんき,テンキ,3,4,3,3,4,4,3,3,4,1,4,4,4,4,4,4,4,4,3,4,4,4,3,2,3,3,4,1,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,4
プラス,プラス,プラス,3,5,3,4,1,4,3,3,3,1,1,3,1,1,3,3,3,3,3,3,3,4,1,4,3,3,3,4,2,5,5,4,4,5,5,4,4,4,4,2,3,3,1,3,4,3,4,4,4
とる,とる,トル,3,5,4,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,4,4,4,4,4,5,4,4,4,4,5,5,5,5,5,4,5,5,5,5
死体,したい,シタイ,3,2,3,4,4,3,4,4,4,1,4,5,4,3,4,4,4,3,4,5,5,3,3,1,5,4,4,1,3,2,1,2,2,2,2,2,2,2,3,3,4,4,5,4,3,4,3,4,3
存ずる,ぞんずる,ゾンズル,3,4,1,2,1,3,1,1,4,5,4,2,4,4,4,4,4,4,2,1,1,1,1,1,2,1,1,1,2,4,4,5,4,5,5,4,4,4,3,2,4,1,1,4,1,4,1,1,3
にあたって,にあたって,ニアタッテ,3,1,1,2,1,1,3,1,1,1,1,3,1,1,1,1,1,1,2,1,1,3,3,1,4,1,3,4,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,3,4,1
優勝,ゆうしょう,ユウショウ,3,3,5,4,2,4,4,4,4,1,4,3,4,4,3,4,4,4,3,3,4,4,2,4,3,4,4,1,3,4,2,4,4,3,3,5,4,4,4,3,4,4,4,3,4,3,5,4,4
政府委員,せいふいいん,セイフイイン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
凡そ,およそ,オヨソ,3,1,4,3,1,3,3,3,3,4,3,4,3,2,4,3,3,2,3,3,3,3,1,2,4,3,4,4,3,3,4,3,3,4,3,3,3,4,3,2,4,3,1,2,3,3,4,4,1
気味,きみ,キミ,3,4,3,3,5,3,2,3,4,1,4,4,4,4,5,4,4,4,4,4,4,4,4,2,4,3,2,5,3,3,3,4,3,4,3,4,3,3,4,3,4,3,3,4,3,4,2,3,3
一致する,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
クリーム,クリーム,クリーム,3,5,3,3,1,4,3,3,4,1,1,3,1,1,4,3,3,4,3,4,4,3,4,3,2,3,3,4,3,4,3,4,4,4,3,4,4,4,4,3,4,3,1,3,3,4,3,3,4
二十四日,にじゅうよっか,ニジュウヨッカ,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
差別,さべつ,サベツ,3,3,4,2,4,4,2,3,4,1,4,3,3,2,3,3,3,2,3,3,3,4,3,2,3,2,2,1,3,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,4,4,4
餌,えさ,エサ,3,4,3,3,4,3,4,4,4,1,4,3,4,4,4,4,4,4,3,4,4,3,4,1,4,3,4,1,4,4,2,4,4,4,3,4,4,4,3,3,4,4,3,3,3,4,3,3,3
きつい,きつい,キツイ,3,5,1,4,1,4,4,3,4,5,4,4,4,4,4,4,4,4,4,1,1,3,1,1,4,4,4,5,4,4,3,4,4,4,3,5,4,5,4,3,4,3,1,4,3,5,2,4,4
汚染,おせん,オセン,3,1,3,2,1,3,2,3,3,1,3,3,2,2,3,2,2,2,3,4,4,4,2,1,3,2,2,1,2,4,3,4,4,3,3,3,3,3,3,3,3,3,5,3,3,3,3,2,3
温度,おんど,オンド,3,4,4,3,3,4,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,1,4,4,3,4,4,3,5,4,4,4,4,4,4,3,3,3,4,4,4,4,4
添える,そえる,ソエル,3,3,1,2,1,4,3,3,3,4,3,3,2,2,4,2,2,2,4,1,1,2,4,1,4,2,3,3,4,3,3,3,3,3,3,3,5,3,3,4,4,3,3,4,2,4,2,2,3
代理,だいり,ダイリ,3,3,4,3,3,3,3,3,4,1,4,3,3,3,4,3,3,3,3,4,4,4,2,1,3,3,3,1,3,3,3,4,3,4,3,4,3,5,4,3,3,3,1,3,4,3,4,2,3
信長,のぶなが,ノブナガ,3,1,4,4,1,2,4,2,1,1,1,4,1,1,2,3,3,2,2,1,1,2,1,2,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,2,1,4,3,1,4,3,3
使い方,つかいかた,ツカイカタ,3,1,1,3,1,4,3,3,1,1,1,3,1,1,1,1,1,1,3,1,1,4,4,1,3,4,4,1,2,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,4,1,2,4,4
仲,なか,ナカ,3,4,4,4,5,4,4,4,4,1,4,4,4,4,4,4,4,5,4,4,4,3,4,2,4,4,4,5,4,4,3,4,4,3,3,4,4,4,3,4,4,4,3,4,4,5,4,4,4
根,ね,ネ,3,2,4,4,5,3,3,3,4,5,4,4,4,3,4,4,4,3,4,3,3,3,3,2,4,4,3,5,5,3,3,4,3,3,3,4,4,4,3,5,4,4,3,4,3,4,4,4,3
件数,けんすう,ケンスウ,3,1,2,1,1,3,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,3,4,2,3,3,2,3,3,3,3,1,2,2,3,1,2,2,2,3,3
匹,ひき,ヒキ,3,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,5,1,4,4,3,1,3,4,3,4,4,4,4,4,5,4,4,3,5,4,3,4,4,4,3,3,4
序で,ついで,ツイデ,3,4,2,4,1,3,3,4,4,1,4,4,4,4,4,4,4,4,4,3,3,3,1,2,4,3,4,4,3,3,3,3,3,3,4,3,3,4,4,3,4,4,3,4,4,4,2,3,3
電話する,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
他方,たほう,タホウ,3,1,3,1,3,2,2,1,1,1,1,2,1,1,3,1,1,1,1,2,2,3,4,5,3,4,1,2,4,3,4,2,3,3,2,3,3,3,2,4,2,1,2,2,2,2,3,2,3
柱,はしら,ハシラ,3,2,4,4,4,3,3,3,3,1,3,4,4,3,4,4,4,3,4,3,3,4,3,2,4,3,3,2,5,4,4,4,4,3,4,3,3,3,3,5,4,3,3,4,3,4,4,4,4
一致,いっち,イッチ,3,3,4,4,4,4,4,3,4,1,4,4,3,3,4,3,3,3,3,4,4,4,3,1,4,3,3,4,4,5,5,3,4,5,4,4,5,4,4,4,4,3,3,4,4,4,4,3,4
朝日,あさひ,アサヒ,3,4,4,3,4,4,3,2,2,1,2,3,3,4,4,3,3,2,4,2,2,4,2,3,3,2,3,2,3,4,4,4,4,3,4,3,5,3,4,3,3,2,1,3,3,3,4,3,3
念,ねん,ネン,3,3,3,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,4,4,4,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,3,4,3,3,3
掃除,そうじ,ソウジ,3,4,2,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,5,2,4,4,4,3,3,4,3,4,4,4,3,4,4,5,4,3,4,4,1,4,4,4,3,4,4
大勢,おおぜい,オオゼイ,3,4,3,4,4,4,4,4,4,1,4,4,4,3,4,4,4,4,3,4,4,3,4,1,4,4,4,2,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,2,3,3
僕達,ぼくたち,ボクタチ,3,1,1,3,3,1,4,3,1,1,1,2,1,1,1,1,1,1,3,1,1,2,3,1,4,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1
国土,こくど,コクド,3,1,4,2,3,3,2,2,2,1,2,3,2,1,3,2,2,1,2,3,3,3,1,1,3,1,2,1,3,3,3,3,3,3,2,3,3,3,3,3,3,2,1,2,3,2,4,2,3
支持,しじ,シジ,3,2,5,2,3,4,3,4,4,1,4,3,3,3,3,3,3,3,2,4,4,4,1,1,3,3,3,1,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,4,4,4
成り立つ,なりたつ,ナリタツ,3,3,3,3,1,3,3,2,3,4,3,3,3,3,3,3,3,3,3,1,1,3,3,1,3,3,3,3,3,4,4,4,4,4,3,4,4,4,3,3,3,2,1,3,2,3,3,3,3
海岸,かいがん,カイガン,3,3,4,3,4,3,2,3,4,1,4,4,3,2,4,3,3,2,3,4,4,3,2,2,4,2,2,1,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3,3,4,3,3
政令,せいれい,セイレイ,3,1,3,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,2,1,2,2,2,3,2,2,2,3,2,1,2,1,1,2,1,3,1,2
各地,かくち,カクチ,3,3,4,3,4,4,2,3,3,1,3,3,3,3,4,3,3,3,2,3,3,4,2,1,3,3,3,1,4,4,4,4,4,4,5,4,5,4,3,4,4,3,5,3,4,3,4,3,4
足元,あしもと,アシモト,3,3,2,3,3,3,3,3,3,1,3,4,3,3,4,3,4,3,4,3,3,3,4,1,4,3,4,1,2,3,2,3,3,3,2,3,3,3,3,2,4,3,4,4,3,4,2,3,3
発,はつ,ハツ,3,4,4,4,5,4,4,4,4,5,4,4,5,4,4,5,5,4,4,4,4,4,5,1,4,3,2,3,4,3,3,4,3,3,3,4,3,3,4,4,4,4,3,4,4,4,4,4,4
両,りょう,リョウ,3,3,5,4,5,4,4,4,3,4,3,5,3,2,4,3,3,2,4,3,3,4,4,4,4,3,3,3,5,4,4,3,5,4,3,4,4,4,4,5,4,4,1,4,4,3,5,4,4
保険料,ほけんりょう,ホケンリョウ,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2
定義,ていぎ,テイギ,3,3,5,2,3,4,2,3,3,1,3,2,2,2,3,2,2,3,3,3,3,4,2,5,2,2,3,1,3,5,5,3,4,4,4,4,4,4,4,3,3,3,3,3,4,3,4,4,4
発想,はっそう,ハッソウ,3,4,3,3,2,4,3,3,3,1,3,3,3,3,3,3,3,3,3,2,3,4,3,1,3,3,3,1,2,4,4,4,4,3,4,4,4,4,3,2,4,3,3,4,3,4,3,4,4
唯一,ゆいいつ,ユイイツ,3,4,5,4,5,4,4,4,4,1,4,4,4,4,4,4,4,4,4,5,5,4,4,3,4,4,4,2,3,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4
令,れい,レイ,3,2,4,3,3,2,3,3,3,4,3,4,3,2,3,3,3,2,3,3,3,3,2,3,3,2,3,3,4,3,3,3,3,3,2,3,3,3,3,5,2,3,1,3,3,2,4,4,3
オープン,オープン,オープン,3,4,5,4,1,5,3,3,4,1,1,2,1,1,3,3,3,3,2,3,3,4,3,4,2,3,3,4,3,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,4,3,4,4,4
入札,にゅうさつ,ニュウサツ,3,2,3,2,1,3,2,2,3,1,3,1,2,1,2,2,2,1,1,3,3,3,2,1,1,1,2,1,2,4,4,3,4,3,3,4,4,3,4,2,2,2,1,1,3,1,2,1,2
パパ,パパ,パパ,3,5,2,5,1,4,5,5,5,1,1,4,1,1,3,4,4,4,4,5,5,4,1,3,4,4,5,5,1,3,2,3,3,3,4,3,3,3,4,1,3,5,1,4,4,4,3,3,3
応援,おうえん,オウエン,3,4,4,5,3,5,4,4,4,1,4,3,4,5,3,4,4,5,4,4,4,4,4,1,3,4,4,2,2,4,3,4,4,4,3,4,4,4,5,2,4,4,4,4,4,4,4,4,4
判決,はんけつ,ハンケツ,3,2,4,3,3,3,3,3,4,1,4,3,2,1,3,2,2,1,1,3,3,4,2,2,3,2,2,1,4,3,3,3,5,3,3,3,3,3,4,3,2,3,1,3,4,2,4,3,3
心臓,しんぞう,シンゾウ,3,4,3,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,1,3,4,2,4,3,3,3,3,3,3,3,4,4,4,3,4,4,4,3,3,4
来年,らいねん,ライネン,3,5,2,4,4,4,4,3,4,1,4,3,3,4,3,3,3,4,3,3,3,4,3,1,3,4,4,1,2,4,3,4,4,3,4,4,3,3,4,2,3,3,1,3,4,4,2,4,4
現,げん,ゲン,3,3,5,3,5,3,3,3,3,4,3,4,4,3,4,4,4,3,3,4,4,4,3,5,4,3,3,2,4,3,4,3,3,4,3,3,3,3,4,4,4,3,4,4,4,3,5,4,3
兼ねる,かねる,カネル,3,3,2,2,1,4,1,2,2,5,4,3,4,4,3,3,3,3,3,1,1,2,4,1,3,3,3,5,3,3,3,4,3,3,4,4,3,3,3,3,4,2,4,3,1,4,3,2,3
慎重,しんちょう,シンチョウ,3,3,3,4,3,4,4,4,4,1,4,4,4,3,4,4,4,3,4,4,4,4,3,1,4,4,4,1,2,3,2,3,3,3,3,3,3,4,3,2,4,4,4,4,3,4,2,4,4
デジタル,デジタル,デジタル,3,4,4,2,1,4,2,3,3,1,1,2,1,1,2,1,1,2,2,3,3,4,2,4,2,2,2,3,2,4,4,4,4,4,3,4,4,4,4,3,2,2,1,3,4,2,4,4,4
テル,テル,テル,3,2,3,3,1,2,1,3,2,1,1,2,1,2,2,3,3,3,1,1,1,3,1,3,1,2,4,3,2,2,3,2,2,2,4,2,2,2,2,1,3,3,1,2,2,1,2,2,2
丸い,まるい,マルイ,3,4,2,3,1,3,4,3,3,5,3,4,3,3,4,3,3,3,4,1,1,3,4,1,5,3,3,3,4,4,3,4,4,3,4,3,4,4,3,4,4,3,3,4,2,4,3,4,4
突く,つく,ツク,3,3,3,3,1,3,5,3,3,5,3,4,4,3,4,4,4,3,4,4,4,4,5,1,5,3,4,5,4,3,2,4,3,3,4,4,3,3,3,4,5,3,4,4,2,5,3,3,3
監査,かんさ,カンサ,3,3,3,2,1,3,2,2,3,1,3,1,1,1,2,1,1,1,2,3,2,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,1,2,3,2,3,3,3
バック,バック,バック,3,4,4,3,1,4,3,4,4,1,1,3,1,1,4,3,3,4,3,4,4,5,1,4,3,3,3,4,3,4,4,4,4,4,3,4,4,4,5,2,4,4,1,4,4,4,4,4,4
悩み,なやみ,ナヤミ,3,3,2,4,1,5,1,4,4,1,4,3,3,4,4,3,3,4,4,3,3,4,4,1,1,4,4,2,2,4,3,4,5,3,4,3,3,3,4,3,4,4,4,4,4,4,3,4,4
御指摘,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
晒す,さらす,サラス,3,2,1,4,1,3,2,4,4,4,4,3,4,3,4,2,2,2,4,1,1,2,4,1,3,3,2,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,1,4,3,4,2,3,2
宣言,せんげん,センゲン,3,3,4,3,4,4,3,4,4,1,4,4,3,3,4,3,3,3,4,3,3,4,4,2,3,3,4,1,3,3,3,4,3,3,3,3,3,3,4,4,4,3,3,4,4,4,4,4,4
バッグ,バッグ,バッグ,3,4,3,3,1,4,4,4,4,1,1,4,1,1,4,2,2,3,3,4,4,3,1,2,4,3,3,4,2,3,2,4,3,4,3,3,3,3,5,2,4,4,3,4,4,4,2,4,4
着物,きもの,キモノ,3,4,2,3,5,4,4,2,2,1,2,4,3,3,4,3,3,3,3,1,2,3,3,1,4,3,3,4,4,4,2,4,4,3,4,3,5,3,3,4,3,2,1,4,3,3,2,2,3
敷く,しく,シク,3,4,1,3,1,3,4,3,3,5,3,4,3,3,4,3,3,3,3,1,1,3,4,1,5,3,3,4,4,4,2,4,4,3,3,4,3,4,3,4,4,3,1,4,2,4,3,4,3
不満,ふまん,フマン,3,3,4,3,4,4,4,4,4,1,4,4,3,3,4,3,3,3,4,4,4,4,4,1,4,4,4,1,3,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4
そっと,そっと,ソット,3,3,1,4,1,3,4,3,3,5,3,4,4,3,5,4,4,3,5,3,3,3,3,1,4,3,3,5,2,3,2,4,3,4,3,3,3,3,3,3,4,3,3,5,3,5,1,2,3
絞る,しぼる,シボル,3,4,1,3,1,4,3,3,3,4,3,3,3,3,3,3,3,3,4,1,1,2,5,1,3,3,3,3,4,4,4,4,5,4,4,4,4,4,4,3,4,3,3,3,2,4,3,4,4
上記,じょうき,ジョウキ,3,1,4,1,2,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,3,3,1,1,1,1,1,3,3,2,3,3,3,3,3,3,5,1,2,1,3,2,4,1,4,2,2
説く,とく,トク,3,2,2,2,1,3,2,2,2,4,2,4,2,2,3,2,2,2,3,1,1,2,2,1,3,2,2,4,5,3,3,2,3,3,3,3,3,3,2,5,3,2,4,4,2,3,3,2,2
無駄,むだ,ムダ,3,4,2,5,4,4,4,4,4,1,4,4,5,4,4,5,5,4,4,5,5,4,5,1,4,4,5,3,3,4,4,4,4,4,3,4,4,4,4,3,5,4,5,4,4,5,2,4,4
流通,りゅうつう,リュウツウ,3,3,4,2,2,3,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,4,2,3,2,2,2,1,3,3,3,3,3,3,4,3,3,3,3,3,3,2,1,2,3,2,4,3,3
部隊,ぶたい,ブタイ,3,2,5,4,3,3,3,4,4,1,4,4,4,2,4,4,4,2,4,4,4,4,3,2,4,4,4,1,3,3,2,3,3,3,3,3,3,3,3,3,5,4,5,4,4,4,5,3,3
