word,hiragana,katakana,JPDB_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_ANIME_V2,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
どの,どの,ドノ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,5,5,5,4,5,5,3,5,4,4,4,5,5,5,5,3,1,5,4,5,4,5,5,5,4,5,5,5,4,4,4,2,2,2,2,2,4,4,2,2,3,5,5,5,5,5,5,4,5,5
まとも,まとも,マトモ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,1,1,3,1,4,4,1,4,1,1,4,4,4,4,4,4,4,3,1,1,1,4,4,5,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,1,2,4,3
そのこと,そのこと,ソノコト,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,1,3,2,2,3,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
なし,なし,ナシ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,4,5,4,2,2,5,5,2,5,5,5,5,5,5,3,5,5,5,4,4,2,5,5,5,5,5,5,5,4,4,5,4,4,3,4,5,4,4,5,4,5,4,4,5,5,2,5,5,5,5,3,4,4
なぜか,なぜか,ナゼカ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,3,1,1,1,1,1,1,4,1,1,3,3,1,4,4,4,3,4,4,4,4,5,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1
ふむ,ふむ,フム,5,2,1,3,3,4,3,3,3,3,2,2,2,2,2,2,4,1,3,2,2,4,3,3,3,4,4,4,4,4,4,4,4,3,3,2,5,1,4,4,4,4,4,2,4,4,2,2,5,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,4,4,2,4,2,4,2
どうでもいい,どうでもいい,ドウデモイイ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
やら,やら,ヤラ,5,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,1,5,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,5,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,3,5,5,5,1,1,3,4
といい,といい,トイイ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,4,4,4,4,4,4,4,4,5,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ども,ども,ドモ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,3,4,5,4,1,5,1,1,5,5,5,4,4,4,4,5,1,1,5,4,5,4,4,4,4,4,3,4,5,4,3,3,1,1,1,1,1,1,1,1,1,1,1,5,3,4,4,1,2,3,4
そのよう,そのよう,ソノヨウ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,4,1,1,1,3,1,4,1,1,1,1,2,2,1,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1
ほどに,ほどに,ホドニ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
において,において,ニオイテ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,1,4,4,1,1,5,1,1,1,1,1,1,4,1,1,5,3,5,5,2,3,1,3,3,3,3,5,3,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,5,1,5,5,1
ともかく,ともかく,トモカク,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,4,4,3,3,4,4,4,4,4,4,5,4,4,4,4,3,3,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,3,4,4,3,3,4,4,3,4,3,5,2,3,3
オレ,オレ,オレ,5,2,2,2,3,4,3,3,3,3,2,2,2,2,3,2,5,1,1,1,3,1,5,5,1,4,1,1,1,5,5,4,5,5,5,4,1,2,1,3,4,1,2,4,5,3,3,3,5,4,3,5,1,1,1,1,1,1,1,1,1,2,1,5,5,5,4,1,3,3,4
にしても,にしても,ニシテモ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,4,3,3,3,3,4,4,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
なりに,なりに,ナリニ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,3,3,3,3,3,3,3,3,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1
いつまでも,いつまでも,イツマデモ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
あるいは,あるいは,アルイハ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,5,5,4,4,3,4,3,5,4,3,5,4,4,3,4,4,4,5,4,5,5,4,4,3,4,4,4,4,5,4,4,4,4,4,5,5,5,4,5,5,5,4,5,4,1,3,1,5,4,1,5,5,5
てる,てる,テル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,2,1,5,4,4,4,5,4,5,5,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,2,4,5,5
というより,というより,トイウヨリ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,4,4,4,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ほうがいい,ほうがいい,ホウガイイ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,5,5,4,5,4,4,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
あたり,あたり,アタリ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,5,5,4,4,3,3,4,5,4,4,5,4,4,3,4,4,4,5,4,1,5,4,4,4,3,4,4,4,5,5,5,4,5,3,5,5,5,4,4,5,5,5,5,4,5,3,4,5,4,5,4,4,5
ほんと,ほんと,ホント,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,3,1,4,4,1,4,1,1,1,4,4,5,4,4,4,4,1,1,1,4,4,5,4,4,5,5,3,4,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,1,1,4,5
でる,でる,デル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,3,3,3,3,4,4,3,4,3,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5
それら,それら,ソレラ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,3,3,1,1,4,1,1,1,1,1,1,4,1,1,4,1,1,4,3,4,3,3,4,4,3,5,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,4,4,1
きり,きり,キリ,5,4,4,3,4,4,4,3,4,3,3,4,4,3,4,3,4,4,4,4,4,2,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,2,2,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,3,3,3,3,3,4,3,4,3,4,4,3,3,3,3
バレる,バレる,バレル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,3,1,5,5,1,3,1,1,1,4,4,4,4,1,1,1,1,1,1,4,5,4,5,4,5,4,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,5,3,4,3,1,2,4,4
そのとき,そのとき,ソノトキ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,5,3,3,5,3,3,2,3,4,3,2,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
へえ,へえ,ヘエ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,3,4,2,5,4,4,4,4,5,5,4,4,4,5,4,3,3,2,1,1,4,5,5,4,5,5,5,5,2,4,4,4,4,5,4,3,3,4,4,4,5,5,5,3,1,4,4,4,2,1,1,2,3
とんでもない,とんでもない,トンデモナイ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,4,4,4,3,4,4,4,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
がな,がな,ガナ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,3,3,1,3,3,3,4,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
わずか,わずか,ワズカ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,4,4,4,4,3,3,5,4,3,5,4,4,3,4,4,4,4,3,1,5,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,3,5,4,4,5,4,5,4,4,4
ずいぶん,ずいぶん,ズイブン,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,4,5,4,4,4,4,5,4,5,5,5,4,4,4,4,4,4,1,5,4,4,5,4,4,4,4,4,4,5,4,4,4,5,4,5,5,5,5,5,5,4,4,5,4,4,4,3,5,1,3,4
わけにはいかない,わけにはいかない,ワケニハイカナイ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
デート,デート,デート,5,3,3,3,3,4,3,4,3,3,3,2,2,3,3,2,4,1,3,3,4,4,5,5,1,3,1,1,3,4,4,4,5,4,5,3,1,2,3,4,4,4,4,4,4,4,3,4,4,4,4,5,3,3,3,3,3,3,3,3,4,4,4,5,1,4,4,5,3,3,3
わたくし,わたくし,ワタクシ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,4,1,5,1,1,1,3,3,4,5,2,2,3,5,1,1,3,4,3,3,3,3,4,2,3,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,4,1,5,2,1,1,2,3
ごと,ごと,ゴト,5,4,4,4,3,4,4,3,4,4,4,4,4,4,4,5,4,5,1,3,4,3,4,4,3,5,4,3,5,4,4,4,4,4,4,4,1,1,3,4,4,3,4,4,4,4,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,5,4
もうすぐ,もうすぐ,モウスグ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,1,3,1,1,1,1,1,1,4,1,1,3,5,1,3,5,5,5,5,5,5,5,3,4,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,2,3,1
どころか,どころか,ドコロカ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,1,4,1,1,1,1,1,1,4,1,1,3,4,1,4,4,4,3,4,4,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,2,4,1
おおう,おおう,オオウ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,4,4,3,3,4,4,4,4,4,2,4,4,2,2,4,1,1,2,4,1,4,3,3,3,2,3,4,3,3,3,3,3,3,5,3,3,4,5,3,4,3,3,3,3,4,4,4,3,2,4,2,4,2
どうにか,どうにか,ドウニカ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,4,4,1,1,4,1,1,1,1,1,1,4,1,1,3,4,1,4,4,4,4,4,4,4,4,3,4,4,4,5,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,3,1
なんとなく,なんとなく,ナントナク,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,3,1,1,4,1,1,1,1,1,1,4,1,1,4,4,1,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,4,1
そば,そば,ソバ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,2,3,3,2,5,5,2,5,2,3,5,4,4,5,4,4,4,4,4,2,2,4,5,5,5,4,4,5,4,4,5,4,2,4,3,2,3,3,4,2,3,3,4,2,2,4,3,4,4,2,3,3,4
イメージ,イメージ,イメージ,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,4,1,5,5,5,4,4,4,1,4,1,1,4,4,4,4,4,4,4,5,5,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,5,4,4,5,5,5,5,5,4,4,4,4,5,4,4,5,5
やってみる,やってみる,ヤッテミル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,1,3,3,3,3,2,3,4,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
あっさり,あっさり,アッサリ,5,4,4,3,3,4,3,4,4,3,3,4,3,4,3,2,3,1,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,2,2,3,4,1,4,4,4,4,4,4,4,3,3,4,3,4,4,4,3,2,3,3,4,2,3,3,3,3,4,3,3,4,3,4,2,3,3
まとめる,まとめる,マトメル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,4,1,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,5,4
ということだ,ということだ,トイウコトダ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ふざける,ふざける,フザケル,5,4,4,4,4,4,3,4,3,4,4,3,4,4,3,1,5,1,3,3,2,2,5,5,5,3,5,4,4,5,5,4,4,1,1,1,4,1,1,4,4,1,4,4,4,5,2,4,4,4,4,5,3,2,3,3,3,2,3,3,3,3,4,5,4,4,2,4,1,4,4
こら,こら,コラ,5,4,4,3,4,4,5,3,4,3,4,3,3,4,4,1,5,3,3,2,2,5,4,4,4,3,4,4,4,4,5,4,4,3,3,2,1,1,3,5,5,3,4,5,4,5,1,4,4,4,3,5,1,1,1,1,1,1,1,1,1,3,1,4,4,3,3,1,1,1,3
はは,はは,ハハ,5,3,3,3,3,4,3,4,3,3,3,3,3,3,3,5,5,5,3,2,2,5,5,3,4,5,5,5,3,4,4,4,4,2,2,4,4,4,5,5,5,5,5,5,5,5,2,2,4,5,3,5,5,2,5,4,5,5,5,4,5,3,5,5,4,3,5,5,5,4,4
しれる,しれる,シレル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1,1,1,4,1,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,3,5,5
ものがある,ものがある,モノガアル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,4,4,4,4,5,5,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
あっち,あっち,アッチ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,2,4,4,4,1,4,1,1,1,5,5,4,4,4,4,3,1,1,4,5,5,5,5,5,5,5,3,4,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,1,1,4,4
あまりにも,あまりにも,アマリニモ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,3,4,1,4,4,4,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ただし,ただし,タダシ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,5,4,4,4,4,4,4,4,4,5,4,5,4,5,4,5,5,4,4,5,5,4,4,4,5,1,4,4,4,4,1,5,4,4
そんなもの,そんなもの,ソンナモノ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,1
っち,っち,ッチ,5,3,3,3,4,4,4,3,3,3,3,2,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,4,1,4,4,5,4,2,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
チャンス,チャンス,チャンス,5,4,4,4,4,4,4,3,3,4,4,3,4,4,4,3,4,1,4,4,4,4,5,5,1,4,1,1,4,5,5,4,4,5,5,4,4,3,4,4,5,1,4,4,4,4,4,4,5,4,4,5,4,4,4,4,3,3,3,4,3,4,4,5,3,4,4,4,3,4,4
うれしい,うれしい,ウレシイ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4,1,1,4,5,1,4,5,5,3,5,5,4,5,4,3,5,4,2,5,5,4,5,4,5,4,4,5,5,5,5,5,3,4,4,5,2,4,4
すいません,すいません,スイマセン,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,1,3,1,1,1,1,1,1,4,1,1,3,4,1,1,4,4,3,5,5,4,5,3,3,3,3,3,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,1,4,1
パン,パン,パン,5,5,5,5,4,4,5,3,5,5,5,5,5,5,5,4,4,1,4,4,4,4,4,5,1,4,1,2,4,5,5,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,5,4,4,4,4,5,4,4,1,4,4,4,4,4,4
ありがたい,ありがたい,アリガタイ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,4,1,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,3,3,3,4,4,4,4,4,4,4,1,4,4
きちんと,きちんと,キチント,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,1,4,4,5,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,4
とともに,とともに,トトモニ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,1,4,3,1,1,5,1,1,1,1,1,1,4,1,1,4,4,5,5,4,4,4,4,4,3,3,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,5,4,1
たった,たった,タッタ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,4,1,3,4,4,4,1,4,1,1,5,5,5,4,4,4,4,4,1,1,4,4,5,3,4,5,4,5,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,1,2,4,4
ついでに,ついでに,ツイデニ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
となると,となると,トナルト,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
さっきから,さっきから,サッキカラ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,4,4,4,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
たる,たる,タル,5,3,3,3,3,4,3,3,3,4,3,4,2,4,2,4,3,4,2,2,2,4,3,3,3,4,3,3,4,3,3,3,3,2,3,4,4,1,4,5,4,3,4,4,4,5,5,4,4,4,5,3,2,3,2,2,2,3,2,2,2,2,4,2,1,3,4,4,2,2,4
あいつら,あいつら,アイツラ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,3,4,5,5,4,4,4,5,2,4,4,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ついてる,ついてる,ツイテル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,1,3,1,1,1,1,1,1,4,1,1,2,4,1,3,4,4,4,4,4,4,4,2,3,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,4,1
メートル,メートル,メートル,5,5,5,5,4,4,5,4,5,4,5,4,4,5,4,5,4,2,1,5,4,3,4,4,1,5,1,1,5,4,4,4,4,4,4,4,4,3,5,4,4,3,3,4,3,4,4,4,3,4,4,1,4,4,4,5,4,5,4,4,4,4,5,4,3,4,4,4,4,4,4
ぶり,ぶり,ブリ,5,2,2,2,3,4,3,3,3,2,2,3,2,2,2,5,4,1,2,2,4,1,4,5,3,4,2,2,5,5,5,5,4,4,4,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,2,3,3,5,4,3,3,3,2,4,4,5,4,2,4,4,4
ただいま,ただいま,タダイマ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,3,5,4,4,4,3,4,5,4,4,4,5,4,4,4,4,4,2,4,5,5,4,5,5,5,5,2,4,4,4,4,5,3,4,3,3,3,3,3,3,3,4,4,4,1,3,3,4,2,3,4
ふう,ふう,フウ,5,4,4,4,4,4,4,5,4,4,5,4,4,4,4,2,5,4,2,2,3,4,4,4,4,5,4,4,3,4,4,4,5,4,4,5,2,1,2,4,5,3,5,4,2,5,4,3,4,4,3,5,2,1,2,2,2,2,4,2,2,3,3,4,3,5,3,4,3,5,5
ありがとうございました,ありがとうございました,アリガトウゴザイマシタ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ど,ど,ド,5,3,3,3,4,4,4,3,4,4,3,3,3,3,3,4,5,5,4,4,4,5,5,4,4,5,4,4,5,5,5,4,5,4,4,4,5,2,5,4,5,4,5,5,4,5,2,4,5,5,3,5,3,3,3,4,3,3,4,3,3,4,3,5,4,5,4,4,4,4,5
もしも,もしも,モシモ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,1,4,1,1,1,1,1,1,4,1,1,3,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,2,3,1
すっごい,すっごい,スッゴイ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,2,1,4,4,1,2,1,1,1,4,4,5,4,1,1,2,5,1,1,4,4,4,4,4,4,4,1,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,2,1,1,3,4
おいおい,おいおい,オイオイ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,2,1,4,4,1,1,3,2,1,2,2,2,2,4,1,1,3,3,1,3,4,5,4,5,5,4,5,2,4,4,4,4,5,1,2,1,1,1,1,1,1,1,2,2,4,1,1,3,2,1,3,2
だい,だい,ダイ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,3,5,5,4,5,3,5,4,5,5,5,2,2,3,4,4,4,3,5,2,4,3,3,4,5,5,5,3,2,2,3,3,3,4,5,5,5,5,5,5,4,4,5,5,5,5,3,2,4,5,4,3,3
