word,JPDB_rank,CEJC_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,KOKUGOJITEN,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
の,1,6,1,1,328,1,1,1,1,3,1,3,2,2,3,2488,2,2,3,1,2,2,16997,33,2609,1,1,1,11280,1,1,2,9754,1,1,1
は,2,13,3,4,1936,3,7,2,3,2,5,2,6,3,5,1404,3,3,5,4,3,3,5452,1,2057,4,10,8,1448,3,8,7,2551,4,6,6
に,3,15,2,6,30,2,3,5,5,5,6,5,5,5,6,29,5,5,6,6,6,6,440,36,137,6,2,3,54,5,3,8,124,2,3,5
と,7,17,8,15,443,15,10,8,12,11,9,11,11,11,13,24431,11,11,13,11,16,17,8319,8,2029,12,9,9,8045,12,10,12,5082,9,11,4
も,8,14,15,18,4286,21,13,7,15,10,11,10,18,10,9,16663,10,10,9,13,17,19,16636,289,15333,11,20,20,22209,15,16,18,24268,18,19,14
だ,9,2,54,2,113,9,6,13,2,1,3,1,9,1,1,3647,1,1,1,2,10,10,12909,3457,4,10,13,12,6225,2,6,4,9043,12,7,3
から,10,26,19,23,3250,39,22,15,23,30,18,34,24,37,28,2,37,34,25,17,28,35,10398,70,2,17,22,22,21788,23,19,22,12585,19,23,23
よ,11,16,1197,13,147,79,69,6,11,13,30,13,36,13,10,810,13,13,10,18,20,22,6416,6043,1223,9,132,198,3353,11,24,40,2444,656,20,25
する,12,13446,16,9,-1,26,15,107,9,9,8191,10746,12,18652,21239,9,9,9,8,9,32,41,184,1771,67,16,4,4,20459,9,5,13,8143,3,10,11
か,13,10,58,12,540,41,19,11,14,16,14,16,22,15,15,567,15,15,15,16,15,16,1741,793,3778,14,23,30,463,14,12,21,1128,56,18,15
こと,14,20704,21,25,73,28,29,31,28,26,11042,29,23,25,29,6,25,22,26,19,37,42,35,1676,8,20,12,10,6,28,60,24,5,22,24,21
なる,15,13446,49,29,-1,4647,35,56,33,32,4610,17060,25,4759,20525,11,29,26,33,27,12688,13339,1600,15964,11658,31,30,25,21661,33,26,28,21368,20,25,28
ある,16,37,14,28,165,30,11443,61,26,27,16,30,19,34,37,3,34,31,34,26,457,494,11305,2113,11,27,16,14,5,27,21,23,12,16,22,22
ね,18,3,1543,19,394,73,42,10,20,19,36,21,50,27,20,1437,27,24,19,31,31,38,5508,13696,3042,15,126,224,2583,20,25,52,2133,1572,14,17
な,20,35,22,22,118,132,89,14,22,22,42,24,57,18,22,224,18,17,20,28,7,7,2211,3977,379,8,106,148,505,22,29,53,815,933,36,35
その,25,97,25,49,2831,2120,4354,57,61,52,1061,1453,32,1182,792,5,52,48,60,40,61,71,11887,878,5,55,35,29,6086,61,37,30,4729,37,40,36
そう,28,7,788,32,3418,102,60,80,32,33,34,37,39,44,34,14,44,41,31,25,38,46,7852,3781,80,79,71,140,14,32,36,34,9,1084,38,33
ない,30,23,33,10,239,33,17,29,10,14,17,14,15,14,16,1,14,14,16,10,4360,4117,670,12211,27,52,21,19,252,10,13,16,236,21,16,18
くる,31,6881,1177,48,14387,76,45,21,54,57,4027,60,47,18134,24362,54,57,52,50,39,256,280,56,-1,6,233,54,78,15863,54,57,43,4832,167,47,46
さん,32,53,748,30,55,107,48,16,56,34,41,38,64,40,30,49,40,37,27,38,72,83,771,4345,32,36,94,288,23,56,62,45,15,565,65,43
これ,36,11455,52,39,599,82,144,53,42,43,50,48,68,47,46,19,47,44,42,56,53,61,12820,10296,85,38,242,180,27,42,33,64,26,90,26,26
わ,42,159,2593,51,1354,363,1170,69,29,28,78,31,114,68,57,24507,68,62,52,58,27,34,5998,7497,53,69,79,222,3432,29,317,133,2628,924,221,195
し,45,92,10,112,89,183,107,70,112,101,92,108,140,110,64,24144,110,101,59,70,13,14,2676,335,43,77,344,491,801,115,377,117,846,2665,122,113
もの,46,109,45,120,53,2273,102,152,132,109,301,566,42,440,255,12,102,93,99,74,102,115,638,8958,31,128,26,24,41,136,147,50,203,49,61,55
もう,51,41,1237,56,4742,188,168,45,60,50,65,56,113,58,56,35,58,53,51,68,73,84,17934,6437,105,62,624,1419,57,60,90,94,28,1683,53,47
ここ,53,91,561,78,1359,213,444,99,69,68,77,74,112,67,90,51,67,61,83,97,56,65,7019,16651,124,74,1401,1207,53,70,52,128,44,775,74,61
いく,54,43,319,88,370,85,38,580,108,106,33,50,92,70,61,97,95,87,103,66,784,837,121,-1,261,185,171,197,17,112,108,79,19,288,56,39
ああ,56,27,18144,65,7962,1036,2058,55,71,72,877,79,226,55,54,140,55,50,49,61,96,106,22802,3962,180,81,6093,7177,2250,72,58,185,1036,13225,297,242
お,58,20704,230,38,899,7344,63,27,58,25,3467,8595,53,815,20340,2082,31,28,22,53,40,48,4986,4465,30,37,59,67,4202,58,38,41,6031,184,111,37
や,61,146,24,67,419,63,26,36,62,128,48,135,59,151,197,330,151,138,188,89,46,53,1947,24,971,907,17,17,704,62,221,62,751,25,63,54
どう,71,76,860,52,42,126,88,94,51,35,45,39,105,42,41,17,42,39,37,71,41,49,5571,759,185,91,97,305,29,52,42,60,22,1012,117,64
いや,72,52,14937,84,494,8684,3073,46,117,107,208,114,167,92,75,94,92,84,70,102,124,139,233,6747,120,117,1163,1430,318,123,310,183,132,13835,135,147
はい,74,30,11012,45,1690,1531,2377,20,86,82,4488,89,458,101,72,175,101,92,67,112,343,350,9623,4972,358,89,494,1663,3810,88,134,308,7604,13179,90,62
ちょっと,75,51,9101,80,676,414,796,52,114,113,131,120,221,114,82,144,114,105,76,103,135,146,14,-1,171,118,2826,2851,115,119,180,204,48,7546,50,45
さ,77,44,13,69,402,234,113,67,65,80,55,87,74,91,89,1732,91,83,82,63,35,43,2902,8739,90,148,38,38,82,65,159,93,104,136,121,111
まだ,78,143,1548,126,-1,339,401,121,111,111,112,118,153,107,134,85,107,98,125,133,118,133,10325,9042,108,121,718,819,106,114,178,163,85,1919,267,190
また,81,175,41,123,209,149,84,131,115,212,76,221,120,242,169,52,242,224,160,123,164,181,8767,2,62,137,31,23,190,120,80,130,122,48,146,86
うん,85,1,12004,59,326,2172,4034,50,100,102,-1,109,588,71,51,369,71,65,46,86,284,239,3755,13881,519,76,554,2026,1798,103,722,393,2517,11480,158,145
たち,86,153,169,82,237,145,421,478,78,53,47,59,62,46,67,64,46,43,62,158,84,93,394,15834,882,153,412,599,15,81,285,65,32,172,196,140
ため,87,8120,34,104,507,118,114,4843,90,89,-1,20164,116,12793,18192,55,106,97,166,137,101,112,614,981,4002,268,60,41,17928,94,120,102,15747,32,109,98
そこ,88,3410,462,210,278,3174,582,536,232,183,6011,2708,144,2277,3429,59,160,147,193,138,142,156,1288,-1,14646,225,855,775,1625,241,197,122,1443,1187,169,122
ところ,96,134,421,206,172,153,316,256,398,245,262,257,97,177,176,26,177,164,167,135,232,261,272,22241,103,280,278,157,52,417,288,99,59,617,89,66
あなた,100,356,3549,86,2800,281,493,54,64,67,74,73,135,128,148,143,128,119,139,193,39,47,71,5537,77,170,3845,4138,121,64,359,152,71,2211,407,176
ただ,103,315,1958,200,919,662,857,211,202,499,129,517,177,488,541,101,400,370,519,166,184,222,17975,194,135,251,1014,892,410,210,450,181,293,2131,94,179
ほど,104,703,388,309,312,228,152,487,300,290,85,303,131,247,469,63,247,229,448,153,354,390,1430,18775,100,383,270,216,6084,315,921,129,4824,468,348,318
なん,108,11455,3251,218,284,11543,674,127,531,99,6651,7296,197,8302,5747,3365,59,54,55,156,158,176,13753,-1,303,290,734,2067,7202,555,150,104,8109,5774,260,60
え,109,741,1576,50,878,4075,7236,1095,83,177,5645,890,251,8667,18234,643,118,109,88,75,177,187,3651,6825,1312,103,77,158,2029,85,294,292,21843,1223,234,146
より,112,239,38,171,-1,181,79,207,154,135,91,142,128,129,167,67,129,120,158,127,160,178,7011,305,106,194,103,83,1112,162,133,120,884,61,139,142
なんか,115,250,19307,139,13547,961,1408,172,235,459,278,477,334,321,392,316,321,296,372,175,475,489,20844,-1,353,22857,9148,11074,12266,243,609,486,22803,13776,167,231
しか,116,187,701,191,2282,403,230,377,206,217,142,227,219,188,236,128,188,173,224,186,285,306,9895,18963,345,285,851,831,4377,214,499,188,12058,746,195,222
わけ,118,133,1684,142,571,171,540,810,210,191,12570,200,134,115,140,60,115,106,131,122,324,355,484,5613,1903,190,1770,1846,62,218,863,140,57,2150,99,76
よい,122,20704,2623,105,1584,93,41,813,110,105,44,33,166,41,32,2359,138,127,104,188,5893,6294,17,18992,355,158,138,121,16,113,694,178,11,1141,409,244
とも,123,2944,140,648,787,1885,588,452,688,747,326,1461,325,1121,1970,122,797,736,777,552,392,429,4805,440,153,965,308,138,3859,720,657,237,3538,545,763,378
まま,124,311,404,240,1504,284,914,652,344,268,8150,280,168,189,254,79,189,174,241,131,347,374,4887,-1,148,495,496,402,76,365,314,123,24153,949,513,273
よく,125,3966,730,183,476,12426,635,219,149,150,114,5055,165,5853,4748,81,191,176,176,219,202,230,2383,13452,138,229,348,272,3635,156,312,199,3007,962,231,203
どこ,126,117,2909,116,635,321,935,161,94,92,107,99,154,112,132,82,112,103,123,161,89,101,3191,-1,229,144,1507,1190,120,97,199,164,92,2556,318,227
くらい,127,77,4374,407,323,238,160,573,399,381,122,397,266,311,222,163,311,287,211,171,377,409,1446,-1,225,346,1725,1329,1313,419,669,220,887,4407,96,183
みんな,128,110,4134,95,185,350,1449,116,116,123,15288,130,294,122,117,215,122,113,110,181,166,179,1494,14487,149,126,7514,7985,117,121,401,385,76,2650,200,189
おく,130,208,4296,239,283,283,241,1156,243,269,98,281,169,258,262,116,258,240,249,189,18256,17195,679,14478,691,511,238,235,74,257,113,161,91,1721,134,119
よう,131,8967,46,72,246,606,64,155,73,77,396,5298,31,4850,7055,10,72,66,80,35,51,59,838,3841,476,292,39,32,537,75,45,32,888,42,42,38
こう,137,61,499,284,59,199,221,2336,227,169,93,178,274,220,157,74,220,203,148,295,309,319,2468,1930,18060,329,55,165,137,236,594,177,90,1238,147,59
あと,142,93,2406,182,34,206,166,526,168,175,310,184,187,205,179,66,205,188,170,260,363,378,221,1268,266,193,350,336,66,177,523,227,87,2758,86,134
はず,144,667,2852,192,317,428,553,535,162,170,-1,179,196,167,357,105,167,154,339,179,185,215,3878,-1,277,371,1558,1360,89,171,434,176,115,3229,345,528
なに,145,21,13137,283,8,111,3127,24,489,537,31,23,214,22,27,56,274,254,330,143,316,354,9,14353,87,932,2112,746,13,510,1677,175,7,9749,576,409
とき,156,78,332,144,13,86,375,129,319,328,14295,101,103,143,171,117,143,130,162,209,365,404,76,7304,113,510,115,96,40,337,812,124,42,407,141,161
まるで,171,4880,9825,833,-1,1349,4546,1173,704,710,206,738,345,710,1122,220,710,656,1081,355,751,809,18949,23450,325,736,14515,8352,316,733,848,356,266,10618,1894,2567
もちろん,175,407,5864,463,486,510,973,460,307,306,222,320,423,666,591,236,666,617,567,391,278,310,212,2148,374,445,23437,19320,249,323,1368,387,270,6205,339,325
おい,188,938,94,133,3565,3635,8137,15851,167,161,10789,169,940,100,155,4406,100,91,146,581,176,200,6536,13935,6042,204,1250,3238,12432,175,1042,708,23465,13257,1184,532
ゆっくり,189,717,9003,864,-1,1455,1094,846,781,781,294,812,531,1131,1012,338,1131,1049,974,307,939,977,70,-1,526,950,5130,4875,444,815,697,465,214,10631,1162,1084
ほら,191,113,5087,198,4284,4854,9493,189,266,267,2910,279,1282,332,173,816,332,307,164,259,371,402,22601,-1,1291,303,8454,8115,15696,277,1603,955,16246,3773,1778,628
ご,193,142,2099,160,141,78,98,3377,185,139,29,28,211,31,25,87,240,222,199,251,190,209,1602,7623,410,289,62,118,133,193,253,221,362,804,239,121
やつ,211,111,19872,176,397,1088,1388,232,343,376,711,213,417,117,280,310,117,108,267,381,482,484,1063,-1,238,369,2040,2947,136,366,1829,666,142,9916,245,213
もし,212,4252,3129,483,-1,518,1014,412,497,263,165,275,362,18580,9304,148,250,232,187,557,183,214,1325,1415,316,486,4231,4380,178,518,249,240,15765,5618,612,236
ほう,215,374,2171,204,16,8061,1293,153,174,202,5848,2073,160,2012,2356,183,172,159,156,398,558,542,40,8748,93,359,95,248,24184,184,5510,217,61,2383,583,277
もん,217,3704,7141,145,395,4175,3711,176,247,339,5770,2338,344,1098,5932,650,176,163,242,221,497,487,6093,8458,365,249,285,967,1053,262,1311,446,1160,4802,413,280
わたし,220,73,7588,313,26,84,2799,18,1022,1011,40,861,111,421,282,680,1486,1376,2276,152,1184,1210,1,6966,9,3689,3696,4911,20,1074,2180,150,14,5463,3882,1001
つつ,221,1319,1030,3182,3758,1193,788,4736,3470,2820,309,2905,605,2438,2506,362,2438,2266,2421,549,3553,3777,5845,-1,776,2218,847,885,6895,3652,1366,425,15495,1445,1514,1062
まったく,237,519,4923,531,-1,477,416,598,557,542,185,563,380,437,437,363,437,404,417,439,958,1021,546,-1,243,646,6349,3552,229,583,2347,434,211,5607,2318,2146
なぜ,239,874,3961,269,644,458,1478,348,97,93,181,100,337,221,343,165,221,204,326,424,115,132,2698,5308,464,388,7336,8539,203,100,893,340,193,3249,278,381
しっかり,241,806,8460,459,-1,1387,470,1053,627,614,551,640,1072,522,704,767,522,480,677,556,894,954,193,-1,1564,628,2913,2116,549,656,1513,812,393,7577,358,228
すぐ,246,286,1223,243,-1,394,366,499,178,153,124,161,178,233,250,102,233,216,237,225,145,163,8740,-1,378,464,1360,1131,128,189,404,179,128,1591,488,354
とにかく,248,732,15816,466,-1,1464,3043,583,561,544,336,567,599,474,614,388,474,438,588,573,731,804,1084,24157,605,529,24189,17917,1076,589,2307,751,461,16757,718,831
せい,250,20704,2038,411,804,224,3088,2047,258,240,245,21378,556,7513,17594,207,423,392,401,416,353,383,909,9158,1391,443,271,366,191,270,1038,418,357,2980,1939,1413
しばらく,251,1285,2821,1030,-1,1153,1498,1137,1264,1207,229,1244,414,1201,1303,245,1201,1116,1257,674,1072,1218,685,-1,496,953,6773,5174,388,1336,913,488,441,3621,2358,1703
さらに,255,1607,200,1242,-1,536,356,1301,1301,1916,212,1970,402,1959,3315,355,1959,1819,3195,551,1396,1473,1090,34,329,1992,757,699,379,1375,1168,352,440,327,323,319
そもそも,259,910,6383,1346,1509,3166,1721,1141,2468,2305,-1,2375,1762,1303,1076,1183,1303,1214,1038,709,4600,4232,1349,3038,1788,1047,23371,14731,504,2605,3020,946,567,8348,811,903
いきなり,266,1003,10947,834,-1,2692,5394,1194,1708,1649,523,1695,987,809,644,699,809,747,617,529,4079,3876,411,20741,1214,846,18655,15453,831,1797,1211,815,374,9626,1118,1355
ようやく,271,16266,3928,1631,10553,15203,4818,1805,2503,2349,420,19883,787,1381,20914,515,1381,1281,2142,691,3899,3982,1993,24238,7677,1493,15709,11786,11288,2629,1855,645,13167,5655,3147,2529
ほとんど,273,516,494,1461,-1,712,1158,1623,1611,1548,-1,1594,410,1394,1344,249,1394,1291,1297,847,876,920,1051,-1,382,1243,2187,1839,405,1695,2585,478,594,728,461,543
つく,276,656,4383,247,23920,157,74,1788,229,341,115,363,139,478,574,155,382,353,397,199,3054,3178,1866,-1,1066,668,160,139,166,237,145,114,261,1005,199,80
あら,278,323,10119,364,504,6289,9826,548,563,553,15316,576,1403,718,509,501,718,664,487,843,698,773,2901,-1,1048,559,1046,1632,6788,593,1322,1745,24436,8784,5754,3744
よし,279,490,4768,272,1236,6369,6557,245,298,307,8683,321,1404,362,430,508,362,334,410,669,220,242,10709,14598,1099,327,2597,1989,9643,316,572,1016,8970,4458,1604,348
すべて,282,1052,565,388,-1,489,218,305,308,310,-1,324,307,320,994,251,320,295,1105,743,236,250,324,7218,224,1224,643,492,164,326,2780,342,199,809,673,579
たくさん,283,663,7716,643,745,1031,256,796,675,943,422,976,986,1196,798,826,1196,1111,768,685,687,753,175,-1,937,685,2389,2216,1111,704,3181,878,563,9085,797,328
なかなか,285,411,6401,676,3221,883,1472,896,1311,1280,436,1319,809,804,808,539,804,743,778,900,2364,2462,682,-1,841,770,3757,3592,572,1388,1930,832,599,6726,448,330
いっぱい,286,233,9348,599,673,2592,1211,956,1020,1342,859,1382,1219,1476,853,606,1476,1367,822,385,1426,1411,18,-1,1368,700,4722,4131,1064,1078,7737,965,371,7067,426,394
むしろ,287,1052,4131,2083,1076,1379,2497,2023,2890,2652,480,2731,898,1849,1380,607,1849,1718,1330,663,2903,3014,11176,2324,922,1449,4116,3816,591,3070,2721,849,555,5345,2683,1505
かい,296,151,5866,359,1616,415,159,643,342,4487,908,294,557,430,339,402,7019,6572,4614,813,1188,1267,148,7713,581,460,99,416,544,363,1115,19590,452,2959,2565,7145
いくら,304,510,9236,715,-1,1655,1804,925,863,1208,915,1245,680,1001,1520,349,1001,928,1467,826,1039,1131,9468,-1,919,856,5339,4795,1021,911,1548,644,921,12863,1542,1334
すでに,309,1753,1814,1137,-1,535,622,1217,1577,1519,214,1565,408,783,2379,289,783,723,2305,946,1204,1261,1982,9519,327,1915,2951,2540,243,1654,10053,475,410,2678,1159,1121
さま,317,127,6485,437,346,48,30,1008,968,448,26,84,217,72,87,326,224,207,324,378,1313,1224,27,-1,197,799,45,42,11,1018,1575,294,17,4446,2984,626
わざわざ,336,1034,19303,998,-1,4074,5430,1007,1950,1865,787,1918,1673,1213,1234,1247,1213,1127,1189,1346,2797,2965,1573,-1,1753,1025,12730,12505,1109,2052,2208,1421,1011,19678,1688,2670
つい,340,1551,86,1336,164,2993,2518,1316,1871,1877,509,1930,1042,1694,1153,65,1694,1571,1111,997,3293,3376,1941,19340,1188,1250,1626,3652,1257,1975,3209,1045,636,16907,3300,1387
さすが,341,880,22779,403,2543,2241,4256,890,674,679,445,706,892,372,439,553,372,343,419,375,2825,2538,2476,-1,2872,536,6979,5940,196,705,1837,581,221,20638,1930,1145
どれ,342,4252,5619,633,-1,836,1741,2557,740,652,417,12020,910,3231,10422,244,671,621,594,569,449,488,22224,-1,4245,1078,4360,4077,393,771,2313,626,435,5549,544,506
それぞれ,347,985,362,1599,8138,826,1276,2089,2098,1986,-1,2043,916,1425,1940,634,1425,1322,1875,1358,2271,2404,2260,1101,956,1660,969,737,792,2209,2010,864,1114,513,474,478
いろいろ,356,231,9549,687,1349,810,265,461,668,730,324,760,693,843,493,448,843,779,472,1108,1514,1394,1590,-1,600,713,1634,1271,328,703,4892,836,322,9007,520,320
はっきり,363,1277,4510,1311,-1,1570,1369,1188,1520,1459,283,1503,514,1417,2024,321,1417,1314,1955,1128,1088,1222,935,-1,481,1816,1254,956,962,1605,-1,714,660,5819,2097,1325
すぎ,378,732,2938,1981,1612,5007,1722,1304,1788,726,1142,756,3209,1007,650,5132,1007,934,623,1783,328,341,2873,11377,2050,2147,2722,7344,1116,1890,3427,2045,573,11206,2096,1720
どんどん,379,449,15152,1143,-1,2198,1141,1421,1959,1873,946,1926,2298,1297,1504,1611,1297,1208,1451,987,3987,3773,106,-1,2243,1277,14238,13441,1453,2068,841,1586,717,16445,433,351
すっかり,382,3103,16430,1601,-1,2349,2481,2187,2509,2359,369,2429,645,2191,2007,428,2191,2033,1938,1229,3965,4329,594,-1,684,1655,1892,1678,1635,2637,2469,982,905,16866,7544,6868
まい,386,7460,9862,965,1250,2100,5908,3489,1507,1405,242,1446,396,771,1585,243,771,713,1531,983,2049,2033,1343,5380,3119,6573,486,1192,536,1578,1815,691,974,6403,9425,5502
かね,406,288,6629,5588,176,882,804,318,7862,234,839,244,7045,582,748,231,582,539,719,14020,1621,1680,1634,561,498,21136,2864,3648,374,8209,1004,331,789,21608,5819,19330
そうそう,410,20704,9736,5680,16524,12589,9958,6366,9423,8870,4752,9098,5182,4867,4903,3854,4867,4542,4726,4375,3628,2699,292,-1,5106,1933,15579,16779,3256,9802,2487,3197,3345,11719,13013,854
まさに,414,1528,9134,1310,-1,1425,2336,1912,1445,1399,663,1440,1429,1214,2449,974,1214,1128,2369,1355,1511,1622,11453,10599,1343,1466,11030,8009,1164,1511,5082,1241,1133,11151,1265,759
いったい,417,2883,3180,561,611,1473,1457,668,3490,3146,287,515,649,486,815,575,490,450,2323,1016,1333,1431,2062,-1,1476,2459,14458,19508,489,3657,2532,904,415,4611,3000,3162
もはや,431,3966,6783,1609,2322,3113,4477,2710,2992,2762,548,2845,1169,1306,3370,761,1306,1217,3249,1112,2554,2689,18121,-1,1129,1741,15389,9817,1003,3145,3076,1240,1124,9540,3941,3530
ちょうど,437,386,6756,934,606,1705,3856,1525,1469,1387,383,1427,745,1114,937,455,1114,1034,901,1170,842,903,904,18834,802,1478,3874,4034,775,1545,9687,989,657,9194,1090,790
ぜ,439,898,8086,98,1555,2526,4142,328,173,186,269,195,483,66,160,21902,66,60,151,256,226,257,2351,-1,334,171,319,769,12855,183,455,572,11628,3662,1190,758
ついに,450,4252,3597,786,-1,2109,3325,1680,1108,1106,496,1141,1062,603,1557,630,603,559,1503,1898,2154,2168,8563,12300,917,1005,8360,6907,1435,1180,3016,1367,1478,4547,1362,2181
いま,456,74,6477,961,19,186,97,72,2167,2794,2635,71,200,60,78,202,4166,3893,1722,451,837,998,15,6174,71,2928,1620,1894,32,2269,1283,333,33,5334,1438,1069
どの,459,5687,1676,1047,1753,5395,1119,483,782,807,408,1502,450,662,4049,291,1207,1122,1449,872,389,424,5742,-1,803,1058,1124,1065,319,814,879,544,963,2330,322,439
なし,462,677,1641,20782,4914,1575,2403,15098,13250,391,14921,408,10182,639,857,329,639,592,826,4945,460,493,1914,1613,11030,814,2272,5559,693,13720,931,613,622,5572,2381,1120
ふむ,464,16266,15297,2458,-1,20014,16486,2765,4654,5167,838,5297,2194,2140,1953,2566,2140,1986,1888,1027,5727,6084,580,-1,1057,2025,2680,2019,1947,4861,1162,2628,1605,15669,2878,11297
ともかく,472,4442,20327,3008,-1,3253,8497,4645,3785,3359,583,3451,1146,2490,2472,822,2490,2312,2389,1180,4122,4184,2935,-1,1456,2333,14502,16191,1041,3968,7021,1398,943,23752,6847,8029
あたり,481,701,1477,3299,-1,1388,1416,1685,6254,6519,1511,2172,405,1749,1707,238,3785,3533,4147,1281,3535,3653,1145,-1,401,3077,873,1091,349,6552,1193,679,446,3083,1061,859
きり,485,3966,7698,3746,1537,3169,3964,12020,2906,1850,492,1903,1216,2237,1526,695,2237,2075,1473,2767,2841,2917,3192,21614,15274,2891,495,1336,8064,3058,5575,1434,7926,5838,7806,7526
わずか,491,11455,1503,2608,-1,2795,2350,2927,3224,4252,415,4362,886,2953,6487,596,2953,2754,6247,1745,2760,3018,8022,-1,826,4041,1730,1350,723,3391,2029,935,914,2344,3685,3334
そば,502,20704,6557,956,425,11352,6180,12763,939,951,8972,18756,595,19813,6647,274,1374,1274,962,1630,1573,1617,2130,24244,11705,1209,1186,1311,16262,1001,7722,1043,14778,4672,5146,1950
あっさり,505,3966,21104,4398,-1,7660,6383,5771,7483,6502,1132,6663,2711,3415,3812,2010,3415,3187,3672,2050,16901,14376,2675,-1,2881,3535,15024,10975,1306,7803,4569,2015,1561,13879,7394,6269
はは,510,5687,830,841,272,17784,23803,137,378,6516,7825,1224,381,779,881,4265,2834,2642,3989,1425,20055,23080,1027,1108,278,891,979,903,378,383,1723,4200,263,586,3380,1997
きちんと,524,1629,15678,2854,-1,2329,974,2314,3683,3307,909,3398,2195,5710,2770,1539,5710,5334,2677,2179,3502,3803,1046,-1,2308,3065,6097,4584,1626,3852,4844,1778,1376,16207,3542,1328
たる,530,4880,2654,6553,3538,6840,14767,1853,9995,6517,1395,6679,3521,6084,6509,2832,6084,5689,6268,5012,22408,8495,2713,-1,1147,423,1625,1293,3517,10396,-1,6132,3313,17516,14081,3650
ふう,536,1528,12816,604,1989,22396,6372,1949,1012,1705,3119,3734,559,1791,1221,9979,1842,1711,1084,368,2604,2497,13245,-1,10456,2402,548,1251,9876,1073,7363,1000,2633,9066,145,162
ど,538,4442,3892,389,386,5126,3503,302,612,2015,328,2583,768,1672,1964,76,943,875,1191,476,1279,1268,251,18657,356,1132,118,256,4105,640,2374,820,2791,2309,1664,864
だい,542,792,3394,705,14,408,499,1527,778,4756,189,297,1157,237,552,124,11668,10945,8082,1895,1441,1699,644,17013,1717,6464,145,514,214,810,7125,15319,428,2613,8111,9839
なお,544,7460,188,2771,1394,868,7264,2034,3612,5308,426,5439,1068,3339,3990,547,3339,3116,3848,2079,6693,6272,7245,5,864,2185,1863,1751,2353,3784,1346,1136,2001,225,1904,1743
もっとも,549,8120,2520,3100,-1,601,4883,2452,4915,6825,378,1026,612,1385,4209,625,4105,3835,7221,1531,3476,3744,1879,493,1222,6755,6691,4198,935,5130,3299,897,1434,3313,6861,5182
なり,554,1684,76,686,2344,687,701,426,1039,1103,235,7140,361,5291,5633,14998,824,762,1518,725,1859,1941,10158,22460,152,3527,215,124,17555,1097,1445,257,20896,1344,1217,372
いよいよ,564,6453,19620,1033,4888,3319,5627,1830,2207,1895,624,1949,1343,1035,1857,908,1035,960,1795,2742,5021,4859,2138,-1,1410,1297,11808,8242,2621,2319,2287,1892,1959,21115,2257,2413
よる,569,7460,55,516,91,769,165,463,689,330,2345,8682,571,5926,12130,123,313,289,535,339,17580,18201,725,3662,209,9557,678,777,545,722,69,162,257,501,521,124
わし,577,5687,20105,280,15137,2700,10601,450,551,559,213,582,366,260,1748,1039,260,242,1689,3392,877,1024,2275,-1,422,1634,2969,3509,825,571,8504,929,1563,12792,10740,10823
きれい,580,20704,14928,779,967,976,2685,2300,607,578,406,603,1245,1334,921,491,1334,1239,886,2626,1171,1095,201,-1,8100,1012,3657,4229,566,637,4001,1717,382,13406,1866,1284
もともと,585,494,2692,1633,5405,1849,1519,5045,3228,2924,715,3010,1612,1483,1827,1052,1483,1373,1766,2592,7563,6585,4089,2779,8762,1640,13549,5660,910,3431,9255,1734,1097,3663,1038,1218
おっと,594,1998,1509,645,699,1081,15065,705,486,1606,13229,1652,540,1045,1909,5991,1045,969,1845,4528,1607,1575,1359,4701,540,1033,834,734,2755,493,4137,6582,4450,1246,420,4974
おかげ,596,1753,8331,546,11483,2603,3436,17028,616,595,-1,621,1410,642,782,879,642,595,753,1002,1103,1153,4484,-1,7603,1196,13294,13461,501,644,699,1147,571,8540,1224,2323
ますます,597,5383,10029,2580,1893,2583,6060,3386,5645,5002,713,5127,1596,3164,3603,1088,3164,2950,3475,2174,5967,6078,1104,-1,1578,2785,10873,7405,2629,5898,-1,1696,1669,14532,5583,4161
ころ,600,16266,2334,1001,107,470,4044,1719,1475,1430,6461,525,590,961,21344,507,1091,1013,714,1356,3536,3550,729,1695,907,1839,1318,855,18092,1548,1951,1018,13086,2889,3588,3401
まっすぐ,604,1782,18035,3256,-1,7529,5824,3850,4014,4851,728,4976,1965,3846,4424,1645,3846,3590,4266,2035,3281,3335,3029,-1,1728,2615,4294,3183,2181,4205,4233,2048,1492,16913,4587,3053
あう,608,6453,17673,2382,-1,675,397,1151,3524,11487,162,11785,982,6007,2608,336,6731,6295,4597,746,20646,21808,997,-1,1216,4563,748,841,274,3691,2810,3050,191,3732,3784,3830
