word,ANIME_JDRAMA_rank,CEJC_rank,ADNO,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JPDB,KOKUGOJITEN,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
た,3,4,4,405,8,9,63,4,4,2,4,4,4,2,7472,4,4,2,5,5,5,10170,4906,18,409,-1,8,7,5774,4,7,5,21045,6,8,9
て,5,5,6,21,4,2,86,8,7,4,7,7,6,4,38,6,6,4,3,4,4,21,7917,122,384,-1,7,6,43,8,4,6,41,10,2,2
が,7,12,9,1906,10,4,3,7,8,8,8,10,8,7,19996,8,8,7,8,11,11,-1,26,19854,5,4,6,5,3087,7,9,10,8925,7,4,7
を,8,38,5,-1,5,5,4,6,6,7,6,8,7,12,-1,7,7,12,7,8,8,-1,57,-1,7,5,3,2,-1,6,2,9,-1,5,5,8
ん,11,82,306,-1,3051,132,37,17,20,-1,-1,28,-1,-1,-1,16,16,14,12,18,21,-1,2888,147,18,47,24,47,-1,17,20,35,-1,272,17,19
です,14,20,1121,-1,31,14,17,18,17,21,17,27,23,18,57,23,21,18,21,21055,22192,-1,4412,40,22,23,841,717,-1,18,17,27,-1,968,9,12
で,16,11,7,3,19,12,9,13,12,13,12,17,12,11,14633,12,12,11,14,12,12,1209,22,-1,13,6,11,11,7727,13,11,17,7453,11,13,13
てる,21,18,3931,-1,97,54,58,16,15,52,15,72,20,17,135,20,18,17,24,-1,-1,21446,-1,201,2801,478,356,563,-1,16,31,56,20233,1675,34,27
う,24,6059,2121,5791,6003,9411,134,25,397,-1,-1,30,6100,20549,15634,135,124,254,20,21,25,-1,5001,652,132,-1,27,45,-1,25,393,563,-1,133,39,376
じゃ,26,4252,3438,-1,2391,3343,23,34,211,192,220,65,123,450,3765,123,114,202,36,47,56,-1,24371,52,161,80,406,893,20529,35,236,222,8053,2190,52,285
って,31,19,4021,-1,121,106,12,40,38,46,42,104,32,26,-1,32,29,23,37,66,64,-1,13087,22,23,21,421,744,-1,40,46,67,-1,3172,37,24
れる,33,86,27,-1,29,20,991,30,31,23,35,29,38,52,48,38,35,47,29,-1,-1,-1,-1,1022,1175,-1,18,16,-1,30,18,25,-1,13,29,31
この,34,80,30,-1,55,46,34,38,41,32,46,37,30,45,13,30,27,41,47,54,63,-1,139,12,24,27,156,119,19,38,30,44,23,34,28,29
いい,36,4442,1152,1703,20628,213,51,31,29,3384,16719,76,5159,9899,31,41,38,29,42,17211,16181,-1,24573,83,46,34,437,387,4367,31,54,66,3688,1349,68,48
あっ,37,28,40,-1,1886,1410,-1,68,76,-1,83,1448,43,40,6632,43,40,36,60,844,615,-1,20042,-1,56,91,8759,20362,-1,69,608,512,-1,11079,319,193
それ,44,8967,83,515,66,124,21518,48,37,25,8431,35,7966,8732,7,35,32,32,33,33,40,-1,8420,3087,49,17,155,110,8,48,47,33,8,147,35,34
お前,46,-1,7361,-1,-1,4023,47,55,56,-1,-1,303,-1,-1,1067,33,30,54,148,67,78,164,10061,289,101,442,5837,6258,-1,55,141,207,-1,7057,223,258
あ,47,-1,2477,8887,2117,4087,49,75,108,2197,3741,231,1682,23037,9670,64,59,48,32,29,37,9106,2395,183,44,-1,121,187,4358,77,211,202,14404,1026,177,93
けど,53,-1,5686,-1,6669,273,40,57,55,-1,-1,146,-1,-1,218,69,63,40,41,88,96,-1,-1,123,70,38,9780,10553,-1,57,85,95,-1,7056,27,32
あの,54,31,4382,-1,16210,1034,39,84,87,83,94,83,83,97,39,83,76,90,84,103,118,-1,10248,25,65,48,2244,1999,88,86,94,107,50,3055,128,103
でも,57,-1,-1,-1,303,-1,28,49,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,49,3266,3203,-1,519,29,67,29,1009,675,-1,50,-1,-1,-1,395,75,-1
ば,58,90,119,401,75,34,443,46,46,37,51,44,50,62,230,50,46,57,45,60,68,1378,13492,385,2302,-1,52,51,258,46,43,42,474,125,45,51
ぞ,60,623,6472,-1,858,1494,81,50,51,133,57,209,48,77,-1,48,45,72,101,71,82,-1,-1,155,61,66,123,170,-1,49,173,197,-1,3455,291,253
く,64,681,2899,2596,980,16536,358,89,3141,9535,3231,240,2799,7731,1845,2799,2607,7438,22,25,29,13678,4900,349,1407,-1,61,184,3311,92,5897,5255,8183,977,249,1922
えっ,68,55,-1,-1,3964,4405,41,131,143,-1,150,1678,75,69,1369,75,69,64,194,816,716,-1,-1,1766,123,149,10831,-1,-1,137,1580,945,-1,24237,538,306
ちゃん,70,83,1863,-1,570,437,59,152,95,150,102,287,74,39,648,74,68,35,73,450,389,-1,12863,258,127,93,8359,8187,97,160,767,155,25,725,934,232
だけ,74,96,238,-1,106,57,73,66,60,53,66,67,62,73,24,62,57,68,48,78,89,-1,-1,34,85,33,272,195,-1,66,118,58,-1,262,55,67
まで,75,112,44,1118,87,47,91,76,71,51,78,58,61,84,23,61,56,77,55,87,100,12804,688,33,97,44,111,82,-1,78,112,59,-1,41,76,70
そんな,76,128,2551,-1,276,148,65,101,119,79,126,121,93,94,53,93,85,87,57,119,131,-1,-1,68,90,40,3130,3993,36,102,132,85,34,3555,97,129
せる,79,257,272,-1,113,67,8032,72,70,54,77,71,79,105,129,79,73,98,64,-1,-1,-1,-1,7263,6331,-1,53,49,17360,74,56,61,11237,84,114,92
ちゃう,87,56,21567,-1,551,543,2435,153,154,259,162,499,119,81,839,119,110,75,91,-1,18111,-1,-1,13231,3567,1439,8447,9538,-1,161,347,303,-1,4417,115,101
られる,89,196,100,-1,77,51,3423,77,78,49,85,60,86,108,21,86,79,101,59,-1,-1,-1,-1,2892,4104,-1,44,31,-1,80,99,54,-1,36,95,94
へ,90,440,43,-1,94,80,100,70,73,38,80,43,99,184,-1,99,90,175,65,92,102,-1,1995,-1,102,64,50,43,-1,71,41,57,-1,39,133,148
だって,91,-1,-1,-1,2977,-1,84,124,18241,-1,-1,173,-1,-1,-1,13191,12365,19946,94,-1,24915,-1,-1,165,151,82,11013,6935,-1,131,-1,16298,-1,11148,302,18383
なんだ,92,8120,-1,-1,-1,21370,85,139,20924,3069,21486,3837,10998,11767,8404,10998,10319,11317,87,-1,-1,4475,-1,255,99,113,6872,7468,-1,146,-1,13863,-1,-1,213,27424
なんて,94,295,10589,-1,471,317,83,106,115,148,122,202,109,104,192,109,100,97,90,151,168,-1,-1,156,106,60,11017,10444,-1,108,171,166,-1,8470,359,363
ぬ,97,7460,2277,-1,13453,65,2550,104,40,-1,-1,51,-1,-1,-1,36,33,45,78,227,248,-1,18678,1498,1754,-1,36,33,-1,106,34,36,-1,74,225,52
一,99,65,57,5,42,157,266,200,18148,-1,-1,41,-1,-1,15,17870,16748,-1,95,114,130,115,1215,200,411,2391,19,18,26,129,187,47,35,51,100,99
くださる,100,199,-1,-1,237,130,1044,136,134,143,141,327,150,139,611,150,137,130,202,-1,-1,8,-1,1130,181,348,4675,3776,139,144,61,238,110,7099,103,78
じゃあ,103,11455,-1,-1,2927,7932,87,158,165,9501,-1,567,-1,-1,812,158,145,91,169,249,263,-1,18785,560,188,-1,-1,-1,-1,167,251,452,-1,-1,190,156
ら,108,6881,66,-1,-1,555,-1,145,81,1285,9055,189,5143,6693,-1,56,51,111,212,24,28,-1,2760,-1,377,-1,84,125,-1,152,63,121,-1,212,276,139
あれ,109,185,1416,-1,8138,2566,114,163,194,172,543,262,296,235,106,124,115,137,223,251,262,-1,18105,269,112,98,2328,2331,159,174,117,268,135,11366,186,191
ござる,110,217,-1,-1,218,380,5715,275,273,140,285,213,262,225,348,262,244,214,327,-1,-1,2185,-1,4633,1185,448,2017,2166,234,290,163,267,289,11333,191,87
という,111,-1,-1,-1,51,-1,135,164,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,69,-1,-1,-1,86,10,163,50,154,55,-1,173,-1,-1,-1,47,21,-1
ありがとう,113,186,13721,-1,1487,742,128,113,114,-1,121,1118,263,133,674,263,245,124,250,123,136,188,2979,1415,218,173,20158,15363,-1,117,101,573,-1,7875,285,141
こんな,114,230,7635,-1,435,272,122,143,162,130,171,198,111,127,108,111,102,120,128,175,193,-1,-1,167,114,67,6823,6719,155,149,121,169,80,6996,154,125
大丈夫,119,124,19821,941,1221,782,90,103,104,346,111,718,136,113,406,136,125,106,162,109,120,48,16814,671,141,1448,-1,18506,182,105,267,410,108,17048,341,274
ねえ,125,8967,17263,-1,4936,7969,64,161,388,-1,405,275,708,570,640,475,439,294,310,262,286,-1,-1,144,215,-1,10015,21631,-1,170,1052,490,-1,-1,1368,901
気,128,164,1540,32,220,86,329,95,83,194,90,119,103,99,44,103,94,92,80,106,119,85,11462,161,361,-1,366,291,42,98,79,97,38,1451,218,169
うわ,130,379,21998,-1,17756,12937,481,314,647,7871,673,3917,212,448,1327,231,214,427,755,3982,3699,-1,-1,6367,373,366,1919,3266,-1,331,4781,4868,16176,-1,799,762
のに,134,-1,-1,-1,-1,-1,101,107,-1,-1,-1,182,-1,-1,-1,-1,-1,-1,113,-1,-1,-1,-1,96,142,79,1517,961,-1,110,-1,-1,-1,3553,268,-1
みたい,137,59,9757,-1,443,345,115,123,125,163,132,246,184,125,212,184,169,118,110,159,174,-1,-1,187,172,95,12342,12543,134,133,188,213,67,9333,60,88
だから,138,-1,-1,-1,508,-1,60,142,-1,-1,-1,247,-1,-1,-1,-1,-1,-1,106,16377,16789,-1,2529,89,98,43,10146,20593,-1,150,-1,-1,-1,15215,79,-1
かも,141,3492,17818,3823,16823,14361,374,119,17844,14867,6148,149,10751,16732,8515,20274,19000,21252,105,12817,13029,-1,-1,807,370,176,1279,1408,6792,124,-1,19038,6562,3386,187,47764
お願い,143,-1,-1,-1,-1,1008,372,204,-1,-1,-1,1119,-1,-1,-1,-1,-1,-1,326,-1,-1,176,9643,1697,428,2794,12144,9762,-1,212,438,-1,-1,10318,237,808
帰る,151,-1,7723,-1,-1,1581,169,141,137,-1,-1,194,-1,-1,178,215,198,122,229,-1,-1,315,-1,203,206,2232,1215,957,-1,148,561,245,-1,2254,452,471
手,152,332,377,21,250,200,342,130,131,737,138,91,126,240,38,126,117,228,83,133,154,21,8107,79,310,-1,147,153,43,125,203,87,41,341,240,263
とか,154,-1,12803,14492,-1,-1,106,170,-1,-1,-1,215,-1,-1,20824,-1,-1,-1,114,23516,23627,-1,2269,146,174,76,4176,2230,20753,180,-1,22946,-1,6968,32,34040
やめる,159,-1,18125,-1,-1,4428,588,118,118,7314,22476,607,21913,21630,-1,173,160,192,347,-1,-1,3447,-1,4799,202,164,1798,1571,-1,122,342,528,21713,6214,631,500
うち,161,711,285,-1,-1,955,-1,225,431,4561,6225,171,5166,3277,98,349,321,289,337,414,451,-1,3522,-1,245,159,119,137,12839,234,1080,216,6812,417,486,386
あんた,164,-1,-1,-1,1829,11251,173,169,173,-1,-1,353,-1,-1,-1,166,153,140,435,162,189,-1,23997,472,284,178,-1,-1,-1,178,920,468,-1,17460,4832,3685
まあ,165,45,-1,-1,806,759,149,195,192,113,201,282,199,112,216,199,182,105,195,345,340,-1,17284,287,271,120,5036,5141,73,205,653,321,49,18103,123,117
あぁ,167,-1,-1,-1,-1,-1,-1,2462,2298,-1,-1,6831,-1,-1,-1,226,209,625,204,387,441,-1,-1,-1,2225,-1,-1,-1,-1,2588,2748,998,-1,-1,665,269
・,169,-1,-1,-1,-1,-1,-1,1243,-1,-1,-1,98,-1,-1,-1,-1,-1,-1,228,-1,32,-1,-1,-1,-1,-1,5,-1,-1,1313,-1,81,-1,-1,57,-1
日,170,180,20,35,200,56,287,125,197,202,206,93,385,229,45,385,356,218,191,129,144,329,551,217,366,-1,78,61,246,126,258,88,158,17,120,109
そして,174,784,317,-1,185,137,268,194,205,84,214,122,164,335,61,164,151,319,125,131,143,-1,37,61,221,65,22647,10977,-1,204,391,113,-1,499,93,69
目,177,310,74,38,233,108,227,146,178,134,187,88,186,203,25,186,171,194,109,152,173,41,5982,74,301,-1,125,134,37,151,403,76,53,110,162,110
はっ,178,1822,19584,-1,17399,22112,-1,457,484,-1,417,2050,168,287,2604,168,155,344,214,5521,5624,-1,-1,-1,199,257,2952,10991,-1,477,1340,3036,-1,18146,1261,1068
こっち,179,130,-1,1516,2285,5905,222,211,222,160,232,560,201,220,-1,201,184,209,264,233,251,-1,-1,579,207,-1,15968,13043,91,219,1028,595,114,21925,381,234
なさる,180,355,-1,-1,1351,2570,1435,197,152,169,160,302,213,145,189,213,196,136,331,-1,-1,22054,-1,1116,1302,352,1920,3027,312,206,1001,320,150,9447,1479,795
あいつ,184,601,22535,3545,4391,13234,270,256,256,357,268,703,127,211,512,127,118,201,405,340,376,-1,-1,853,324,210,9024,10410,493,264,882,745,286,14282,1593,1382
として,185,-1,-1,-1,92,-1,181,212,-1,-1,-1,107,-1,-1,-1,-1,-1,-1,130,-1,-1,-1,78,54,296,107,49,34,-1,221,-1,-1,-1,24,70,-1
ま,189,11455,1273,1887,3377,4757,205,254,641,682,2512,447,564,4598,2279,360,332,331,190,22,26,2153,7235,330,5679,-1,67,80,263,272,819,524,2638,550,307,138
さあ,190,1240,-1,-1,2459,6533,334,177,195,5984,204,575,248,288,391,248,230,274,866,194,218,-1,12798,559,250,254,5413,9764,-1,188,845,910,17779,-1,886,586
やっぱり,194,-1,22853,-1,935,2395,230,366,361,-1,-1,655,-1,-1,-1,275,255,168,211,1261,1188,118,-1,659,236,139,-1,22828,-1,389,892,480,-1,17863,206,167
どうして,197,-1,-1,-1,1113,-1,195,305,-1,-1,-1,312,-1,-1,-1,-1,-1,-1,236,-1,-1,321,-1,284,265,135,6022,6444,-1,320,-1,-1,-1,16732,1232,-1
何で,199,-1,-1,-1,-1,-1,76,423,-1,-1,-1,3029,-1,-1,-1,-1,-1,-1,1624,-1,-1,893,-1,447,277,154,-1,-1,-1,453,-1,-1,-1,-1,1331,-1
ええ,202,68,-1,-1,2085,5675,142,165,164,-1,173,424,325,231,434,325,300,220,275,150,170,-1,-1,394,259,129,10130,19248,-1,172,687,499,-1,15588,1792,614
頑張る,205,359,-1,-1,943,413,2103,296,296,914,309,3173,355,191,2824,355,327,182,408,-1,-1,107,-1,12254,412,627,16254,16026,451,312,557,1267,196,12348,561,278
しれる,207,183,-1,-1,418,147,1415,350,324,103,338,185,257,258,208,257,239,245,155,-1,-1,1469,-1,712,748,512,4209,5059,83,370,311,165,93,5429,259,163
ねぇ,208,-1,-1,-1,-1,5958,-1,2294,3893,-1,-1,1881,-1,-1,-1,532,489,1062,280,682,721,-1,-1,-1,1972,-1,-1,-1,-1,2413,501,1092,-1,19964,598,243
そういう,209,-1,-1,-1,-1,-1,5082,346,-1,-1,-1,244,-1,-1,-1,-1,-1,-1,140,-1,-1,141,-1,2857,312,172,3485,2530,-1,371,-1,-1,-1,12464,66,-1
なぁ,213,-1,-1,-1,-1,1845,-1,1391,1392,-1,-1,2054,-1,-1,-1,254,236,413,197,1026,1164,-1,-1,-1,1519,229,-1,-1,-1,1457,714,801,-1,20287,501,194
しかし,217,3704,111,-1,178,217,300,355,345,81,360,115,190,435,71,190,175,415,208,254,256,-1,4,56,347,106,9345,5711,-1,375,321,126,-1,164,342,303
はぁ,219,-1,-1,-1,-1,-1,-1,1342,1449,-1,-1,5602,-1,-1,-1,293,272,609,104,3568,4200,-1,-1,-1,645,202,-1,-1,-1,1411,2312,1405,-1,-1,3548,1058
たり,221,122,291,-1,163,68,2178,236,279,104,291,129,376,198,77,376,347,189,164,391,410,-1,-1,1772,1042,1604,56,39,-1,245,631,139,-1,244,106,81
ごめん,223,215,-1,1727,4205,7439,178,251,181,-1,190,2089,288,126,709,288,267,119,272,241,254,17334,-1,1978,299,185,14218,21715,580,263,1113,632,127,18350,2277,1289
もっと,224,269,4559,-1,646,386,272,219,227,250,237,415,235,223,270,235,218,212,172,214,243,-1,10899,406,235,132,9795,9022,360,229,332,377,116,4582,369,282
家,225,158,64,36,351,266,174,126,136,266,143,118,533,182,86,533,490,204,247,116,137,489,2852,82,504,-1,136,127,228,118,1094,137,201,55,273,345
なんです,226,-1,-1,-1,-1,-1,185,533,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,428,-1,-1,-1,-1,788,473,181,-1,-1,-1,560,-1,-1,-1,-1,101,-1
相手,229,839,825,308,452,258,371,280,258,-1,270,233,207,434,138,207,190,414,268,502,524,347,-1,205,334,-1,228,163,109,292,579,198,195,595,311,483
俺たち,231,-1,-1,-1,-1,-1,564,239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,-1,2133,492,-1,-1,-1,-1,248,-1,-1,-1,-1,2526,-1
ダメ,232,-1,11382,-1,-1,-1,660,135,130,-1,-1,2411,-1,-1,-1,270,251,145,267,209,213,-1,-1,5586,364,195,-1,-1,-1,142,425,885,-1,9214,299,426
くん,234,-1,4245,3910,19112,4703,1696,735,817,3993,13681,661,9832,12292,2166,733,679,142,147,2540,2330,3626,9128,5808,1126,249,1414,5170,15994,764,-1,364,3147,1895,649,604
一緒に,238,-1,-1,-1,-1,-1,180,205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,253,-1,-1,301,-1,315,231,1273,6641,6153,-1,213,-1,-1,-1,-1,669,-1
バカ,244,-1,8660,-1,-1,-1,-1,187,187,-1,-1,1843,-1,-1,-1,195,179,215,767,350,367,-1,19661,-1,394,305,-1,-1,-1,194,1229,1252,-1,4350,1028,1707
おっ,245,315,23165,-1,14121,8192,-1,546,819,-1,799,4260,327,316,-1,327,302,300,911,3059,2608,-1,-1,-1,470,-1,5410,15455,-1,570,7681,2100,-1,-1,1687,589
うい,246,3322,-1,-1,-1,-1,-1,462,10065,3872,10322,2983,8253,4664,9372,8253,7719,4494,265,-1,-1,6324,-1,-1,13827,3569,627,953,19711,480,-1,-1,9188,9191,3201,8273
本当に,248,-1,-1,-1,-1,-1,138,166,-1,-1,-1,493,-1,-1,-1,-1,-1,-1,182,-1,-1,62,-1,271,261,2004,11577,10745,-1,176,-1,-1,-1,6318,136,-1
すいません,249,-1,-1,-1,-1,-1,-1,805,-1,-1,-1,8253,-1,-1,-1,-1,-1,-1,2355,-1,-1,2265,-1,-1,1561,521,-1,-1,-1,841,-1,-1,-1,-1,1902,-1
まさか,250,1483,19083,-1,3418,2927,367,316,315,461,329,858,209,345,581,209,192,328,414,769,784,-1,-1,903,269,165,14770,14542,334,334,1228,593,291,-1,3047,1971
入れる,251,131,3717,-1,291,184,363,188,200,171,209,264,290,310,164,290,269,295,284,-1,-1,55,-1,338,430,-1,214,182,176,196,488,271,178,1032,124,149
ちゃんと,252,210,19729,-1,1603,976,213,449,449,428,467,740,454,224,525,454,419,213,233,670,663,46,-1,721,390,150,-1,23824,503,473,710,650,180,10826,296,289
お父さん,253,-1,-1,-1,-1,-1,217,601,-1,-1,-1,1369,-1,-1,-1,-1,-1,-1,1212,-1,-1,464,18991,1249,1023,2437,-1,-1,-1,632,-1,-1,-1,15108,1380,-1
こそ,254,497,2251,-1,658,523,510,374,251,201,263,356,243,326,211,243,225,310,240,398,422,-1,-1,479,332,177,657,564,18697,397,447,272,19311,2656,590,459
いつも,258,-1,-1,-1,-1,1082,356,249,-1,-1,-1,270,-1,-1,-1,-1,-1,-1,207,-1,-1,23714,21177,351,293,136,2160,1826,-1,261,512,-1,-1,3019,609,397
こいつ,259,567,-1,6244,5243,9969,591,341,332,433,347,914,145,322,559,145,132,306,334,386,423,-1,-1,1058,339,225,20189,20302,344,362,397,824,271,-1,761,667
おお,262,171,12335,-1,5186,7622,-1,416,1096,-1,644,1180,365,424,733,517,475,592,524,950,1108,-1,13340,-1,1164,280,417,1144,-1,440,1031,1726,-1,3999,1145,926
どういう,263,-1,-1,-1,-1,3684,255,365,-1,-1,-1,539,-1,-1,-1,-1,-1,-1,445,-1,-1,800,-1,580,352,192,15996,12072,-1,391,1261,-1,-1,19219,389,343
いける,265,10047,21524,-1,-1,800,531,406,377,3284,15012,420,12757,13717,8655,323,298,280,285,-1,-1,-1,-1,551,7937,-1,1868,2120,11603,428,458,374,9949,4208,161,150
オレ,267,13446,12000,-1,-1,8447,-1,764,783,-1,-1,1566,-1,-1,-1,198,181,1636,535,327,384,-1,14134,-1,4685,473,-1,-1,-1,793,839,719,-1,8716,4663,2514
どうぞ,268,303,-1,-1,2656,1060,202,274,274,607,286,1255,959,526,882,959,891,504,1086,351,377,-1,-1,1342,548,294,8279,10484,1380,287,2049,1549,763,-1,1701,711
つもり,270,964,5086,-1,992,1536,-1,318,316,-1,330,341,266,396,214,266,248,376,290,203,241,-1,-1,-1,306,140,5515,6300,221,336,2085,345,206,6396,1095,1532
なんで,271,-1,-1,-1,-1,-1,76,389,-1,-1,-1,1357,-1,-1,-1,-1,-1,-1,269,-1,-1,893,-1,447,276,154,-1,-1,-1,412,-1,-1,-1,-1,372,-1
何だ,274,8120,-1,-1,-1,21370,85,242,20924,3069,21486,3837,10998,11767,8404,10998,10319,11317,2334,-1,-1,4475,-1,255,100,113,6872,7468,-1,254,-1,13863,-1,-1,4209,27424
お母さん,275,-1,-1,-1,-1,-1,204,505,-1,-1,-1,1338,-1,-1,-1,-1,-1,-1,942,-1,-1,303,19835,1199,1018,2279,-1,-1,-1,527,-1,-1,-1,14207,1432,-1
どんな,276,581,5815,-1,548,302,317,272,298,184,311,324,336,354,174,336,310,337,367,213,244,-1,-1,294,308,153,4273,3016,440,285,667,330,283,5866,377,355
こちら,277,-1,2715,-1,-1,602,293,436,433,-1,-1,386,-1,-1,152,496,455,717,357,336,386,-1,-1,400,441,143,3449,2857,-1,458,192,322,-1,2277,159,90
ずっと,278,211,5827,-1,917,650,240,285,283,258,296,460,356,228,279,356,328,217,227,293,325,-1,21900,450,302,133,6491,5202,381,302,1516,367,149,5722,445,316
す,279,8120,1160,1223,2471,2425,278,685,891,8719,3710,780,3172,7382,2970,1885,1751,2316,480,19,20,6090,4219,480,584,-1,58,168,2422,723,1230,809,4714,2350,643,214
ので,282,-1,-1,-1,-1,-1,162,282,-1,-1,-1,130,-1,-1,-1,-1,-1,-1,205,-1,-1,-1,4984,17,297,97,445,375,-1,295,-1,-1,-1,455,48,-1
信じる,286,-1,13540,-1,7401,9400,308,192,1082,-1,-1,428,-1,-1,273,1595,1481,3156,376,-1,-1,772,-1,418,415,9145,3343,3051,-1,200,1157,2823,-1,3511,877,3120
なあ,288,7460,-1,-1,9234,3295,354,336,505,-1,884,431,730,791,513,381,352,157,419,632,670,-1,-1,449,358,-1,5003,8204,-1,355,402,545,-1,-1,1103,727
だが,289,-1,-1,-1,612,-1,368,189,-1,-1,-1,191,-1,-1,-1,-1,-1,-1,261,-1,-1,-1,74,63,295,68,-1,-1,-1,195,-1,-1,-1,2436,4931,-1
め,290,310,6322,38,233,11199,227,273,723,134,187,455,186,203,25,684,634,1355,392,748,788,41,15624,74,675,-1,72,164,37,286,813,1080,53,2181,1632,1512
これから,291,-1,-1,-1,-1,-1,343,491,-1,-1,-1,589,-1,-1,-1,-1,-1,-1,411,-1,-1,142,15792,636,393,183,7914,6786,-1,513,-1,-1,-1,8255,421,-1
うわる,294,16266,-1,-1,-1,-1,-1,1402,-1,6353,-1,24252,-1,17663,23238,-1,-1,16969,3462,-1,-1,-1,-1,-1,-1,11100,22592,-1,24478,1474,-1,-1,-1,-1,4628,39033
はあ,295,144,-1,-1,6343,10040,326,525,520,-1,540,1230,180,204,1583,251,233,195,450,24853,-1,-1,-1,1353,386,-1,-1,24813,-1,545,1885,1811,-1,-1,7058,5428
きっと,299,-1,18977,3610,-1,2537,403,360,352,-1,-1,496,-1,-1,319,369,340,276,266,453,499,-1,14415,486,286,147,9245,9942,-1,379,606,428,-1,14198,3002,1195
それで,300,-1,-1,-1,2239,-1,228,271,-1,-1,-1,346,-1,-1,-1,-1,-1,-1,298,-1,-1,-1,8461,233,863,-1,15060,-1,-1,284,-1,-1,-1,20180,354,-1
らしい,301,249,4119,-1,528,511,672,317,398,102,415,145,393,386,83,393,364,366,187,-1,-1,-1,19300,260,318,102,884,987,499,335,165,149,465,1097,640,407
さっき,302,271,-1,4972,3499,4120,429,459,440,-1,457,523,256,271,341,256,238,258,235,891,912,18840,-1,553,336,174,18686,22614,434,481,1842,466,157,-1,360,371
がる,305,1168,17957,-1,3010,1931,1837,333,671,361,697,444,1097,732,382,1097,1019,704,317,-1,-1,-1,-1,1083,-1,-1,466,367,875,352,1571,779,399,2684,1032,1866
など,306,952,28,15617,72,39,392,348,343,94,358,133,252,568,72,252,234,546,201,555,589,-1,50,69,425,111,14,13,-1,369,607,127,-1,29,131,120
じゃん,308,79,-1,-1,5506,4197,249,594,573,1439,596,4080,424,195,4080,424,393,186,533,1711,948,-1,-1,2079,593,277,19107,20368,-1,638,-1,1774,23200,13305,176,216
私たち,312,-1,-1,-1,-1,581,383,203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,732,-1,-1,405,-1,383,398,934,-1,-1,-1,211,1600,-1,-1,-1,636,292
っす,318,-1,-1,-1,-1,9780,394,719,304,-1,-1,5038,-1,-1,-1,149,136,153,595,-1,-1,-1,-1,5483,1413,392,2196,3420,-1,758,6774,1113,-1,13804,509,499
んで,323,-1,-1,-1,12836,14702,212,565,6072,-1,-1,894,-1,-1,-1,3276,3056,3150,809,-1,-1,-1,-1,604,3682,949,2569,3935,-1,598,-1,7522,-1,14358,265,3025
ちる,328,13446,-1,-1,9212,8862,2212,440,18697,1251,5071,716,2716,4377,2426,8799,8238,22947,82,-1,-1,4352,-1,1575,18701,2674,66,167,3206,461,3854,19862,2239,934,1680,21815
痛い,331,336,-1,-1,1894,1450,274,487,432,541,449,1243,347,447,804,347,319,426,363,-1,-1,162,-1,612,721,1105,5781,5168,752,507,1591,882,244,15688,571,807
ハッ,333,8120,-1,-1,-1,-1,-1,411,400,-1,-1,3765,23379,-1,-1,244,226,273,3407,8001,7563,-1,-1,-1,-1,-1,-1,-1,-1,435,4360,10865,-1,14748,4307,5161
あんな,335,681,19533,-1,3838,3455,419,507,591,332,617,760,378,490,386,378,349,469,616,712,730,-1,19162,737,342,190,8436,12275,1014,531,1359,657,515,17269,1309,1664
よろしく,338,964,-1,-1,1592,604,557,522,485,888,503,2530,585,400,1400,585,542,380,772,1181,1135,1069,-1,3038,599,333,12543,10798,797,546,355,1667,549,19435,560,321
負ける,339,1027,20746,-1,2255,1809,639,532,482,643,500,1444,278,393,827,278,257,373,749,-1,-1,330,-1,1340,475,-1,2691,2486,585,556,1110,1048,565,4391,1057,913
あー,340,282,-1,-1,6687,-1,1417,500,1277,-1,922,2774,366,432,-1,749,693,505,394,1028,1006,-1,-1,3837,1696,-1,-1,-1,-1,526,1824,1608,-1,22297,344,225
犯人,341,4649,4022,3375,2873,4097,269,558,519,-1,539,602,1641,1648,1641,1641,1524,1590,2217,342,435,6277,20972,628,2239,-1,4127,4227,2769,579,1771,949,1374,4366,7139,5375
とこ,344,-1,21433,-1,-1,7586,-1,626,534,-1,-1,1430,-1,-1,-1,330,305,340,739,798,771,-1,-1,-1,449,-1,1404,2730,-1,661,6087,1765,-1,11032,1455,538
