word,NETFLIX_rank,CEJC_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JPDB,KOKUGOJITEN,MONODICTS,NAROU,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
た,4,4,4,3,405,8,9,63,4,4,2,4,4,4,2,7472,4,4,2,5,5,5,10170,4906,18,409,-1,8,7,5774,7,5,21045,6,8,9
を,6,38,5,8,-1,5,5,4,6,6,7,6,8,7,12,-1,7,7,12,7,8,8,-1,57,-1,7,5,3,2,-1,2,9,-1,5,5,8
が,7,12,9,7,1906,10,4,3,7,8,8,8,10,8,7,19996,8,8,7,8,11,11,-1,26,19854,5,4,6,5,3087,9,10,8925,7,4,7
て,8,5,6,5,21,4,2,86,8,7,4,7,7,6,4,38,6,6,4,3,4,4,21,7917,122,384,-1,7,6,43,4,6,41,10,2,2
で,13,11,7,16,3,19,12,9,13,12,13,12,17,12,11,14633,12,12,11,14,12,12,1209,22,-1,13,6,11,11,7727,11,17,7453,11,13,13
てる,16,18,3931,21,-1,97,54,58,16,15,52,15,72,20,17,135,20,18,17,24,-1,-1,21446,-1,201,2801,478,356,563,-1,31,56,20233,1675,34,27
ん,17,82,306,11,-1,3051,132,37,17,20,-1,-1,28,-1,-1,-1,16,16,14,12,18,21,-1,2888,147,18,47,24,47,-1,20,35,-1,272,17,19
です,18,20,1121,14,-1,31,14,17,18,17,21,17,27,23,18,57,23,21,18,21,21055,22192,-1,4412,40,22,23,841,717,-1,17,27,-1,968,9,12
う,25,6059,2121,24,5791,6003,9411,134,25,397,-1,-1,30,6100,20549,15634,135,124,254,20,21,25,-1,5001,652,132,-1,27,45,-1,393,563,-1,133,39,376
れる,30,86,27,33,-1,29,20,991,30,31,23,35,29,38,52,48,38,35,47,29,-1,-1,-1,-1,1022,1175,-1,18,16,-1,18,25,-1,13,29,31
いい,31,4442,1152,36,1703,20628,213,51,31,29,3384,16719,76,5159,9899,31,41,38,29,42,17211,16181,-1,24573,83,46,34,437,387,4367,54,66,3688,1349,68,48
じゃ,35,4252,3438,26,-1,2391,3343,23,34,211,192,220,65,123,450,3765,123,114,202,36,47,56,-1,24371,52,161,80,406,893,20529,236,222,8053,2190,52,285
この,38,80,30,34,-1,55,46,34,38,41,32,46,37,30,45,13,30,27,41,47,54,63,-1,139,12,24,27,156,119,19,30,44,23,34,28,29
って,40,19,4021,31,-1,121,106,12,40,38,46,42,104,32,26,-1,32,29,23,37,66,64,-1,13087,22,23,21,421,744,-1,46,67,-1,3172,37,24
ば,46,90,119,58,401,75,34,443,46,46,37,51,44,50,62,230,50,46,57,45,60,68,1378,13492,385,2302,-1,52,51,258,43,42,474,125,45,51
それ,48,8967,83,44,515,66,124,21518,48,37,25,8431,35,7966,8732,7,35,32,32,33,33,40,-1,8420,3087,49,17,155,110,8,47,33,8,147,35,34
ぞ,49,623,6472,60,-1,858,1494,81,50,51,133,57,209,48,77,-1,48,45,72,101,71,82,-1,-1,155,61,66,123,170,-1,173,197,-1,3455,291,253
でも,50,-1,-1,57,-1,303,-1,28,49,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,49,3266,3203,-1,519,29,67,29,1009,675,-1,-1,-1,-1,395,75,-1
お前,55,-1,7361,46,-1,-1,4023,47,55,56,-1,-1,303,-1,-1,1067,33,30,54,148,67,78,164,10061,289,101,442,5837,6258,-1,141,207,-1,7057,223,258
けど,57,-1,5686,53,-1,6669,273,40,57,55,-1,-1,146,-1,-1,218,69,63,40,41,88,96,-1,-1,123,70,38,9780,10553,-1,85,95,-1,7056,27,32
だけ,66,96,238,74,-1,106,57,73,66,60,53,66,67,62,73,24,62,57,68,48,78,89,-1,-1,34,85,33,272,195,-1,118,58,-1,262,55,67
あっ,69,28,40,37,-1,1886,1410,-1,68,76,-1,83,1448,43,40,6632,43,40,36,60,844,615,-1,20042,-1,56,91,8759,20362,-1,608,512,-1,11079,319,193
へ,71,440,43,90,-1,94,80,100,70,73,38,80,43,99,184,-1,99,90,175,65,92,102,-1,1995,-1,102,64,50,43,-1,41,57,-1,39,133,148
せる,74,257,272,79,-1,113,67,8032,72,70,54,77,71,79,105,129,79,73,98,64,-1,-1,-1,-1,7263,6331,-1,53,49,17360,56,61,11237,84,114,92
あ,77,-1,2477,47,8887,2117,4087,49,75,108,2197,3741,231,1682,23037,9670,64,59,48,32,29,37,9106,2395,183,44,-1,121,187,4358,211,202,14404,1026,177,93
まで,78,112,44,75,1118,87,47,91,76,71,51,78,58,61,84,23,61,56,77,55,87,100,12804,688,33,97,44,111,82,-1,112,59,-1,41,76,70
られる,80,196,100,89,-1,77,51,3423,77,78,49,85,60,86,108,21,86,79,101,59,-1,-1,-1,-1,2892,4104,-1,44,31,-1,99,54,-1,36,95,94
あの,86,31,4382,54,-1,16210,1034,39,84,87,83,94,83,83,97,39,83,76,90,84,103,118,-1,10248,25,65,48,2244,1999,88,94,107,50,3055,128,103
く,92,681,2899,64,2596,980,16536,358,89,3141,9535,3231,240,2799,7731,1845,2799,2607,7438,22,25,29,13678,4900,349,1407,-1,61,184,3311,5897,5255,8183,977,249,1922
気,98,164,1540,128,32,220,86,329,95,83,194,90,119,103,99,44,103,94,92,80,106,119,85,11462,161,361,-1,366,291,42,79,97,38,1451,218,169
そんな,102,128,2551,76,-1,276,148,65,101,119,79,126,121,93,94,53,93,85,87,57,119,131,-1,-1,68,90,40,3130,3993,36,132,85,34,3555,97,129
大丈夫,105,124,19821,119,941,1221,782,90,103,104,346,111,718,136,113,406,136,125,106,162,109,120,48,16814,671,141,1448,-1,18506,182,267,410,108,17048,341,274
ぬ,106,7460,2277,97,-1,13453,65,2550,104,40,-1,-1,51,-1,-1,-1,36,33,45,78,227,248,-1,18678,1498,1754,-1,36,33,-1,34,36,-1,74,225,52
なんて,108,295,10589,94,-1,471,317,83,106,115,148,122,202,109,104,192,109,100,97,90,151,168,-1,-1,156,106,60,11017,10444,-1,171,166,-1,8470,359,363
のに,110,-1,-1,134,-1,-1,-1,101,107,-1,-1,-1,182,-1,-1,-1,-1,-1,-1,113,-1,-1,-1,-1,96,142,79,1517,961,-1,-1,-1,-1,3553,268,-1
ありがとう,117,186,13721,113,-1,1487,742,128,113,114,-1,121,1118,263,133,674,263,245,124,250,123,136,188,2979,1415,218,173,20158,15363,-1,101,573,-1,7875,285,141
家,118,158,64,225,36,351,266,174,126,136,266,143,118,533,182,86,533,490,204,247,116,137,489,2852,82,504,-1,136,127,228,1094,137,201,55,273,345
やめる,122,-1,18125,159,-1,-1,4428,588,118,118,7314,22476,607,21913,21630,-1,173,160,192,347,-1,-1,3447,-1,4799,202,164,1798,1571,-1,342,528,21713,6214,631,500
かも,124,3492,17818,141,3823,16823,14361,374,119,17844,14867,6148,149,10751,16732,8515,20274,19000,21252,105,12817,13029,-1,-1,807,370,176,1279,1408,6792,-1,19038,6562,3386,187,47764
手,125,332,377,152,21,250,200,342,130,131,737,138,91,126,240,38,126,117,228,83,133,154,21,8107,79,310,-1,147,153,43,203,87,41,341,240,263
日,126,180,20,170,35,200,56,287,125,197,202,206,93,385,229,45,385,356,218,191,129,144,329,551,217,366,-1,78,61,246,258,88,158,17,120,109
一,129,65,57,99,5,42,157,266,200,18148,-1,-1,41,-1,-1,15,17870,16748,-1,95,114,130,115,1215,200,411,2391,19,18,26,187,47,35,51,100,99
だって,131,-1,-1,91,-1,2977,-1,84,124,18241,-1,-1,173,-1,-1,-1,13191,12365,19946,94,-1,24915,-1,-1,165,151,82,11013,6935,-1,-1,16298,-1,11148,302,18383
みたい,133,59,9757,137,-1,443,345,115,123,125,163,132,246,184,125,212,184,169,118,110,159,174,-1,-1,187,172,95,12342,12543,134,188,213,67,9333,60,88
えっ,137,55,-1,68,-1,3964,4405,41,131,143,-1,150,1678,75,69,1369,75,69,64,194,816,716,-1,-1,1766,123,149,10831,-1,-1,1580,945,-1,24237,538,306
了,140,-1,12734,4480,1235,-1,-1,2189,12297,-1,-1,-1,4591,11134,6507,3442,10726,10063,6133,20979,4368,3696,2248,2844,6250,10810,5584,6203,4668,-1,4673,9142,-1,7186,23930,14061
ダメ,142,-1,11382,232,-1,-1,-1,660,135,130,-1,-1,2411,-1,-1,-1,270,251,145,267,209,213,-1,-1,5586,364,195,-1,-1,-1,425,885,-1,9214,299,426
くださる,144,199,-1,100,-1,237,130,1044,136,134,143,141,327,150,139,611,150,137,130,202,-1,-1,8,-1,1130,181,348,4675,3776,139,61,238,110,7099,103,78
なんだ,146,8120,-1,92,-1,-1,21370,85,139,20924,3069,21486,3837,10998,11767,8404,10998,10319,11317,87,-1,-1,4475,-1,255,99,113,6872,7468,-1,-1,13863,-1,-1,213,27424
帰る,148,-1,7723,151,-1,-1,1581,169,141,137,-1,-1,194,-1,-1,178,215,198,122,229,-1,-1,315,-1,203,206,2232,1215,957,-1,561,245,-1,2254,452,471
こんな,149,230,7635,114,-1,435,272,122,143,162,130,171,198,111,127,108,111,102,120,128,175,193,-1,-1,167,114,67,6823,6719,155,121,169,80,6996,154,125
だから,150,-1,-1,138,-1,508,-1,60,142,-1,-1,-1,247,-1,-1,-1,-1,-1,-1,106,16377,16789,-1,2529,89,98,43,10146,20593,-1,-1,-1,-1,15215,79,-1
目,151,310,74,177,38,233,108,227,146,178,134,187,88,186,203,25,186,171,194,109,152,173,41,5982,74,301,-1,125,134,37,403,76,53,110,162,110
ら,152,6881,66,108,-1,-1,555,-1,145,81,1285,9055,189,5143,6693,-1,56,51,111,212,24,28,-1,2760,-1,377,-1,84,125,-1,63,121,-1,212,276,139
ちゃん,160,83,1863,70,-1,570,437,59,152,95,150,102,287,74,39,648,74,68,35,73,450,389,-1,12863,258,127,93,8359,8187,97,767,155,25,725,934,232
ちゃう,161,56,21567,87,-1,551,543,2435,153,154,259,162,499,119,81,839,119,110,75,91,-1,18111,-1,-1,13231,3567,1439,8447,9538,-1,347,303,-1,4417,115,101
不,165,1063,312,1995,1450,496,2552,2929,3921,351,156,367,1416,480,504,196,480,442,482,4690,383,416,2088,7170,5968,4546,-1,1080,540,244,9773,293,161,1386,3811,2128
じゃあ,167,11455,-1,103,-1,2927,7932,87,158,165,9501,-1,567,-1,-1,812,158,145,91,169,249,263,-1,18785,560,188,-1,-1,-1,-1,251,452,-1,-1,190,156
ねえ,170,8967,17263,125,-1,4936,7969,64,161,388,-1,405,275,708,570,640,475,439,294,310,262,286,-1,-1,144,215,-1,10015,21631,-1,1052,490,-1,-1,1368,901
ええ,172,68,-1,202,-1,2085,5675,142,165,164,-1,173,424,325,231,434,325,300,220,275,150,170,-1,-1,394,259,129,10130,19248,-1,687,499,-1,15588,1792,614
という,173,-1,-1,111,-1,51,-1,135,164,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,69,-1,-1,-1,86,10,163,50,154,55,-1,-1,-1,-1,47,21,-1
あれ,174,185,1416,109,-1,8138,2566,114,163,194,172,543,262,296,235,106,124,115,137,223,251,262,-1,18105,269,112,98,2328,2331,159,117,268,135,11366,186,191
本当に,176,-1,-1,248,-1,-1,-1,138,166,-1,-1,-1,493,-1,-1,-1,-1,-1,-1,182,-1,-1,62,-1,271,261,2004,11577,10745,-1,-1,-1,-1,6318,136,-1
あんた,178,-1,-1,164,-1,1829,11251,173,169,173,-1,-1,353,-1,-1,-1,166,153,140,435,162,189,-1,23997,472,284,178,-1,-1,-1,920,468,-1,17460,4832,3685
とか,180,-1,12803,154,14492,-1,-1,106,170,-1,-1,-1,215,-1,-1,20824,-1,-1,-1,114,23516,23627,-1,2269,146,174,76,4176,2230,20753,-1,22946,-1,6968,32,34040
さあ,188,1240,-1,190,-1,2459,6533,334,177,195,5984,204,575,248,288,391,248,230,274,866,194,218,-1,12798,559,250,254,5413,9764,-1,845,910,17779,-1,886,586
バカ,194,-1,8660,244,-1,-1,-1,-1,187,187,-1,-1,1843,-1,-1,-1,195,179,215,767,350,367,-1,19661,-1,394,305,-1,-1,-1,1229,1252,-1,4350,1028,1707
だが,195,-1,-1,289,-1,612,-1,368,189,-1,-1,-1,191,-1,-1,-1,-1,-1,-1,261,-1,-1,-1,74,63,295,68,-1,-1,-1,-1,-1,-1,2436,4931,-1
入れる,196,131,3717,251,-1,291,184,363,188,200,171,209,264,290,310,164,290,269,295,284,-1,-1,55,-1,338,430,-1,214,182,176,488,271,178,1032,124,149
信じる,200,-1,13540,286,-1,7401,9400,308,192,1082,-1,-1,428,-1,-1,273,1595,1481,3156,376,-1,-1,772,-1,418,415,9145,3343,3051,-1,1157,2823,-1,3511,877,3120
そして,204,784,317,174,-1,185,137,268,194,205,84,214,122,164,335,61,164,151,319,125,131,143,-1,37,61,221,65,22647,10977,-1,391,113,-1,499,93,69
まあ,205,45,-1,165,-1,806,759,149,195,192,113,201,282,199,112,216,199,182,105,195,345,340,-1,17284,287,271,120,5036,5141,73,653,321,49,18103,123,117
なさる,206,355,-1,180,-1,1351,2570,1435,197,152,169,160,302,213,145,189,213,196,136,331,-1,-1,22054,-1,1116,1302,352,1920,3027,312,1001,320,150,9447,1479,795
好,209,13446,2989,6577,85,8063,4404,-1,3980,3904,1568,4005,5562,3455,3597,2050,3455,3225,3469,9909,1688,1689,980,1930,18060,7272,137,2836,2202,3042,3613,3522,3613,2843,8677,6090
私たち,211,-1,-1,312,-1,-1,581,383,203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,732,-1,-1,405,-1,383,398,934,-1,-1,-1,1600,-1,-1,-1,636,292
お願い,212,-1,-1,143,-1,-1,1008,372,204,-1,-1,-1,1119,-1,-1,-1,-1,-1,-1,326,-1,-1,176,9643,1697,428,2794,12144,9762,-1,438,-1,-1,10318,237,808
一緒に,213,-1,-1,238,-1,-1,-1,180,205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,253,-1,-1,301,-1,315,231,1273,6641,6153,-1,-1,-1,-1,-1,669,-1
べし,215,1086,11347,422,-1,252,233,10295,208,207,149,216,239,342,539,133,342,316,517,286,-1,-1,-1,-1,4335,8158,2142,218,152,-1,371,223,-1,704,391,302
こっち,219,130,-1,179,1516,2285,5905,222,211,222,160,232,560,201,220,-1,201,184,209,264,233,251,-1,-1,579,207,-1,15968,13043,91,1028,595,114,21925,381,234
として,221,-1,-1,185,-1,92,-1,181,212,-1,-1,-1,107,-1,-1,-1,-1,-1,-1,130,-1,-1,-1,78,54,296,107,49,34,-1,-1,-1,-1,24,70,-1
どうも,222,-1,-1,379,-1,-1,-1,340,213,-1,-1,-1,671,-1,-1,-1,-1,-1,-1,1120,-1,-1,-1,-1,745,765,343,9786,10838,-1,-1,-1,-1,-1,717,-1
ママ,224,296,7909,345,-1,3002,1413,288,215,235,-1,-1,1610,-1,-1,2827,742,687,874,3226,215,245,-1,3672,1798,1542,599,-1,19868,4274,1047,1912,2384,4330,6474,3024
もっと,229,269,4559,224,-1,646,386,272,219,227,250,237,415,235,223,270,235,218,212,172,214,243,-1,10899,406,235,132,9795,9022,360,332,377,116,4582,369,282
うち,234,711,285,161,-1,-1,955,-1,225,431,4561,6225,171,5166,3277,98,349,321,289,337,414,451,-1,3522,-1,245,159,119,137,12839,1080,216,6812,417,486,386
ウソ,240,-1,-1,762,-1,-1,-1,-1,231,236,-1,-1,7446,-1,-1,-1,735,681,512,2108,752,727,-1,-1,-1,877,740,16619,-1,-1,3523,5152,-1,17390,4031,3810
女性,244,944,318,555,1293,439,141,301,237,309,-1,323,439,2200,700,364,2200,2041,673,919,305,332,385,521,442,1292,-1,469,318,273,337,315,665,322,880,464
たり,245,122,291,221,-1,163,68,2178,236,279,104,291,129,376,198,77,376,347,189,164,391,410,-1,-1,1772,1042,1604,56,39,-1,631,139,-1,244,106,81
俺たち,248,-1,-1,231,-1,-1,-1,564,239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,-1,2133,492,-1,-1,-1,-1,-1,-1,-1,-1,2526,-1
何だ,254,8120,-1,274,-1,-1,21370,85,242,20924,3069,21486,3837,10998,11767,8404,10998,10319,11317,2334,-1,-1,4475,-1,255,100,113,6872,7468,-1,-1,13863,-1,-1,4209,27424
いつも,261,-1,-1,258,-1,-1,1082,356,249,-1,-1,-1,270,-1,-1,-1,-1,-1,-1,207,-1,-1,23714,21177,351,293,136,2160,1826,-1,512,-1,-1,3019,609,397
ごめん,263,215,-1,223,1727,4205,7439,178,251,181,-1,190,2089,288,126,709,288,267,119,272,241,254,17334,-1,1978,299,185,14218,21715,580,1113,632,127,18350,2277,1289
あいつ,264,601,22535,184,3545,4391,13234,270,256,256,357,268,703,127,211,512,127,118,201,405,340,376,-1,-1,853,324,210,9024,10410,493,882,745,286,14282,1593,1382
ま,272,11455,1273,189,1887,3377,4757,205,254,641,682,2512,447,564,4598,2279,360,332,331,190,22,26,2153,7235,330,5679,-1,67,80,263,819,524,2638,550,307,138
在,273,-1,3760,9966,703,24397,15998,3188,-1,22465,2200,23069,7418,4958,2989,4746,4958,4625,2883,11989,4919,4960,5323,-1,9387,13329,-1,4583,2553,24292,-1,7360,21478,3104,4761,15497
パパ,278,342,12251,440,-1,4748,1591,420,267,276,-1,-1,2374,-1,-1,4295,1125,1043,1110,3135,210,255,-1,5430,2435,1833,636,-1,-1,4018,-1,3163,3187,6663,5642,4184
それで,284,-1,-1,300,-1,2239,-1,228,271,-1,-1,-1,346,-1,-1,-1,-1,-1,-1,298,-1,-1,-1,8461,233,863,-1,15060,-1,-1,-1,-1,-1,20180,354,-1
どんな,285,581,5815,276,-1,548,302,317,272,298,184,311,324,336,354,174,336,310,337,367,213,244,-1,-1,294,308,153,4273,3016,440,667,330,283,5866,377,355
め,286,310,6322,290,38,233,11199,227,273,723,134,187,455,186,203,25,684,634,1355,392,748,788,41,15624,74,675,-1,72,164,37,813,1080,53,2181,1632,1512
どうぞ,287,303,-1,268,-1,2656,1060,202,274,274,607,286,1255,959,526,882,959,891,504,1086,351,377,-1,-1,1342,548,294,8279,10484,1380,2049,1549,763,-1,1701,711
ござる,290,217,-1,110,-1,218,380,5715,275,273,140,285,213,262,225,348,262,244,214,327,-1,-1,2185,-1,4633,1185,448,2017,2166,234,163,267,289,11333,191,87
下,291,255,208,620,17,617,704,915,508,527,951,548,225,640,684,121,640,593,657,426,320,352,198,3372,366,751,-1,48,44,368,494,247,319,231,321,251
相手,292,839,825,229,308,452,258,371,280,258,-1,270,233,207,434,138,207,190,414,268,502,524,347,-1,205,334,-1,228,163,109,579,198,195,595,311,483
我々,293,1117,4421,409,-1,779,1307,508,281,278,200,-1,1233,-1,-1,1604,397,368,963,1673,110,129,-1,-1,328,768,2460,17212,12626,1004,172,961,1449,6459,972,601
ので,295,-1,-1,282,-1,-1,-1,162,282,-1,-1,-1,130,-1,-1,-1,-1,-1,-1,205,-1,-1,-1,4984,17,297,97,445,375,-1,-1,-1,-1,455,48,-1
ずっと,302,211,5827,278,-1,917,650,240,285,283,258,296,460,356,228,279,356,328,217,227,293,325,-1,21900,450,302,133,6491,5202,381,1516,367,149,5722,445,316
彼ら,309,-1,-1,855,-1,-1,-1,1140,295,-1,-1,-1,289,-1,-1,-1,-1,-1,-1,800,-1,-1,4163,11184,212,1118,8624,-1,19735,-1,-1,-1,-1,1113,953,-1
１つ,310,-1,-1,491,-1,-1,-1,707,294,-1,-1,-1,22593,-1,-1,-1,-1,-1,-1,2271,-1,-1,-1,-1,24832,686,326,3008,6203,-1,-1,-1,-1,1315,3045,-1
頑張る,312,359,-1,205,-1,943,413,2103,296,296,914,309,3173,355,191,2824,355,327,182,408,-1,-1,107,-1,12254,412,627,16254,16026,451,557,1267,196,12348,561,278
どうして,320,-1,-1,197,-1,1113,-1,195,305,-1,-1,-1,312,-1,-1,-1,-1,-1,-1,236,-1,-1,321,-1,284,265,135,6022,6444,-1,-1,-1,-1,16732,1232,-1
うわ,331,379,21998,130,-1,17756,12937,481,314,647,7871,673,3917,212,448,1327,231,214,427,755,3982,3699,-1,-1,6367,373,366,1919,3266,-1,4781,4868,16176,-1,799,762
来,333,6059,1045,2235,20,12139,8743,2752,2469,8540,1696,8759,3950,9511,2253,3930,9511,8916,2182,7711,74,86,4283,-1,3323,1084,-1,2404,2338,17155,2501,4775,11873,5483,10634,5463
まさか,334,1483,19083,250,-1,3418,2927,367,316,315,461,329,858,209,345,581,209,192,328,414,769,784,-1,-1,903,269,165,14770,14542,334,1228,593,291,-1,3047,1971
らしい,335,249,4119,301,-1,528,511,672,317,398,102,415,145,393,386,83,393,364,366,187,-1,-1,-1,19300,260,318,102,884,987,499,165,149,465,1097,640,407
つもり,336,964,5086,270,-1,992,1536,-1,318,316,-1,330,341,266,396,214,266,248,376,290,203,241,-1,-1,-1,306,140,5515,6300,221,2085,345,206,6396,1095,1532
見つける,339,-1,7632,444,-1,-1,1486,566,321,311,-1,-1,804,-1,-1,383,420,389,518,748,-1,-1,1270,-1,850,424,2970,9974,8088,-1,219,659,-1,4259,818,704
いつ,343,-1,2177,349,-1,-1,1176,647,323,116,-1,-1,488,-1,-1,75,140,129,100,402,137,148,-1,12091,905,405,213,3513,2526,-1,210,141,-1,6339,1138,480
では,349,-1,-1,346,-1,1673,-1,119,329,-1,-1,-1,922,-1,-1,-1,-1,-1,-1,570,-1,-1,-1,23,42,120,-1,13979,17521,-1,-1,-1,-1,23076,179,-1
愛す,350,-1,-1,1165,-1,7709,6121,3726,330,2413,-1,-1,1079,-1,-1,-1,4893,4565,4718,858,-1,-1,332,-1,8208,-1,15644,6941,6022,-1,3182,3808,-1,3366,3732,3384
がる,352,1168,17957,305,-1,3010,1931,1837,333,671,361,697,444,1097,732,382,1097,1019,704,317,-1,-1,-1,-1,1083,-1,-1,466,367,875,1571,779,399,2684,1032,1866
なあ,355,7460,-1,288,-1,9234,3295,354,336,505,-1,884,431,730,791,513,381,352,157,419,632,670,-1,-1,449,358,-1,5003,8204,-1,402,545,-1,-1,1103,727
警察,357,2581,585,427,1934,1399,1715,283,353,299,-1,312,576,1931,2041,1152,1931,1794,1971,2751,224,283,3925,1295,670,2474,-1,2909,2638,5335,-1,712,2166,564,2065,2522
黙る,361,2751,-1,565,-1,2470,4826,605,340,355,319,371,561,552,963,421,552,509,925,668,-1,-1,1158,-1,533,659,2489,7326,6842,771,1139,675,498,15241,4058,4800
こいつ,362,567,-1,259,6244,5243,9969,591,341,332,433,347,914,145,322,559,145,132,306,334,386,423,-1,-1,1058,339,225,20189,20302,344,397,824,271,-1,761,667
など,369,952,28,306,15617,72,39,392,348,343,94,358,133,252,568,72,252,234,546,201,555,589,-1,50,69,425,111,14,13,-1,607,127,-1,29,131,120
しれる,370,183,-1,207,-1,418,147,1415,350,324,103,338,185,257,258,208,257,239,245,155,-1,-1,1469,-1,712,748,512,4209,5059,83,311,165,93,5429,259,163
そういう,371,-1,-1,209,-1,-1,-1,5082,346,-1,-1,-1,244,-1,-1,-1,-1,-1,-1,140,-1,-1,141,-1,2857,312,172,3485,2530,-1,-1,-1,-1,12464,66,-1
しかし,375,3704,111,217,-1,178,217,300,355,345,81,360,115,190,435,71,190,175,415,208,254,256,-1,4,56,347,106,9345,5711,-1,321,126,-1,164,342,303
きっと,379,-1,18977,299,3610,-1,2537,403,360,352,-1,-1,496,-1,-1,319,369,340,276,266,453,499,-1,14415,486,286,147,9245,9942,-1,606,428,-1,14198,3002,1195
真,381,3170,1618,690,287,3248,2363,2262,692,1617,682,1663,1052,942,1595,835,942,874,1541,548,1179,1316,3677,1520,1694,3204,-1,828,1314,1633,1055,740,1383,756,2611,3062
言える,385,-1,3377,515,-1,441,1206,-1,363,483,-1,-1,782,-1,-1,-1,750,694,538,390,-1,-1,476,-1,-1,22148,-1,8748,6010,-1,1198,554,-1,2421,491,563
やっぱり,389,-1,22853,194,-1,935,2395,230,366,361,-1,-1,655,-1,-1,-1,275,255,168,211,1261,1188,118,-1,659,236,139,-1,22828,-1,892,480,-1,17863,206,167
どういう,391,-1,-1,263,-1,-1,3684,255,365,-1,-1,-1,539,-1,-1,-1,-1,-1,-1,445,-1,-1,800,-1,580,352,192,15996,12072,-1,1261,-1,-1,19219,389,343
ドル,393,6059,699,4126,11604,1951,1611,2006,370,365,-1,-1,2849,-1,-1,4976,5813,5427,14825,24737,317,364,-1,6611,2430,7496,2945,10012,8530,5727,-1,4217,15271,1438,2523,691
男性,396,1551,768,766,4028,1094,284,395,373,947,-1,980,1568,5486,674,1265,5486,5124,647,2241,1149,1069,552,614,1754,2503,-1,2070,1277,994,1942,773,1532,877,1586,1100
こそ,397,497,2251,254,-1,658,523,510,374,251,201,263,356,243,326,211,243,225,310,240,398,422,-1,-1,479,332,177,657,564,18697,447,272,19311,2656,590,459
かしら,404,644,21420,425,-1,2249,2422,728,382,356,353,372,658,548,355,403,548,505,338,433,355,397,-1,-1,770,-1,208,3989,3555,-1,1000,683,-1,-1,6456,2595
き,405,3170,194,535,32,2052,3263,329,376,917,182,949,643,954,821,44,954,886,791,715,59,66,85,3569,161,958,-1,33,58,42,1480,1482,38,543,917,915
感じる,408,-1,6496,622,-1,1786,1618,280,386,1076,-1,-1,238,-1,-1,110,1345,1249,1762,165,-1,-1,28,-1,129,627,11659,1274,684,-1,2591,893,-1,2062,313,1205
怒る,411,600,-1,577,-1,2204,2295,552,390,386,483,403,823,690,463,728,690,639,442,468,-1,-1,520,-1,428,632,3126,4143,3657,622,1554,730,316,4399,1040,1312
なんで,412,-1,-1,271,-1,-1,-1,76,389,-1,-1,-1,1357,-1,-1,-1,-1,-1,-1,269,-1,-1,893,-1,447,276,154,-1,-1,-1,-1,-1,-1,-1,372,-1
つ,413,163,61,461,1378,176,96,745,388,133,63,140,427,125,170,9425,125,116,161,584,70,80,-1,8690,1176,955,1075,43,94,64,333,110,97,203,144,79
連絡,415,563,1467,513,2776,1516,331,458,393,357,-1,373,961,882,899,661,882,818,867,1173,286,338,2541,-1,1242,937,-1,4130,3483,1096,338,841,825,1647,1662,1548
別,420,176,441,664,90,507,367,795,412,244,-1,256,404,363,194,151,363,335,185,395,288,311,432,-1,478,722,-1,472,98,192,385,310,146,318,392,293
確かに,421,-1,-1,360,-1,-1,-1,-1,397,-1,-1,-1,783,-1,-1,-1,-1,-1,-1,263,-1,-1,4401,11754,-1,365,684,14641,19229,-1,-1,-1,-1,-1,386,167908
急ぐ,423,3026,-1,495,-1,2802,3130,733,405,384,443,400,941,436,1242,635,436,403,1197,1175,-1,-1,2043,-1,794,720,5652,4002,3615,995,1259,1040,793,13123,4119,2290
り,424,5116,3422,610,542,442,626,9508,401,677,105,703,466,693,441,2688,693,641,420,316,48,55,10766,2027,6556,2073,-1,28,69,5600,949,370,11162,818,708,300
うれしい,427,578,-1,756,-1,1030,389,816,404,392,367,409,1576,918,500,2186,918,854,478,1824,-1,-1,827,-1,1980,828,520,4357,4656,291,7614,1909,129,20932,1641,2136
いける,428,10047,21524,265,-1,-1,800,531,406,377,3284,15012,420,12757,13717,8655,323,298,280,285,-1,-1,-1,-1,551,7937,-1,1868,2120,11603,458,374,9949,4208,161,150
