word,hiragana,katakana,YOUTUBE_FREQ_V3_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_ANIME_V2,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ
次第,しだい,シダイ,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3
運ぶ,はこぶ,ハコブ,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,1,5,4,4,4,5,5,5,5,4,4,5,4,4,4,4,1,1,3,4,1,5,4,5,4,5,5,4,5,4,5,5,5,4,4,3,4,3,4,4,4,5,4,4,4,4,5,5,4,5,3,5,4,4
車両,しゃりょう,シャリョウ,4,4,4,4,4,4,3,4,4,3,5,3,4,4,3,5,3,1,4,4,4,3,3,3,3,3,2,2,3,2,2,2,3,4,4,3,3,5,3,3,3,1,3,3,3,3,2,3,3,2,2,3,1,3,3,3,3,3,3,3,3,3,4,2,3,3,3,4,3,5,3
髪,かみ,カミ,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,5,4,4,4,4,5,4,4,5,4,4,5,4,4,4,5,4,4,4,5,1,5,4,4,4,4,4,5,4,4,5,4,5,5,4,2,3,2,4,3,3,3,3,5,3,4,5,4,4,5,4,5,4,4
つなぐ,つなぐ,ツナグ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,1,3,4,1,3,4,4,4,4,4,4,4,4,3,4,3,2,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,2,5,3,4
シェア,シェア,シェア,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,3,2,1,4,4,4,2,3,3,1,1,1,1,1,1,2,2,2,2,3,3,1,2,1,2,2,1,2,2,2,2,3,2,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,2,3,1,2,4,2,3,3
まー,まー,マー,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,1,1,3,4,1,4,4,2,3,3,3,1,2,2,1,1,1,1,3,4,4,4,4,5,3,1,3,4,4,3,1,1,5,5,5,4,5,5,5,5,5,5,1,1,1,2,1,1,1,1
延長,えんちょう,エンチョウ,4,4,4,4,4,4,4,3,5,3,4,4,4,4,3,4,2,3,3,4,4,3,3,3,3,3,2,3,3,2,2,3,2,3,3,4,3,1,2,2,3,3,3,3,3,3,4,3,3,3,3,3,1,4,4,4,5,3,3,4,3,3,4,3,3,1,3,4,3,4,4
福祉,ふくし,フクシ,4,4,4,3,4,4,3,5,3,4,2,4,4,4,3,4,2,2,4,5,4,2,2,3,3,2,1,2,3,1,1,2,1,3,3,4,1,3,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,4,4,4,4,4,3,3,5,3,4,2,2,1,3,4,2,4,3
あえて,あえて,アエテ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,4,4,4,4,3,3,3,4,4,3,4,4,4,3,4,3,3,4,2,2,4,4,4,1,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,1,4,3,4,2,4
再,さい,サイ,4,4,4,4,3,4,3,4,3,4,4,3,4,4,4,5,3,5,1,5,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,5,4,2,3,3,3,1,3,3,4,3,4,4,4,3,3,3,4,4,5,4,4,4,4,4,4,4,5,4,5,4,4,5,4,5,4
かかわる,かかわる,カカワル,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,5,5,5,4,3,3,4,4,4,4,5,3,3,3,3,1,1,3,3,1,4,2,2,5,3,2,3,2,4,3,3,2,4,4,4,5,5,5,4,5,5,4,4,5,4,5,3,3,4,2,5,4,4
ご存知,ごぞんじ,ゴゾンジ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,3,1,1,3,1,1,1,1,1,1,3,1,1,4,4,1,3,2,2,4,2,3,3,2,3,3,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,1,1,4
怪しい,あやしい,アヤシイ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,3,4,2,4
電圧,でんあつ,デンアツ,4,2,3,2,3,4,3,3,3,2,2,4,2,3,2,3,1,1,3,3,3,1,2,2,2,1,1,1,1,1,1,1,1,2,2,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,3,2,3,3,3,3,1,1,1,1,3,1,3,4
核兵器,かくへいき,カクヘイキ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,3,1,2,3
ポジション,ポジション,ポジション,4,4,4,4,3,4,3,4,3,4,3,2,4,3,4,4,3,1,3,3,3,2,3,3,1,2,1,1,2,3,3,3,3,2,3,3,2,2,2,3,3,3,3,3,3,2,3,3,2,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,1,3,3,3,4,4
発行,はっこう,ハッコウ,4,4,3,5,4,4,4,4,3,3,3,2,5,5,3,5,2,3,3,4,4,2,2,3,2,3,2,2,4,2,2,2,2,3,3,4,2,3,3,2,2,1,2,3,5,2,5,4,3,2,2,2,1,3,4,4,3,3,3,3,3,3,4,3,2,1,4,4,2,5,4
ゲット,ゲット,ゲット,4,4,4,3,3,4,3,3,4,4,4,4,2,4,3,2,4,1,2,3,4,3,3,3,1,1,1,1,2,3,3,4,3,3,3,3,1,4,1,3,4,1,3,3,3,3,2,2,3,3,2,4,4,2,2,2,2,2,2,2,2,2,4,3,3,1,2,3,3,1,3
再び,ふたたび,フタタビ,4,2,2,2,3,4,3,3,3,2,3,2,3,2,2,5,4,1,5,4,4,4,4,4,4,5,4,3,5,4,4,3,5,4,4,4,4,4,5,4,4,3,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,3,4,3,3,4,5,4,5,5,4,5,5,4
道具,どうぐ,ドウグ,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4
祈る,いのる,イノル,4,3,3,2,3,4,3,4,3,3,2,3,2,3,2,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,3,1,4,4,4,4,4,4,4,4,4,4,5,4,4,4,2,3,2,3,3,3,2,3,3,3,4,4,4,4,4,3,4,2,4
付き,つき,ツキ,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,1,2,4,4,4,4,4,4,4,3,3,5,3,3,3,4,4,4,4,4,1,4,4,4,4,4,4,4,3,4,4,4,3,3,1,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4
条,じょう,ジョウ,4,3,2,4,3,4,3,3,3,2,3,2,3,3,2,5,4,4,3,5,5,3,4,3,3,4,3,4,4,3,3,4,4,3,3,5,2,2,3,3,3,1,3,3,4,3,3,2,2,2,2,2,3,3,2,3,3,3,4,3,3,3,5,2,4,1,4,4,3,5,4
ダウン,ダウン,ダウン,4,3,3,3,3,4,3,3,4,3,4,4,3,3,3,4,4,1,2,4,4,3,3,4,1,2,1,1,3,4,4,3,2,4,4,4,1,4,2,3,3,1,3,3,3,3,2,2,3,2,2,3,4,4,4,4,4,3,3,3,4,3,4,3,3,5,3,4,3,4,3
店員,てんいん,テンイン,4,4,4,3,3,4,3,4,3,4,4,3,3,4,4,2,4,3,3,3,4,4,4,3,3,3,2,5,4,2,2,5,4,3,3,4,4,1,3,3,4,1,4,4,3,4,4,4,3,3,3,4,1,3,3,4,3,3,4,3,3,3,4,4,4,1,4,4,4,3,4
協議,きょうぎ,キョウギ,4,4,2,3,5,4,4,4,3,2,2,2,5,4,2,4,2,3,4,4,4,2,2,3,3,2,2,2,3,2,2,2,1,3,3,4,1,1,2,2,2,1,3,2,2,2,3,2,2,2,2,2,1,2,3,2,2,2,4,2,2,2,4,2,2,1,2,3,2,4,4
限界,げんかい,ゲンカイ,4,4,4,3,4,4,3,4,3,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,5,3,4
鉄道,てつどう,テツドウ,4,3,4,3,3,4,3,4,3,3,4,3,2,4,3,5,3,4,4,4,4,3,3,3,3,4,2,2,3,2,2,2,2,3,3,4,1,5,3,2,2,1,2,2,2,3,3,2,3,2,1,2,1,4,3,4,4,3,3,3,3,3,4,2,3,1,3,4,2,5,4
か月,かげつ,カゲツ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,3,4,4,4,1,4,1,1,1,4,4,4,2,4,4,3,3,1,4,4,4,1,4,3,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,4,1,4,3
窓,まど,マド,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,2,5,4,4,4,4,4,4,4,4,5,4,5,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,1,5,4,5,4,4
困難,こんなん,コンナン,4,3,3,2,3,4,3,3,3,3,3,2,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,3,4,4,4,3,1,4,4,4,3,3,4,3,3,4,4,4,4,3,4,1,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4
指標,しひょう,シヒョウ,4,3,3,2,3,4,3,3,3,2,3,3,4,3,2,3,1,1,3,4,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,2,1,4,5,2,4,4,3,4,4,4,3,2,1,1,1,3,2,3,3
ジェル,ジェル,ジェル,4,4,2,5,3,4,3,3,3,3,3,2,5,2,4,2,2,1,1,2,3,2,3,3,1,1,1,1,2,2,2,1,1,2,2,1,1,1,2,2,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,4,3,3,3,2,2,2,1,5
手法,しゅほう,シュホウ,4,3,1,3,4,4,3,3,3,2,3,2,4,3,2,4,2,3,4,4,4,2,2,3,3,2,2,1,3,2,2,1,2,3,3,4,2,2,2,1,2,1,2,2,2,2,4,3,2,2,2,2,1,5,5,3,4,5,4,4,4,4,4,3,2,1,3,4,2,4,4
友人,ゆうじん,ユウジン,4,2,3,2,3,4,3,3,3,2,3,2,3,3,2,4,4,5,5,5,5,4,5,5,5,5,4,5,5,4,4,5,4,5,5,5,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,1,5,4,5,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4
軸,じく,ジク,4,3,3,3,3,4,3,3,3,4,3,2,3,4,2,4,3,3,3,4,4,2,2,3,3,3,3,3,3,3,3,3,2,3,2,4,3,2,3,2,3,1,2,2,2,2,4,3,2,2,2,3,3,4,5,3,4,4,4,4,4,4,4,3,2,1,3,4,3,4,3
額,がく,ガク,4,4,4,4,4,4,3,4,4,4,3,3,4,4,3,4,3,5,5,5,4,4,4,4,4,4,3,3,5,3,4,4,4,4,4,4,4,2,4,3,3,4,4,4,4,4,4,5,4,4,5,4,3,4,4,4,5,3,3,4,4,3,5,4,4,2,4,4,4,4,4
かつて,かつて,カツテ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,5,4,4,4,4,4,4,4,5,3,5,5,5,3,4,4,4,4,1,5,4,4,4,4,4,4,4,4,5,4,5,4,4,4,5,4,4,4,4,3,4,3,3,3,3,4,4,4,4,4,4,5,4
規定,きてい,キテイ,4,2,1,3,3,4,3,3,3,2,2,3,3,2,2,5,2,4,5,5,4,2,3,3,3,3,2,3,3,2,2,3,2,3,3,4,3,1,3,2,3,1,3,3,3,3,4,3,2,2,3,2,1,4,4,3,4,4,3,4,4,4,5,3,3,4,3,4,2,4,4
ナイス,ナイス,ナイス,4,4,4,3,3,4,4,4,4,3,4,4,3,4,3,2,4,1,1,2,2,3,4,4,1,2,1,1,2,4,4,4,3,3,3,2,1,2,2,4,4,3,4,4,4,4,1,3,4,3,3,4,4,2,2,2,2,2,3,2,2,2,3,3,4,4,2,3,4,2,3
ニューヨーク,ニューヨーク,ニューヨーク,4,3,3,3,3,4,3,3,3,4,3,3,2,3,3,5,3,2,4,4,4,4,4,1,1,4,2,2,3,2,2,2,1,5,5,4,1,5,4,2,3,1,3,2,2,3,3,1,1,1,1,3,4,4,3,4,4,4,3,4,3,5,3,1,4,1,3,4,1,4,4
高橋,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,1,2,4,4,1,1,3,1,1,3,2,3,4,1,1,2,4,1,4,3,2,2,1,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,4,1,4,5
そりゃ,そりゃ,ソリャ,4,2,1,3,3,4,3,3,3,2,3,2,2,2,2,1,5,1,4,1,2,5,5,5,1,4,1,1,1,5,5,5,5,5,5,4,1,1,4,5,5,5,5,5,5,5,2,4,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,3,4,4,1,1,4
好み,このみ,コノミ,4,4,4,4,4,4,5,4,4,4,4,2,3,4,4,3,3,1,4,4,4,2,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3
倒れる,たおれる,タオレル,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,1,4,4,3,4,4,4,4,5,4,4,5,4,4,4,4,1,1,2,4,1,5,4,5,5,5,5,4,5,4,5,5,5,5,4,3,4,2,4,4,3,3,3,3,3,3,5,4,4,5,2,5,3,4
狭い,せまい,セマイ,4,5,5,5,4,5,4,4,5,5,4,5,4,5,5,3,4,1,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,1,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,5,4,4,4,1,4,3,4,4,4
霊,れい,レイ,4,3,3,2,3,4,4,3,3,2,3,3,3,3,2,3,4,4,3,4,3,4,4,4,4,4,5,4,4,5,5,4,4,3,3,3,3,2,4,3,3,3,3,3,4,3,3,3,3,2,2,5,3,3,2,3,3,3,2,3,3,3,3,4,4,1,4,4,3,4,3
千,せん,セン,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,3,3,4,2,1,5,1,1,5,3,3,2,5,4,4,5,4,2,4,3,3,4,3,3,4,3,4,4,3,3,4,5,4,5,5,5,5,5,5,4,5,5,4,4,5,1,4,5,4,5,5
具合,ぐあい,グアイ,4,4,4,4,3,4,4,3,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4
オレ,オレ,オレ,4,2,2,2,3,4,3,3,3,3,2,2,2,2,3,2,5,1,1,1,3,1,5,5,1,4,1,1,1,5,5,4,5,5,5,4,1,2,1,3,4,1,2,4,5,3,3,3,5,4,3,5,5,1,1,1,1,1,1,1,1,1,2,1,5,5,5,4,1,3,3
下落,げらく,ゲラク,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,3,3,1,2,2,2,1,1,1,2,1,1,1,1,2,2,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,4,2,2,2,3,1,2,1,1,2,1,2,2
椅子,いす,イス,4,5,5,5,5,5,4,5,5,4,5,5,4,5,5,3,3,4,4,4,4,4,3,4,4,5,3,3,5,3,3,3,4,4,4,3,4,1,5,3,3,4,4,4,3,3,4,5,3,4,5,3,3,4,3,4,4,4,4,4,4,4,4,5,3,3,5,4,5,3,4
色味,いろみ,イロミ,4,2,2,3,3,4,3,3,3,2,2,3,2,2,2,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2
両,りょう,リョウ,4,3,3,2,3,4,3,3,3,2,3,4,2,3,3,5,4,5,2,4,4,4,4,3,3,5,3,2,4,3,3,2,4,3,3,4,4,4,4,3,4,1,3,4,4,4,4,4,3,4,4,3,3,4,4,3,5,4,3,4,4,4,4,4,4,1,4,4,3,5,4
訪れる,おとずれる,オトズレル,4,2,1,3,3,4,3,3,3,2,2,2,3,2,2,3,4,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,4,1,4,4,4,4,4,4,4,4,4,5,5,4,5,4,3,4,3,4,5,3,4,3,3,3,3,4,4,4,4,3,4,4,4
バナナ,バナナ,バナナ,4,4,4,4,5,4,5,4,4,5,4,2,4,4,4,2,3,1,3,3,3,3,3,4,1,2,1,1,3,2,3,3,3,3,3,3,1,3,2,3,3,3,3,3,3,3,2,2,2,2,1,4,4,4,4,4,4,3,3,3,3,3,4,2,3,1,2,3,3,3,3
防災,ぼうさい,ボウサイ,4,3,3,3,3,4,3,3,3,4,2,3,2,2,3,3,2,1,3,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,4,2,3,3,3,3,3,3,3,1,1,1,2,3,1,3,4
警察,けいさつ,ケイサツ,4,4,4,4,4,4,5,3,4,4,3,4,4,4,4,5,5,4,5,5,4,5,5,5,5,5,4,4,4,4,4,4,4,5,5,4,4,4,5,4,4,5,5,4,4,5,4,4,3,4,2,4,1,4,3,4,5,4,3,4,4,4,4,3,5,1,5,5,4,5,4
トレーニング,トレーニング,トレーニング,4,3,3,4,3,4,3,3,3,3,4,4,3,3,3,4,3,1,3,4,4,2,3,3,1,2,1,1,2,3,3,4,3,3,3,4,4,3,2,3,3,1,3,3,3,3,3,2,4,2,1,4,4,4,4,4,4,5,3,4,4,4,4,3,3,3,3,3,3,3,4
防ぐ,ふせぐ,フセグ,4,3,2,2,4,4,4,3,3,3,3,2,3,3,3,4,4,1,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,1,1,3,3,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,3,3,3,4,4,4,4,4,3,4,4,4
支持,しじ,シジ,4,2,2,2,3,4,3,3,3,3,2,2,2,2,2,5,2,3,3,4,4,3,4,4,4,3,3,3,3,3,3,3,2,4,4,4,1,1,3,3,3,1,3,3,3,3,4,3,3,2,2,3,1,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4
あああ,あああ,アアア,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,5,3,5,5,5,5,1,3,4,5,2,5,5,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1
株価,かぶか,カブカ,4,2,2,2,3,4,3,3,3,2,3,2,2,2,2,2,2,1,4,4,3,2,2,3,3,2,1,1,2,1,1,1,1,2,2,4,2,1,2,1,1,1,3,1,1,2,3,1,1,1,1,2,1,3,2,2,5,2,2,2,2,2,3,1,2,1,2,3,2,2,2
満たす,みたす,ミタス,4,3,3,3,4,4,4,3,3,3,3,2,3,3,3,3,3,1,4,4,4,3,3,4,4,4,3,4,4,3,3,4,4,1,1,3,5,1,4,3,4,4,4,4,4,3,5,4,4,4,4,3,2,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,3
ようやく,ようやく,ヨウヤク,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,3,3,4,4,4,2,5,4,2,5,4,4,4,5,4,4,4,4,2,3,4,4,5,4,5,4,4,4,5,5,5,5,4,5,5,5,2,4,5,3,4,4,4,2,2,4,4,5,4,2,3,4
割れる,われる,ワレル,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,1,4,1,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,3,1,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,3,3,4,3,3,4,3,3,3,3,4,4,3,4,2,4,2,4
損切り,そんぎり,ソンギリ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
駄目,だめ,ダメ,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,4,5,4,4,5,4,5,5,5,5,5,4,5,5,4,4,5,1,4,5,4,4,4,4,4,4,3,4,4,4,4,5,1,5,4,5,4,4,5,5,5,5,5,5,4,4,4,4,5,2,3
掛かる,かかる,カカル,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,1,5,5,5,3,3,3,5,3,5,5,5,3,3,3,4,1,1,3,4,1,3,5,4,5,4,4,3,4,3,3,3,3,4,3,5,5,5,5,4,5,5,5,4,5,5,5,3,3,4,3,5,3,5
税金,ぜいきん,ゼイキン,4,4,4,4,3,4,3,3,4,3,4,4,3,4,4,2,3,2,4,4,4,3,3,3,3,2,2,1,3,2,3,1,2,3,3,4,2,1,2,2,2,1,3,2,2,3,4,2,3,2,2,2,1,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3
ベスト,ベスト,ベスト,4,4,4,4,5,4,4,5,3,3,4,3,4,4,4,5,3,1,3,4,4,3,4,4,1,2,1,1,3,4,4,4,3,4,4,4,1,5,2,3,3,1,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,3,4,3,4,4
意思,いし,イシ,4,3,3,3,3,4,3,4,4,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,3,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4
激しい,はげしい,ハゲシイ,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,1,5,4,4,4,4,4,4,5,4,4,5,4,4,4,5,1,1,4,5,1,5,4,4,4,4,4,4,4,5,5,4,5,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,5,4,4
選択肢,せんたくし,センタクシ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,4,3,4,1,1,2,1,1,1,1,1,1,4,1,1,4,3,1,2,3,4,1,4,4,4,3,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,4,1,3,4
パートナー,パートナー,パートナー,4,3,3,2,3,4,3,3,3,3,3,2,3,2,3,4,4,1,3,3,4,3,4,4,1,2,1,1,3,3,3,2,3,4,4,3,3,3,2,3,3,1,3,3,3,3,3,3,4,3,3,4,4,3,2,3,3,3,2,3,3,3,3,3,4,1,3,4,3,4,3
アンケート,アンケート,アンケート,4,4,3,4,5,4,4,5,3,4,3,4,5,4,4,3,2,1,3,3,4,2,2,2,1,2,1,1,2,3,3,3,2,1,1,4,2,1,1,2,2,1,3,2,3,2,4,2,2,2,2,3,3,4,4,3,4,5,4,4,4,4,4,2,2,1,2,4,2,3,5
ょ,ょ,ョ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1,4,4,4,1,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,1
切り替える,きりかえる,キリカエル,4,3,2,3,4,4,3,4,3,3,3,2,3,3,3,2,3,1,4,3,4,3,3,3,3,2,3,3,3,3,3,3,3,1,1,2,3,1,2,3,3,1,3,3,3,3,3,4,4,3,4,3,2,3,3,3,3,3,3,3,3,3,4,4,3,3,3,2,4,3,4
南,みなみ,ミナミ,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,5,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,4,4,4,1,4,4,4,4,4,4,4,3,4,5,3,4,4,4,4,4,4,5,5,4,4,4,5,3,4,4,3,5,4
おもう,おもう,オモウ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,5,5,5,5,3,3,5,4,5,5,5,2,2,3,3,1,1,3,5,1,5,2,2,5,5,2,3,5,2,2,4,3,2,2,4,5,5,5,5,5,5,5,5,5,5,5,3,5,4,3,5,5,3
布,ぬの,ヌノ,4,4,3,5,3,4,3,4,3,3,4,4,3,3,4,3,4,4,4,4,3,3,3,3,3,4,3,3,4,3,3,3,4,3,3,3,4,2,4,3,3,1,3,4,4,3,4,4,3,4,3,3,2,4,3,4,4,3,4,3,3,3,3,4,4,1,4,3,4,3,3
ツ,ツ,ツ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,1,3,1,2,3,4,1,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,4,4,3,1,3,1
